Name,ID,entrezgene_id,P_value,FDR,log2FC,Signif,Status,U2932_WT_centered,U2932_MUT_centered,U2932_WT_1,U2932_WT_2,U2932_WT_3,U2932_MUT_1,U2932_MUT_2,U2932_MUT_3
CARHSP1,Q9Y2V2,23589,0.08570714068147885,0.704,-0.141,FALSE,Stable,-0.0704,0.0704,10.211279947482009,10.16540952031982,10.067434360756522,10.114262900594055,9.91498301655724,9.992655149386833
MAP2K4,P45985,6416,0.08544728019867254,0.704,-0.101,FALSE,Stable,-0.0504,0.0504,10.08520686730997,10.080950734297023,10.048759311919856,10.019451733700912,9.903580625348638,9.989252565165993
MDH2,P40926,4191,0.08577414334518257,0.704,0.111,FALSE,Stable,0.0555,-0.0555,14.149659805873082,14.135669210685547,14.102828696036351,14.17236499884063,14.325129745948844,14.223933820097384
ACT.4,Q562Q6,NA,0.08605810002151487,0.705,-0.0949,FALSE,Stable,-0.0475,0.0475,9.434836694516777,9.503229459813719,9.496254610061278,9.41679752760606,9.346070440785166,9.386724740799167
EXOSC10,Q01780,5394,0.08609530321936042,0.705,0.157,FALSE,Stable,0.0783,-0.0783,12.20725841036353,12.097670047451212,12.112863000073329,12.28415897726987,12.434159066989855,12.169204726490237
NAA20,P61599,51126,0.0861864424217914,0.705,0.119,FALSE,Stable,0.0593,-0.0593,7.221103725367875,7.0574502721839,7.082149041353872,7.203592714207708,7.259272487037594,7.253611151947168
OXSR1,O95747,9943,0.08590091626884316,0.705,-0.148,FALSE,Stable,-0.0741,0.0741,9.899507982557916,9.801869996364493,9.635718120331047,9.612868497291041,9.629720891017257,9.64961545906341
SBDS,Q9Y3A5,51119,0.0861641076694242,0.705,0.153,FALSE,Stable,0.0767,-0.0767,11.423220982434456,11.282277622437402,11.306973057140828,11.54452982063325,11.57483001533763,11.353587949195417
WDR75,Q8IWA0,84128,0.08598448155537942,0.705,0.131,FALSE,Stable,0.0654,-0.0654,11.418590547224587,11.226291762466841,11.318429829943014,11.510714725842426,11.4011995254099,11.443565213178276
CMSS1,Q9BQ75,84319,0.08658098098490286,0.706,-0.089,FALSE,Stable,-0.0445,0.0445,9.767356854125685,9.78888143201129,9.807032855968336,9.724854875468989,9.708394187756673,9.663024332845005
SPATS2,Q86XZ4,65244,0.08655331248037804,0.706,0.126,FALSE,Stable,0.0628,-0.0628,7.575161033425394,7.575161033425394,7.57969306345875,7.816983623255381,7.675957032941749,7.613973587380225
ERLEC1,Q96DZ1,27248,0.08702396790223653,0.707,-0.12,FALSE,Stable,-0.0601,0.0601,6.754887502163468,6.632268215499513,6.602884408718419,6.529820946528695,6.60139939053183,6.498250867527825
MGST1,P10620,4257,0.08675795091875632,0.707,-0.214,FALSE,Stable,-0.107,0.107,7.162894799374784,7.174925682500679,7.068240861312821,6.741466986401147,6.872828759534886,7.149747119504682
Q53GF0,Q53GF0,NA,0.08666718412743282,0.707,-0.39,FALSE,Stable,-0.195,0.195,10.429197488479907,9.900715890564335,10.412463995890537,9.663380202368488,10.190442018782825,9.718704105674892
SLC12A2,P55011,6558,0.08678703959125998,0.707,-0.156,FALSE,Stable,-0.0778,0.0778,10.46903123881146,10.470963851345461,10.322942133381842,10.39778157450281,10.17467605968824,10.223881042479244
ZDHHC18,Q9NUE0,84243,0.08677328430821805,0.707,-0.152,FALSE,Stable,-0.076,0.076,8.14108531856233,8.138527801422274,8.104336659814736,8.075746538060905,7.817623257511431,8.034523875334392
MTCL1,Q9Y4B5,23255,0.08713219439022571,0.708,-0.186,FALSE,Stable,-0.0929,0.0929,6.6117625600648715,6.712870867689905,6.943686951597095,6.498250867527825,6.630813152299126,6.581953750848818
NCAPH,Q15003,23397,0.08753204785044454,0.708,0.127,FALSE,Stable,0.0636,-0.0636,12.138367805964492,12.154058595983292,11.968162769768515,12.211006107589842,12.244393568842153,12.18685706717715
B2RAK1,B2RAK1,NA,0.08772226090397907,0.709,0.0892,FALSE,Stable,0.0446,-0.0446,9.49585502688717,9.434419730629225,9.484621527098598,9.536441504967378,9.567765984494724,9.578183968090094
HSPA5,P11021,3309,0.08756376507543681,0.709,0.112,FALSE,Stable,0.0558,-0.0558,14.651326432029622,14.704044116924983,14.744644660537382,14.7929885089343,14.888120115101588,14.753707733604232
SUCO,Q9UBS9,51430,0.08779218747157144,0.709,-0.158,FALSE,Stable,-0.0788,0.0788,5.321928094887363,5.169925001442312,5.439623137557117,5.185866545311334,5.083213368248981,5.189824558880018
ALMS1,A0A087WZY3,NA,0.08813792024179007,0.71,-0.117,FALSE,Stable,-0.0585,0.0585,7.442114122419225,7.403438163008279,7.321928094887363,7.338067797542616,7.277984747299765,7.2006534363674675
CBR1,P16152,873,0.08821364088942793,0.71,-0.236,FALSE,Stable,-0.118,0.118,11.429929741353273,11.170863950411928,11.268658955027671,11.29117069932186,10.946687003228543,10.92355033561775
COMMD4,Q9H0A8,54939,0.08868624374344551,0.711,0.0909,FALSE,Stable,0.0454,-0.0454,8.96549571679616,8.921245888585588,8.896029602976752,9.04248018649247,9.024585638278273,8.988400663729436
ESD,P10768,2098,0.08860008911408976,0.711,-0.146,FALSE,Stable,-0.0731,0.0731,12.448658375997757,12.688731127348223,12.51995561523682,12.34557157399053,12.43798608822708,12.435045131278086
OSGEP,Q9NPF4,55644,0.08888709619352507,0.711,0.0954,FALSE,Stable,0.0477,-0.0477,9.944126373411008,9.974271173627578,9.89739170697177,10.012065787873997,10.079351441709166,10.010667962901852
Q53HB9,Q53HB9,NA,0.08870985060150807,0.711,0.0843,FALSE,Stable,0.0421,-0.0421,8.547665748353422,8.513332823740127,8.516093963417184,8.60917873814198,8.625343557572986,8.59544398458948
SENP6,Q9GZR1,26054,0.08937746523489294,0.713,-0.204,FALSE,Stable,-0.102,0.102,6.9565213633331195,7.063934305754099,6.715618859074816,6.829088444004886,6.638073837180719,6.656782364218995
TBC1D4,A0A024R637,NA,0.08943073818608302,0.713,-0.19,FALSE,Stable,-0.095,0.095,9.153045289503783,8.823367240046235,9.064742764750257,8.74550626586916,8.813781191217037,8.911991113699615
B3KXW5,B3KXW5,NA,0.09012954354942207,0.714,0.0958,FALSE,Stable,0.0479,-0.0479,10.677983847308058,10.627807441666208,10.583364883667354,10.757640021505015,10.694880192799191,10.723916869971525
GLG1,Q92896,2734,0.09022594760296056,0.714,0.159,FALSE,Stable,0.0796,-0.0796,9.526303606206456,9.384136172447608,9.334496768390418,9.705632387361415,9.527085978807456,9.490048599482927
LMO7,Q8WWI1,NA,0.09021234721691197,0.714,0.201,FALSE,Stable,0.101,-0.101,11.309419508944986,11.02410078025291,10.937888713780413,11.34861751386591,11.222855265414546,11.303894880928311
PEX1,O43933,5189,0.09000882176735699,0.714,0.138,FALSE,Stable,0.0691,-0.0691,7.836681593327116,7.746850183098051,7.691394578538085,7.780703793967605,7.951867504326902,7.957102041562286
SERPINH1,P50454,871,0.09022616085758114,0.714,0.269,FALSE,Stable,0.135,-0.135,6.223036337901875,5.9140860970127225,6.17192735435346,6.17192735435346,6.318316841334983,6.626439136697315
TFEB,B0QYS7,NA,0.09003342654646608,0.714,-0.223,FALSE,Stable,-0.112,0.112,10.485426827170242,10.470862199413702,10.610932550429807,10.0508009581508,10.45450493755737,10.392532093568665
B4E0X1,B4E0X1,NA,0.09052621935378648,0.715,0.116,FALSE,Stable,0.0582,-0.0582,10.42259043389256,10.52845411076479,10.466484376869639,10.517570974474312,10.579598791230737,10.669416592099157
HLA-B.10,C0L074,NA,0.09064555968580193,0.715,-0.0933,FALSE,Stable,-0.0466,0.0466,11.37579968771911,11.440038600494729,11.36948829491305,11.300180936911769,11.336841253012286,11.268425036090656
RANBP2,P49792,5903,0.09056581668842337,0.715,0.0945,FALSE,Stable,0.0473,-0.0473,13.302624645262412,13.212268381236004,13.241774652686829,13.324068007514905,13.336408926331838,13.37983861301369
TMPO,P42166,7112,0.09040518175822448,0.715,-0.117,FALSE,Stable,-0.0585,0.0585,13.762236682146739,13.680700156257982,13.620574956082212,13.63989461529141,13.550025257465784,13.522765411663903
ZNF768,Q9H5H4,79724,0.09049776124402567,0.715,-0.228,FALSE,Stable,-0.114,0.114,6.373300196608388,6.108524456778169,6.307428525192248,6.197708157955851,5.82273014794452,6.08533966935737
HIST1H1C,P16403,3006,0.091115058328889,0.716,-0.102,FALSE,Stable,-0.0512,0.0512,14.444471404291065,14.406111976762903,14.382414631481424,14.373035050926967,14.305570166342191,14.247200643924648
POLR2H,P52434,5437,0.09079145168816395,0.716,0.185,FALSE,Stable,0.0924,-0.0924,9.826866226536971,9.871905237659186,9.702865289815186,10.142234723781186,9.996473488733228,9.817143558407796
EIF4A2,Q14240,1974,0.09164131330260965,0.717,0.154,FALSE,Stable,0.0771,-0.0771,13.776412469370012,13.612062168451637,13.605687851147222,13.945992424396774,13.761852455000719,13.748706508550985
INO80,Q9ULG1,54617,0.09154271031156168,0.717,-0.107,FALSE,Stable,-0.0537,0.0537,7.843607046490561,7.973266860993293,7.861086905995394,7.819540460505722,7.789859640913649,7.74617838097141
ATP11B,Q9Y2G3,23200,0.09205886460364379,0.718,-0.214,FALSE,Stable,-0.107,0.107,8.692789834972647,8.832573598977403,8.952158810747052,8.413627929024173,8.662134274799074,8.76121877592938
HSPE1,P61604,3336,0.09218356908885281,0.718,-0.107,FALSE,Stable,-0.0537,0.0537,13.989252565165993,13.905913439996016,13.933035909341738,13.882814970465368,13.865182297371893,13.757785841913428
RPS6KA5,O75582,9252,0.09198225070183351,0.718,0.136,FALSE,Stable,0.0682,-0.0682,8.50382573799575,8.606960344510274,8.497452695977238,8.567195561406875,8.780375722325285,8.669593751188334
DMAP1,Q9NPF5,55929,0.092513259981314655,0.719,-0.106,FALSE,Stable,-0.0528,0.0528,9.747185966886576,9.68527441586238,9.64403651538472,9.640967910449898,9.59114830066745,9.527477006060396
HSP90B1,P14625,7184,0.09261711524546003,0.719,-0.114,FALSE,Stable,-0.057,0.057,14.323357401736045,14.491170409833124,14.401452878946364,14.316896667589601,14.305384911296631,14.251460219693175
IMMT,Q16891,10989,0.09236883136506313,0.719,-0.0889,FALSE,Stable,-0.0445,0.0445,13.470201287217082,13.445790836048076,13.413098984915264,13.378538716881549,13.365816635928978,13.31800607702744
PAIP2,Q49AE6,NA,0.09245877149098992,0.719,0.149,FALSE,Stable,0.0747,-0.0747,9.726899318476528,9.531381460516313,9.601585101421048,9.884933647949762,9.722295240802245,9.700959826915897
COCH,O43405,1690,0.09308847719559495,0.72,-0.182,FALSE,Stable,-0.0911,0.0911,4.921245888585589,5.070389327891398,4.857980995127572,4.596935142387232,4.84799690655495,4.857980995127572
HLA-DRB1,F1CCM8,NA,0.09289812376722209,0.72,0.338,FALSE,Stable,0.169,-0.169,10.934870291192027,10.720244258287567,10.487438112928714,11.377264766024764,10.811133822812181,10.967730609493424
RPP38,P78345,10557,0.09297069803968504,0.72,-0.228,FALSE,Stable,-0.114,0.114,8.776433032444734,8.630813152299126,8.620586410451878,8.703903573444663,8.345183447187665,8.294620748891626
ANKFY1,Q9P2R3,51479,0.09342707717901282,0.721,0.121,FALSE,Stable,0.0606,-0.0606,9.371994393193653,9.49845034143632,9.432124272641563,9.463933010872237,9.58665216912537,9.615445725304786
RAI17,A0A024QZN6,NA,0.09365872478422374,0.721,-0.164,FALSE,Stable,-0.0819,0.0819,8.028458647425479,7.797012977836145,7.74617838097141,7.710117632043446,7.630085070002124,7.740118042833128
RASAL3,Q86YV0,64926,0.0932891296236928,0.721,0.186,FALSE,Stable,0.093,-0.093,11.4112991229642,11.104926303807776,11.08600349628708,11.427417611212523,11.3348877805034,11.397835042307538
EXOSC9,Q06265,5393,0.093729414387498,0.722,0.319,FALSE,Stable,0.159,-0.159,10.208722084862652,9.602698865017965,10.156588752789087,10.409390936137703,10.272396509037485,10.24293589533958
KIAA0226L,Q9H714,80183,0.09367529207497553,0.722,-0.159,FALSE,Stable,-0.0796,0.0796,4.986410935252045,4.8875252707415875,5.044394119358453,4.689299160535892,4.797012977836145,4.954196310386875
MAPK14,Q16539,1432,0.09397899267565792,0.722,-0.107,FALSE,Stable,-0.0536,0.0536,10.259860933854453,10.229539857739535,10.146823209093755,10.148222340386997,10.124250579786882,10.04193288184217
TFCP2,Q12800,7024,0.0940832188442495,0.722,-0.192,FALSE,Stable,-0.0961,0.0961,9.467605550082997,9.671010241278452,9.679128179747416,9.233380006513967,9.514911264861354,9.492654371018913
AGPAT1,Q99943,10554,0.09460178867612835,0.723,-0.223,FALSE,Stable,-0.111,0.111,6.20163386116965,6.517275693209582,6.081083928687635,5.9818526532897405,6.037821465434967,6.112700132749362
ATP1A1,P05023,476,0.0942311825887298,0.723,-0.195,FALSE,Stable,-0.0976,0.0976,13.805804319001522,13.4284125191799,13.530698943334913,13.446372554895948,13.353519032508073,13.37920235187181
ERI1,Q8IV48,90459,0.09416689382441963,0.723,0.128,FALSE,Stable,0.0639,-0.0639,9.595257481449035,9.51825972915312,9.52022578974751,9.552861187926764,9.725195817226663,9.739274312157645
GTPBP1,O00178,9567,0.09462983326738203,0.723,-0.101,FALSE,Stable,-0.0504,0.0504,9.659282393384332,9.585338153643702,9.554396991175873,9.486030507369115,9.462093229486815,9.548436624696041
POLR1A,B7ZKR9,NA,0.09443477659371345,0.723,0.139,FALSE,Stable,0.0694,-0.0694,11.62287545837424,11.738050025540923,11.740666203284317,11.713128714351262,11.903354668778041,11.901771981098943
RAB5A,P20339,5868,0.09428922925012423,0.723,-0.1,FALSE,Stable,-0.05,0.05,11.125413470483315,11.089318056953081,11.19075064966236,11.023061249735335,10.997885127829111,11.084675536840514
AIP.1,D2CVN5,NA,0.09512075261504556,0.724,0.125,FALSE,Stable,0.0627,-0.0627,11.821694272860302,11.833443573811198,11.748612176736982,11.923995932771778,12.027767800771045,11.828295187790427
EPS15L1,Q9UBC2,58513,0.09487766402987972,0.724,0.0927,FALSE,Stable,0.0464,-0.0464,10.139551352398794,10.131471161691962,10.052839719205462,10.225930411171055,10.19991768027457,10.17617314910749
FAF2,Q96CS3,23197,0.09484718365630959,0.724,-0.101,FALSE,Stable,-0.0505,0.0505,10.405460608152774,10.396390715591899,10.354910511586791,10.32068774579773,10.209209646557353,10.323617763291578
GEMIN5,Q8TEQ6,25929,0.09468063435909307,0.724,0.13,FALSE,Stable,0.0648,-0.0648,11.27198818535999,11.174114250392778,11.235535606710462,11.250594507192316,11.459636532356964,11.360463045796386
NUP37,Q8NFH4,79023,0.0949527147299339,0.724,0.0875,FALSE,Stable,0.0438,-0.0438,9.515502735333959,9.483412733529022,9.449561374613236,9.54129025269508,9.583646944675301,9.58608916617544
PRKD2,B4DTS2,NA,0.09502707788493503,0.724,-0.0914,FALSE,Stable,-0.0457,0.0457,9.113221243479568,9.038644686593331,9.017365205292732,8.974414589805527,8.964629666720596,8.955940451289479
SEMA4A,Q9H3S1,64218,0.09501364993505125,0.724,0.208,FALSE,Stable,0.104,-0.104,10.038507515683708,9.846117173336728,9.871443254934135,10.029425277304783,10.00450139223494,10.347067657165871
FRG1,Q14331,2483,0.09532889489608848,0.725,-0.135,FALSE,Stable,-0.0674,0.0674,10.661689039773817,10.785043714779723,10.81874193552774,10.666135218838052,10.680007818236279,10.51481266286966
MYO1E,Q12965,4643,0.09565806472289688,0.725,0.116,FALSE,Stable,0.0579,-0.0579,12.42308964087952,12.293500387496932,12.343019112867768,12.421959609640757,12.549423708426135,12.43572234284991
PGAM5,Q96HS1,192111,0.09562377252352343,0.725,-0.114,FALSE,Stable,-0.0568,0.0568,10.68132627116341,10.500443565075965,10.598796924863818,10.45994384837493,10.4893462407191,10.490550075048784
TWISTNB,Q3B726,221830,0.09556887618970504,0.725,0.142,FALSE,Stable,0.0708,-0.0708,8.657139776593148,8.774128144293584,8.699745947971008,8.727920454563199,8.965207091199341,8.862637357558794
UBE2E1,P51965,7324,0.09536690588568197,0.725,-0.09,FALSE,Stable,-0.045,0.045,8.279842693520347,8.249824548616184,8.240791332161956,8.197216693110052,8.116863757690899,8.186361891252986
H0Y858,H0Y858,NA,0.09584332685086175,0.726,0.115,FALSE,Stable,0.0576,-0.0576,11.40668334377421,11.260684356379658,11.35760698432659,11.413575043339279,11.524002929939032,11.432907225522202
IKBKB,O14920,3551,0.09607193636890134,0.726,0.297,FALSE,Stable,0.148,-0.148,9.995060467032719,9.608624459448773,9.920948272279038,9.852997587613316,10.32946000646935,10.232780656648302
PDIA3,P30101,2923,0.09591476918040343,0.726,-0.0965,FALSE,Stable,-0.0483,0.0483,14.261566073587346,14.257660384944694,14.367223616987348,14.19710148181475,14.207738842263858,14.192015346436277
PRNP,O75942,NA,0.09606937195927262,0.726,0.0965,FALSE,Stable,0.0483,-0.0483,7.425425734590699,7.518062975652524,7.399171093819823,7.538382960032119,7.549977142771825,7.543805175964397
Q53EW4,Q53EW4,NA,0.09576680572983083,0.726,0.163,FALSE,Stable,0.0816,-0.0816,7.452858964713811,7.32102612859297,7.1588621062084545,7.416164164733128,7.547665748353421,7.458611672584599
WDR76,Q9H967,79968,0.0960358216903403,0.726,-0.137,FALSE,Stable,-0.0685,0.0685,9.829722735086058,9.736909237790453,9.624247145836197,9.678424082592938,9.559568289922748,9.542064542283443
METTL3,Q86U44,56339,0.09636968193681264,0.727,0.1,FALSE,Stable,0.0502,-0.0502,9.546701573325295,9.614341762714847,9.549014511762007,9.603626344986193,9.692789834972647,9.714588975599154
MIA3,Q5JRA6,375056,0.0962617459027207,0.727,-0.209,FALSE,Stable,-0.105,0.105,10.635264656539514,10.324405598493605,10.671275678409167,10.207136370432746,10.389201101416166,10.406205005418855
SUMO4,Q6EEV6,NA,0.09625071642363471,0.727,-0.087,FALSE,Stable,-0.0435,0.0435,11.432541900388259,11.491001254070408,11.415688960038072,11.371722201988405,11.35837648032824,11.348119527193736
MCEE,Q96PE7,84693,0.09719571734956825,0.728,-0.13,FALSE,Stable,-0.0648,0.0648,7.999436337152084,7.945443836377912,8.114262900594055,7.834787049337339,7.854245054220128,7.981281854057412
NPTN,Q9Y639,27020,0.09682955887118265,0.728,-0.12,FALSE,Stable,-0.0599,0.0599,9.496454360153793,9.49365533896366,9.504024442636364,9.335167010001028,9.49525544453835,9.304237225017136
SACM1L,Q9NTJ5,22908,0.0969828988015158,0.728,-0.0919,FALSE,Stable,-0.046,0.046,9.920650594563984,9.918863237274595,9.90026304356897,9.828929827651486,9.765368986031792,9.869748051465065
ACTR2,P61160,10097,0.0975488536421258,0.729,-0.0917,FALSE,Stable,-0.0458,0.0458,13.148365356907576,13.18829520822419,13.1401747228747,13.020615400602093,13.114815975180429,13.0664087819896
AK6,Q9Y3D8,102157402,0.09734054684739613,0.729,0.11,FALSE,Stable,0.055,-0.055,9.238165862755134,9.272396509037485,9.203837383934554,9.363477739898778,9.260919533662905,9.420170774890945
C2CD2L,O14523,9854,0.09738877215282155,0.729,-0.198,FALSE,Stable,-0.0991,0.0991,7.589463892956097,7.401732849522621,7.4379600883344725,7.401732849522621,7.0693154945400805,7.363696744838992
SPAST,Q9UBP0,6683,0.09731592009744892,0.729,-0.111,FALSE,Stable,-0.0555,0.0555,10.979782430703086,10.853153579940969,10.829326335841666,10.819540460505722,10.75955534320631,10.750204509279872
SPN,P16150,6693,0.0977778963679441,0.729,-0.139,FALSE,Stable,-0.0697,0.0697,7.968090752045256,7.930145947908821,7.851749041416057,7.869131119644294,7.817623257511431,7.645298163948631
WARS,P23381,7453,0.09769037289530115,0.729,-0.147,FALSE,Stable,-0.0734,0.0734,12.823745380410479,12.79530915085979,13.007220033964602,12.823745380410479,12.674103973213688,12.687747464148424
B2RB57,B2RB57,NA,0.09832225361067981,0.73,-0.148,FALSE,Stable,-0.074,0.074,8.243173983472952,8.00337736020232,8.15431181143649,7.958842675243241,7.925406083141366,8.072534599722955
CYTH1,Q15438,9267,0.09807332508259448,0.73,-0.104,FALSE,Stable,-0.0521,0.0521,7.414473836430928,7.4110872267986005,7.388017285345135,7.381975478557301,7.290018846932618,7.22881869049588
IRF2,P14316,3660,0.09803763097226227,0.73,0.182,FALSE,Stable,0.0908,-0.0908,8.445842553889342,8.3785116232537291,8.65176927141799,8.5453506448223,8.688250309133178,8.787576120869643
RAB1B,Q9H0U4,81876,0.09794791393100145,0.73,-0.113,FALSE,Stable,-0.0564,0.0564,12.907059651528195,12.749701857265883,12.85681455250301,12.696098170955864,12.701653013735667,12.777666280880755
RBM3,P98179,5935,0.09786352073461257,0.73,0.16,FALSE,Stable,0.08,-0.08,11.667022812714263,11.847331447773222,11.75041389594239,11.77103546084418,12.027629591733156,11.945809584900822
