Name,ID,entrezgene_id,P_value,FDR,log2FC,Signif,Status,U2932_WT_centered,U2932_MUT_centered,U2932_WT_1,U2932_WT_2,U2932_WT_3,U2932_MUT_1,U2932_MUT_2,U2932_MUT_3
PIK3C3,Q8NEB9,5289,0.47834393931044406,0.906,0.0832,FALSE,Stable,0.0416,-0.0416,10.01583316426931,9.73944309777245,9.739274312157645,10.096188046320126,9.785615937088624,9.862482387362514
PPHLN1,F8W0Q9,51535,0.48067818617275526,0.906,-0.0583,FALSE,Stable,-0.0291,0.0291,10.729875614155395,10.682292371430833,10.702086086425524,10.670213636738564,10.491251848127229,10.777912804113358
PPIE,Q9UNP9,10450,0.4791788176330116,0.906,0.039,FALSE,Stable,0.0195,-0.0195,9.712355036074534,9.753718178266164,9.720586291252868,9.708566624862106,9.842350343413807,9.752882366273091
PSAP,P07602,5660,0.47512699617088194,0.906,0.187,FALSE,Stable,0.0933,-0.0933,10.089185620634002,9.579881589436265,9.453682185872175,10.375908263075013,9.636080788769581,9.67065624911844
PSMD4,P55036,5710,0.4750922458344514,0.906,-0.0335,FALSE,Stable,-0.0168,0.0168,12.039707319163323,12.002006261038659,11.964196446646005,11.969782218828893,11.975203124045414,11.960291600785226
QRSL1,Q9H0R6,55278,0.48003248827985834,0.906,-0.0441,FALSE,Stable,-0.0221,0.0221,9.523561956057012,9.406205005418855,9.338736382573916,9.389093521904474,9.368942914404952,9.378078055995504
SENP3,Q9H4L4,26168,0.4772290820002397,0.906,-0.0354,FALSE,Stable,-0.0177,0.0177,9.824799669461502,9.735217522023335,9.78953364497036,9.733354340613827,9.73267622307331,9.777255315191923
SMYD3,Q9H7B4,64754,0.4753775246774753,0.906,-0.0525,FALSE,Stable,-0.0263,0.0263,9.253611151947169,9.386724740799167,9.332484173261577,9.159366809743736,9.290479698251307,9.365447588550104
SON,P18583,6651,0.477692000421408,0.906,0.0741,FALSE,Stable,0.0371,-0.0371,12.965531790936087,12.731255381310389,12.756472927336869,13.058414589673388,12.850792392369852,12.766404675778125
SRPK1,Q96SB4,6732,0.48200936124104987,0.906,0.0653,FALSE,Stable,0.0327,-0.0327,10.960653604912507,10.90350531042388,10.86982514939646,11.115303806152117,11.020702203791044,10.79400964502097
TBRG1,Q3YBR2,84897,0.47491269460863306,0.906,-0.0646,FALSE,Stable,-0.0323,0.0323,5.392317422778761,5.60584986719498,5.285402218862249,5.332707933640605,5.381975478557301,5.3750394313469245
TRIM11,Q96F44,81559,0.4756626399112329,0.906,-0.0704,FALSE,Stable,-0.0352,0.0352,5.329123596291566,5.236492618381302,5.004501392234941,5.181897643108388,5.145677455195635,5.03121873061072
UTP18,Q9Y5J1,51096,0.4755413266296139,0.906,0.0486,FALSE,Stable,0.0243,-0.0243,10.338067797542616,10.412146396540681,10.292896755409172,10.362053396853025,10.326878854838407,10.499845887083206
XRCC5,P13010,7520,0.47885856643824465,0.906,0.0366,FALSE,Stable,0.0183,-0.0183,14.553635293134766,14.481566109842836,14.479338194149468,14.578502424290248,14.496304550177276,14.54962826324322
ZZZ3,Q8IYH5,26009,0.48212901137993114,0.906,0.106,FALSE,Stable,0.053,-0.053,8.278449458220482,8.310612781659529,8.408117407991838,8.321026128592969,8.772149590784542,8.22207035524718
A8K7V1,A8K7V1,NA,0.48424515949783953,0.907,0.0317,FALSE,Stable,0.0159,-0.0159,11.898374649570604,11.915991384972306,11.900074315360639,11.919682717581143,11.92184093707449,11.968018730726772
AFP,J3KMX3,174,0.4842419154127554,0.907,0.244,FALSE,Stable,0.122,-0.122,7.7528823662730915,8.325530331567558,8.090641751917847,8.340740280630179,8.939285356478686,7.620586410451877
B2R5M8,B2R5M8,NA,0.4898473897124821,0.907,0.0921,FALSE,Stable,0.046,-0.046,11.81081259931163,11.870557374326415,12.081383571113404,11.758264862365788,12.126155937992188,12.154501693864765
B4DHB3,B4DHB3,NA,0.48996826918740277,0.907,0.0463,FALSE,Stable,0.0232,-0.0232,13.838701671204143,13.816103662849393,13.964918407848526,13.842163708209222,13.934612328171397,13.981950736668383
B4E0X8,B4E0X8,NA,0.4883126669167084,0.907,-0.0409,FALSE,Stable,-0.0204,0.0204,13.92251007338827,13.936205433700886,13.875038962119982,13.88938037459446,13.936573531536283,13.785166352953938
CDK10,Q15131,8558,0.4843230679665741,0.907,0.0647,FALSE,Stable,0.0324,-0.0324,7.369815424283912,7.541483864054276,7.590961241342599,7.452858964713811,7.543805175964397,7.6997459479710075
CNOT10,Q9H9A5,25904,0.4895709801810745,0.907,0.0346,FALSE,Stable,0.0173,-0.0173,9.988542682240245,10.086401645880029,10.051344909534713,10.062990530636453,10.069718275718321,10.097242070141174
COPS5,Q92905,10987,0.48924568715880945,0.907,0.0443,FALSE,Stable,0.0222,-0.0222,9.697662633470518,9.606405212697785,9.59544398458948,9.77033352995656,9.619669773378734,9.642412772905056
DNAJC12,S4R3E2,56521,0.4896769077415565,0.907,0.0441,FALSE,Stable,0.0221,-0.0221,7.777419715515831,7.6653359171851765,7.586464525886388,7.698357405957285,7.740118042833128,7.723148957047578
DNAJC7,Q99615,7266,0.48585372177809005,0.907,0.0489,FALSE,Stable,0.0245,-0.0245,12.961630562578824,12.828354697138398,12.793948701955104,12.984169205649673,12.910211731214059,12.836326555786037
HNRNPH3,P31942,3189,0.487066066415039,0.907,0.049,FALSE,Stable,0.0245,-0.0245,12.541338657970826,12.407931591174444,12.380488122131592,12.547280155663463,12.402772264817385,12.526768191107072
MGC20255,A0A024R0L2,NA,0.4884248302412907,0.907,-0.0443,FALSE,Stable,-0.0222,0.0222,8.425425734590698,8.447496546665391,8.377210530388552,8.414896604211503,8.435045131278086,8.26725487215199
NAT10,Q9H0A0,55226,0.48782618134559164,0.907,-0.0315,FALSE,Stable,-0.0157,0.0157,12.569642035691661,12.58843356371576,12.541871008841488,12.554900570584413,12.529991709982868,12.520643232679575
OGT,O15294,8473,0.490126354472079,0.907,0.142,FALSE,Stable,0.0709,-0.0709,8.59245703726808,8.472487771462744,9.099347810403193,8.614341762714847,9.122569192216446,8.852997587613316
PGM1,P36871,5236,0.48692661576601415,0.907,0.0671,FALSE,Stable,0.0335,-0.0335,12.217109516990044,12.30158193104673,12.276182577288555,12.218654045021804,12.244512497601026,12.532940288372874
PNKD,Q8N490,25953,0.48948509328797485,0.907,0.0995,FALSE,Stable,0.0498,-0.0498,8.988116584760144,8.750874439656846,8.623515741490548,9.038370331730682,8.986126464179273,8.63662462054365
Q53GP8,Q53GP8,NA,0.4896619738835596,0.907,-0.0311,FALSE,Stable,-0.0156,0.0156,6.0895828931247085,6.110613805500896,6.118941072723508,6.053111336459563,6.074676686294496,6.098032082960526
Q59EK3,Q59EK3,NA,0.48563873280280645,0.907,0.0439,FALSE,Stable,0.022,-0.022,11.468929450612253,11.404769038031986,11.43837603039902,11.380623399733581,11.508686140475477,11.554588851677638
Q59F94,Q59F94,NA,0.48980946110268875,0.907,-0.0337,FALSE,Stable,-0.0169,0.0169,11.36681395828542,11.333937995758278,11.2913433978885,11.268600478849041,11.326654188476374,11.295711546841556
Q8NBT6,Q8NBT6,NA,0.48553204927890337,0.907,-0.08,FALSE,Stable,-0.04,0.04,8.971830914780503,9.025416444544186,9.239837168740346,8.805421446171756,9.066627409095199,9.124896745892945
SNX1,Q13596,6642,0.48930763313160586,0.907,0.0377,FALSE,Stable,0.0189,-0.0189,12.367005146822303,12.428648054818783,12.307001528107149,12.372021609489924,12.440038600494729,12.403784308638723
SP3,Q02447,6670,0.48659779955657945,0.907,-0.06,FALSE,Stable,-0.03,0.03,7.921245888585589,8.030115330908071,7.996614714815362,7.861707286585856,7.817623257511431,8.088523256616632
SPTLC2,O15270,9517,0.4869649607499861,0.907,0.0377,FALSE,Stable,0.0189,-0.0189,8.92955431573285,8.852373449580268,8.796688594464145,8.911991113699615,8.879583249612784,8.90026304356897
STAMBPL1,Q96FJ0,57559,0.484192400757267,0.907,-0.0623,FALSE,Stable,-0.0312,0.0312,9.3409627642517,9.104860799708199,9.18462743586396,9.269360484358728,9.057721022872672,9.116343961237469
ZBTB40,Q9NUA8,9923,0.4879877405550551,0.907,-0.0633,FALSE,Stable,-0.0317,0.0317,6.903279342056139,7.109569509370688,6.826548487290915,6.856736756119109,6.817623257511431,6.974988111991927
ZC3H12A,Q5D1E8,80149,0.4844438987983385,0.907,-0.0554,FALSE,Stable,-0.0277,0.0277,7.260213886771416,7.187846909439575,7.345183447187665,7.334496768390418,7.1799090900149345,7.112700132749362
ZFP95,Q75MV2,NA,0.48523004818071025,0.907,-0.099,FALSE,Stable,-0.0495,0.0495,8.58608916617544,8.674192268145683,8.564530600816344,8.623515741490548,8.709083812550343,8.195249157802179
ZNF318,Q5VUA4,24149,0.48771050727274123,0.907,-0.0395,FALSE,Stable,-0.0197,0.0197,9.61157815474208,9.688075426407842,9.537994877974395,9.578938713093386,9.588152437078993,9.552092672771614
ZNF622,Q969S3,90441,0.4889802841774602,0.907,0.0314,FALSE,Stable,0.0157,-0.0157,10.33427328530719,10.288058584816293,10.313676672857424,10.357552004618084,10.350718231237263,10.322040801034905
A8K883,A8K883,NA,0.4973052669029071,0.908,-0.0751,FALSE,Stable,-0.0376,0.0376,8.96607279482021,8.812498225333563,8.657854335815724,8.62168560672668,8.687550651000702,8.901771981098943
ACOT8,O14734,10005,0.49208087204586914,0.908,-0.0675,FALSE,Stable,-0.0338,0.0338,8.707359132080883,8.620586410451878,8.970681127876935,8.688600010999123,8.679480099505446,8.727920454563199
ALKBH1,Q13686,8846,0.4920357133939436,0.908,-0.0421,FALSE,Stable,-0.021,0.021,7.6941837433331495,7.605109073832932,7.645298163948631,7.599912842187128,7.687900522480746,7.530601414516833
AMPD3,Q01432,272,0.49817099146075094,0.908,-0.0991,FALSE,Stable,-0.0496,0.0496,7.778734244117836,7.954196310386875,7.868513923895463,7.452858964713811,7.872828759534886,7.978424465440858
ARHGAP15,Q53QZ3,55843,0.4936815088502623,0.908,-0.0885,FALSE,Stable,-0.0442,0.0442,9.22207035524718,9.205304531560204,9.118941072723507,8.85049941375812,9.084276910531491,9.346070440785166
B2R7R5,B2R7R5,NA,0.49808456956983727,0.908,0.0411,FALSE,Stable,0.0205,-0.0205,11.777337517695628,11.782998208920414,11.859845343921446,11.766777342151277,11.858952310750938,11.917670434361762
B3KXN9,B3KXN9,NA,0.49674753439269703,0.908,-0.0987,FALSE,Stable,-0.0493,0.0493,6.997744026059632,6.658211482751795,6.5219929564016725,6.7865963618908065,6.48058827023386,6.614709844115208
BCL10,O95999,8915,0.4951124951922349,0.908,-0.0378,FALSE,Stable,-0.0189,0.0189,9.671717965129234,9.642593279009876,9.646738698307846,9.535858558616573,9.641148597411233,9.67065624911844
CAMK1D,Q8IU85,57118,0.49365003754516723,0.908,-0.0759,FALSE,Stable,-0.0379,0.0379,8.630085070002124,8.704595347632404,8.517669388133811,8.350497247084133,8.541871008841488,8.7323370447384
CCT6A,P40227,908,0.49184099787318725,0.908,-0.0548,FALSE,Stable,-0.0274,0.0274,13.957356014811932,13.936693143113757,13.91794076519116,13.912421581778862,14.003403714727792,13.73189175212625
COBLL1,A0A0D9SG04,22837,0.4921765494179394,0.908,0.165,FALSE,Stable,0.0825,-0.0825,7.508587112089476,6.675251386050259,7.233619676759702,7.046578366620329,7.321928094887363,7.543805175964397
CSNK2A1,Q5U5J2,NA,0.49075828221406437,0.908,0.0327,FALSE,Stable,0.0164,-0.0164,11.963257356633047,11.93302668545019,11.898525812085506,11.994176625161732,11.95405087008826,11.94482185100898
CWC27,Q6UX04,10283,0.49157806728463416,0.908,0.0525,FALSE,Stable,0.0263,-0.0263,11.101778747358932,11.169236050271184,11.104008975655676,11.11965445951064,11.321589923606158,11.091303144237179
DDHD1,Q8NEL9,80821,0.4983719341946993,0.908,-0.0456,FALSE,Stable,-0.0228,0.0228,7.896029602976752,7.780047576061869,7.694880192799191,7.774787059601174,7.701826258412055,7.757556688939453
DTD1,Q496C9,NA,0.49474073608438396,0.908,-0.0685,FALSE,Stable,-0.0342,0.0342,9.85611423397746,9.938256382438814,10.051752738524252,9.829088444004885,9.750706986224948,10.060831009169126
EEF1A1,P68104,1915,0.49088801092610246,0.908,0.0644,FALSE,Stable,0.0322,-0.0322,15.367588797918346,15.141616234079738,15.235905776352222,15.459466840254244,15.268446967602257,15.210385972398896
EEF1A2,Q05639,1917,0.4918735881340157,0.908,0.0609,FALSE,Stable,0.0305,-0.0305,14.097077429671634,13.841112206234127,13.943824285291925,14.130988767919826,13.989341275976571,13.944510757737502
FAM118A,Q9NWS6,55007,0.49761387865056717,0.908,0.0843,FALSE,Stable,0.0422,-0.0422,4.791814071161826,4.689299160535892,4.399171093819823,4.837943241891027,4.722466024471091,4.572889668420581
FKBP2,P26885,2286,0.4943153052400314,0.908,-0.0461,FALSE,Stable,-0.023,0.023,11.304465409286633,11.484671871524506,11.423273515708594,11.304579487888748,11.418327007585749,11.351325763181611
FNBP4,Q8N3X1,23360,0.49158443185630185,0.908,-0.0328,FALSE,Stable,-0.0164,0.0164,9.016251155012748,8.97096866052181,8.96837880137054,8.945151170783868,8.92362461136832,8.988400663729436
GMPS,P49915,8833,0.49133153614288094,0.908,-0.0748,FALSE,Stable,-0.0374,0.0374,13.68418975271862,13.417509728633513,13.446101115289553,13.604923816042515,13.399985478086624,13.318500443329658
HVCN1,D2KFF9,NA,0.49050605818381154,0.908,-0.16,FALSE,Stable,-0.0802,0.0802,4.37851162325373,4.112700132749362,4.078951341394822,4.371558862611963,3.523561956057013,4.19377174339668
ISCU,Q9H1K1,23479,0.49424739894412617,0.908,-0.0696,FALSE,Stable,-0.0348,0.0348,7.559185865787734,7.427103287152841,7.236492618381302,7.365447588550105,7.424586226251101,7.224001674198105
KANSL2,F8VX10,54934,0.4906110072830455,0.908,0.0549,FALSE,Stable,0.0274,-0.0274,8.355351096424812,8.38543103719352,8.300581359795972,8.318768742682732,8.554972496152944,8.332260378172183
LRRFIP1,Q32MZ4,9208,0.4980398182755319,0.908,-0.0712,FALSE,Stable,-0.0356,0.0356,11.420170774890945,11.499995329795999,11.316451250591294,11.197769579291444,11.285922327637055,11.539352708701346
MED4,U4PSC4,NA,0.49243146358295886,0.908,-0.0392,FALSE,Stable,-0.0196,0.0196,8.820498107431618,8.906289347406073,8.845176387492572,8.772149590784542,8.891479945970975,8.790837186997955
MEMO1,Q9Y316,51072,0.494817015634911,0.908,-0.0335,FALSE,Stable,-0.0168,0.0168,9.732167425663386,9.712870867689904,9.678600139099458,9.703557561921027,9.692092375427572,9.627351484189232
NCBP1,Q09161,4686,0.49175077903920317,0.908,-0.038,FALSE,Stable,-0.019,0.019,11.156967893882126,11.289788366056516,11.182518504262218,11.162768948191305,11.18895967080665,11.163586784713
NPM1,P06748,4869,0.4957915189058484,0.908,0.0339,FALSE,Stable,0.0169,-0.0169,14.514035936597969,14.46034710132887,14.412199334621263,14.501799873341174,14.501109435347503,14.485301028661151
NUP214.1,A0A024R8B6,NA,0.49784061147870384,0.908,0.042,FALSE,Stable,0.021,-0.021,12.369624607832156,12.32266052750933,12.292609222764296,12.443461612227393,12.389819527979121,12.277752335693803
PIK4CA,Q4LE69,NA,0.49285217416582394,0.908,0.0373,FALSE,Stable,0.0186,-0.0186,9.131599772794422,9.11608399276377,9.020146573111777,9.164655564179906,9.111657346263131,9.103287808412022
PLCG1,P19174,5335,0.498418233771013,0.908,0.0386,FALSE,Stable,0.0193,-0.0193,10.677631562332035,10.555931161242967,10.539255763162158,10.642773762533084,10.60705284571512,10.638888382252262
PPP6R2,O75170,9701,0.49834305384678124,0.908,-0.0513,FALSE,Stable,-0.0257,0.0257,8.131856960608793,7.888743248898259,7.96289600533726,7.966937979278457,7.90026304356897,7.962317654942308
PRKDC,P78527,5591,0.4930959974303796,0.908,-0.0426,FALSE,Stable,-0.0213,0.0213,15.510541665233589,15.463626543523047,15.53393802806932,15.363905452982705,15.485194091303184,15.531085945837432
PTBP1,A0A0U1RRM4,5725,0.4972101708561797,0.908,0.0585,FALSE,Stable,0.0293,-0.0293,12.46454575033394,12.445739116352758,12.399625069625198,12.47477063766125,12.65640251652725,12.35433203972097
PTPN23,Q9H3S7,25930,0.4955104492952276,0.908,0.0432,FALSE,Stable,0.0216,-0.0216,9.649435829474571,9.631540867341485,9.600284622898085,9.5730790854813,9.760387299310842,9.67754347764532
PYCRL,A0A0A0MQS1,65263,0.4904732197597832,0.908,-0.0434,FALSE,Stable,-0.0217,0.0217,10.70580515486547,10.798471801101618,10.719645505408712,10.608532058959364,10.768515180194244,10.71656227351558
RABGAP1L,Q5R372,9910,0.4922941052265021,0.908,-0.0484,FALSE,Stable,-0.0242,0.0242,11.080551077327602,10.976134472831655,10.854322985079884,10.948805230386066,10.897316068256211,10.919757192714261
RBM38,Q9H0Z9,55544,0.4912513809001293,0.908,0.0444,FALSE,Stable,0.0222,-0.0222,8.556889189726865,8.485426827170242,8.375039431346925,8.552669097514272,8.525129251203973,8.472893878443859
RCOR1,Q9UKL0,23186,0.49678169951043394,0.908,0.0345,FALSE,Stable,0.0172,-0.0172,10.203837383934554,10.151777654732053,10.16591193893569,10.157978449945432,10.255382706802274,10.211523317091372
RNF115,Q9Y4L5,27246,0.49479565441782314,0.908,-0.0496,FALSE,Stable,-0.0248,0.0248,7.842978831788326,7.624978179569036,7.699051844016849,7.663202278579536,7.727239777484807,7.627898615871748
RPL30,P62888,6156,0.4921029334386948,0.908,-0.0704,FALSE,Stable,-0.0352,0.0352,12.935625489093413,12.604437401128198,12.82748164725824,12.80626766073016,12.732188629138388,12.617903605692858
SNX11,Q9Y5W9,29916,0.49660700912720834,0.908,-0.0416,FALSE,Stable,-0.0208,0.0208,8.06339508128851,8.093285503877924,8.010667962901852,7.92955431573285,8.089053172156433,8.02403150151675
STAM2,O75886,10254,0.4979829864817955,0.908,0.0586,FALSE,Stable,0.0293,-0.0293,7.90508609876177,7.785942819392251,7.60584986719498,7.864186144654281,7.780703793967605,7.82781902461732
SYNJ2BP-COX16,A0A087WUM0,NA,0.4934918494941769,0.908,0.0589,FALSE,Stable,0.0294,-0.0294,8.29783336841106,8.400025517914024,8.415319248140376,8.271929843970861,8.473705749619416,8.544191698415707
TOMM20,Q15388,9804,0.4933464877006859,0.908,-0.0689,FALSE,Stable,-0.0345,0.0345,8.228337711981379,8.171427026607544,8.190318547941816,8.332260378172183,8.086401645880029,7.964629666720595
UQCRC2,P22695,7385,0.4957046150688935,0.908,-0.0543,FALSE,Stable,-0.0271,0.0271,12.477631797450522,12.38586240064146,12.412887352959348,12.468038497396327,12.423956274254676,12.221617328131169
V<kappa>1,A0N5G1,NA,0.4963946331328688,0.908,-0.117,FALSE,Stable,-0.0586,0.0586,6.013462259806563,6.469234793667656,6.452858964713811,5.937815168803419,6.392317422778761,6.253611151947168
WBP11,Q9Y2W2,51729,0.4907108133594801,0.908,-0.0329,FALSE,Stable,-0.0164,0.0164,11.068375234250178,11.117318426010003,11.033009957194059,11.038644686593331,11.03528023907451,11.046100845028802
XAB2,Q9HCS7,56949,0.4958800973345392,0.908,0.0318,FALSE,Stable,0.0159,-0.0159,12.1357092861044,12.144817542234781,12.084708750728394,12.17011284013028,12.15857813285974,12.132049821385886
A8K7N0,A8K7N0,NA,0.5004655691130395,0.909,-0.103,FALSE,Stable,-0.0513,0.0513,12.936711544014749,12.439415361213287,12.757723349257422,12.787902559391432,12.59128857924609,12.44690236126827
ABHD5,Q8WTS1,51099,0.5057376104107376,0.909,-0.0438,FALSE,Stable,-0.0219,0.0219,6.589463892956097,6.5804470195986635,6.569855608330948,6.655351828612554,6.472487771462744,6.48058827023386
AMBRA1,Q9C0C7,55626,0.5050898546200109,0.909,0.039,FALSE,Stable,0.0195,-0.0195,7.048759311919856,7.11582397743624,7.032321287057878,7.08533966935737,7.046578366620329,7.181897643108388
ARFRP1,B7ZKY8,NA,0.5011120530628586,0.909,0.032,FALSE,Stable,0.016,-0.016,8.608439652551588,8.666401554343725,8.591709333161742,8.672778900370739,8.646018610925346,8.643856189774725
B2R6A0,B2R6A0,NA,0.5049979168233055,0.909,0.0576,FALSE,Stable,0.0288,-0.0288,8.997461781112847,9.0574502721839,8.925702781351335,9.028458647425479,9.202858455964245,8.922138369307456
C18orf8,Q96DM3,29919,0.5066486026039292,0.909,0.0432,FALSE,Stable,0.0216,-0.0216,8.074676686294497,8.13903966768306,7.965784284662087,8.08214904135387,8.161887682376895,8.065012150436948
C19orf25,Q9UFG5,148223,0.49944954412780307,0.909,-0.0552,FALSE,Stable,-0.0276,0.0276,7.998872453994275,7.880807948362805,7.756222712847288,7.731997786643742,7.870981124224651,7.867278739709662
C2orf76,Q3KRA6,130355,0.4990977925379435,0.909,0.0783,FALSE,Stable,0.0392,-0.0392,5.9954845188775066,5.815063017192867,5.672425341971495,6.08533966935737,5.812498225333564,5.820178962415188
CD37,P11049,951,0.5050786437002848,0.909,0.13,FALSE,Stable,0.0648,-0.0648,9.815543408464597,9.900715890564335,9.70925616725348,9.499646606049545,10.100793726013247,10.214076222401188
COX4I1,P13073,1327,0.5031665535300309,0.909,-0.0573,FALSE,Stable,-0.0286,0.0286,12.48152196363126,12.33460849695124,12.39746072605472,12.387128785380517,12.458201524737945,12.196509918951046
CTSC,P53634,1075,0.5066546619523903,0.909,-0.0668,FALSE,Stable,-0.0334,0.0334,9.328001662149257,9.566815154010897,9.323505180276896,9.207990433232961,9.46597446450407,9.34385193344212
GDI1,P31150,2664,0.5060652339051375,0.909,-0.0441,FALSE,Stable,-0.0221,0.0221,12.217321608962289,12.173114937800149,12.126123664740335,12.229299508710927,12.113872367307422,12.041043068717933
GEMIN7,Q9H840,79760,0.49899115689010864,0.909,-0.036,FALSE,Stable,-0.018,0.018,7.260213886771416,7.293701542080735,7.219168520462161,7.1649069266756875,7.270528942380718,7.229780166733326
HCFC1,P51610,3054,0.50647983386312,0.909,0.0394,FALSE,Stable,0.0197,-0.0197,12.81985974678364,12.859903566018277,12.765203206653167,12.80564312177336,12.935699145776692,12.821953311368391
HIP1R,O75146,9026,0.506807352570611,0.909,-0.0408,FALSE,Stable,-0.0204,0.0204,11.28690424402748,11.183325224524612,11.1375675624139,11.176048450975177,11.105843049053423,11.203470363782252
HLA-DPB1.2,Q29881,NA,0.5045347502733022,0.909,0.0446,FALSE,Stable,0.0223,-0.0223,8.487438112928714,8.67595703294175,8.51254295509686,8.585338153643702,8.638435913990472,8.58608916617544
HLCS,P50747,3141,0.5049766973650393,0.909,0.0624,FALSE,Stable,0.0312,-0.0312,6.352264173258321,6.321928094887363,6.191799501065075,6.525129251203973,6.261154672615571,6.266786540694901
HPRT1,P00492,3251,0.5058453539113467,0.909,0.0361,FALSE,Stable,0.0181,-0.0181,12.315206181829742,12.308509685862756,12.296486086615465,12.264383952894702,12.374604819190937,12.38957756654612
HPS5,Q9UPZ3,11234,0.5058790586883217,0.909,-0.0449,FALSE,Stable,-0.0224,0.0224,9.121533517340032,8.96751448080097,8.932510053379895,8.996614714815362,8.918266959092563,8.972118218384137
HSF1,Q00613,3297,0.5008552037242073,0.909,0.0585,FALSE,Stable,0.0293,-0.0293,9.095133251872928,9.035898787323415,8.814742667454482,9.010667962901852,9.103025476373679,9.007587972319172
KATNB1,A0A024R6U1,NA,0.5065209577162663,0.909,-0.0554,FALSE,Stable,-0.0277,0.0277,7.71218305120923,7.581953750848818,7.517275693209582,7.671717965129234,7.518062975652524,7.455327220304561
KIAA1429,Q69YN4,25962,0.5023663793019695,0.909,-0.0383,FALSE,Stable,-0.0192,0.0192,9.306973057140828,9.297374860528324,9.318316841334983,9.17966032804503,9.311067102255596,9.316960287364898
MRPL10,Q7Z7H8,124995,0.49922213196670795,0.909,-0.0305,FALSE,Stable,-0.0152,0.0152,8.643134661857266,8.642412772905056,8.598424760527719,8.59395128394841,8.609548138999429,8.589089312909623
MYL6,G8JLA2,4637,0.5061124751473076,0.909,0.0366,FALSE,Stable,0.0183,-0.0183,13.277984747299765,13.310513379954841,13.317073382260961,13.28042281136197,13.321138905223153,13.413733694578333
NDUFAF3,Q9BU61,25915,0.5046328647130558,0.909,-0.0343,FALSE,Stable,-0.0172,0.0172,9.895878178674236,9.860155834623363,9.79603960882977,9.787902559391432,9.847840355630714,9.813300212702535
NFKB2,Q00653,4791,0.5013498016541789,0.909,0.0578,FALSE,Stable,0.0289,-0.0289,12.182704710518964,11.957210892715405,11.949644356585717,12.181183322315787,12.038884704306954,12.042958907801701
OGFOD1,Q8N543,55239,0.5065209521585817,0.909,0.0932,FALSE,Stable,0.0466,-0.0466,10.994494870616228,10.687113192299122,10.676926734206436,11.124250579786882,10.758306508802605,10.755471808896727
PKM,P14618,5315,0.5006696289749818,0.909,0.046,FALSE,Stable,0.023,-0.023,16.1287596230332,16.1991470333817,16.29619030453043,16.178653181187048,16.321348575837412,16.262034266766882
PTI-1,Q16577,NA,0.5022851558210459,0.909,0.08,FALSE,Stable,0.04,-0.04,14.14296858687362,13.868417463203887,13.996305764802823,14.295661330837323,14.004466279486758,13.947499966730854
RABEP1,Q15276,9135,0.5057993357664168,0.909,-0.0425,FALSE,Stable,-0.0212,0.0212,10.914684105328389,11.026661757561422,10.902299736600437,10.826627928663193,10.96304055671666,10.926518386946732
RRP1,Q6PJJ2,NA,0.506689868388605,0.909,0.0782,FALSE,Stable,0.0391,-0.0391,11.152538369245269,10.932288582988123,10.875979672848992,11.267547502128224,10.94778302625542,10.980139577639157
RSBN1L,Q6PCB5,222194,0.5054032159462472,0.909,0.0389,FALSE,Stable,0.0195,-0.0195,8.64457735701838,8.705286790272472,8.602884408718419,8.619486376055548,8.746178380971411,8.703903573444663
SDF2,Q99470,6388,0.4986177437795275,0.909,-0.0524,FALSE,Stable,-0.0262,0.0262,8.111135670234708,7.903279342056139,8.116343961237469,7.9259994185562235,8.0145784649228915,8.032872249463233
SDHB,P21912,6390,0.5040165780533559,0.909,-0.0414,FALSE,Stable,-0.0207,0.0207,10.725536678431059,10.792627636311051,10.71656227351558,10.624795455860237,10.695750282109016,10.790104089538824
SNRPN,P63162,6638,0.5016527869347743,0.909,0.0593,FALSE,Stable,0.0296,-0.0296,12.063260243675355,12.220710846904456,12.018687023626399,12.025693273680773,12.258713240159219,12.196141029718236
SRM,P19623,6723,0.5037487692609468,0.909,0.0636,FALSE,Stable,0.0318,-0.0318,10.673485757337788,10.36752395945557,10.648177795724818,10.65365122316224,10.657765035265363,10.568716188731727
TRIM28,Q13263,10155,0.5005525112467263,0.909,-0.06,FALSE,Stable,-0.03,0.03,14.330314696102077,14.18249522679019,14.187444867924597,14.326001053198162,14.14062210485856,14.053756222562145
TRMT2A,F2Z2W7,27037,0.5016716427166471,0.909,-0.118,FALSE,Stable,-0.059,0.059,11.382083590141967,10.949097155729207,10.95223162816238,11.26877590027484,10.824720127350336,10.835813569483083
USP13,Q92995,8975,0.5054776827421102,0.909,0.0324,FALSE,Stable,0.0162,-0.0162,11.109047077700707,11.027905996569885,11.063529906300605,11.076013877085277,11.12347479824414,11.098097897838889
WDR89,Q96FK6,112840,0.4994867049045183,0.909,0.0469,FALSE,Stable,0.0235,-0.0235,7.798309782454597,7.794415866350106,7.826548487290915,7.8189016758856384,7.978996396088938,7.762215915727782
ZNF131,P52739,7690,0.49881404410825714,0.909,0.0498,FALSE,Stable,0.0249,-0.0249,7.096978636370538,7.087462841250339,6.91169158187234,7.013462259806563,7.148730779173189,7.083213368248981
A8K3H9,A8K3H9,NA,0.5151532319253684,0.91,-0.0327,FALSE,Stable,-0.0163,0.0163,10.053925881531105,9.995343182111204,9.97513145692134,9.9442728176116,9.96837880137054,10.013741392058742
