"Name","ID","P_value","FDR","Significant","log2FC","U2932_WT_centered","U2932_MUT_centered"
"PAK1","Q13153",0.972429607022592,0.941,FALSE,0.00256,0.00128,-0.00128
"PAK1IP1","Q9NWT1",0.277164719173601,0.866,FALSE,0.0981,0.049,-0.049
"PAK2","Q13177",0.301062955707442,0.873,FALSE,0.0764,0.0382,-0.0382
"PAK4","O96013",0.28984360987825,0.87,FALSE,-0.195,-0.0973,0.0973
"PALD1","Q9ULE6",0.851707272684632,0.936,FALSE,-0.0436,-0.0218,0.0218
"PAN2","Q504Q3",0.606149670297673,0.919,FALSE,-0.0315,-0.0158,0.0158
"PAN3","Q58A45",0.288172674082547,0.869,FALSE,0.0644,0.0322,-0.0322
"PANK2","Q9BZ23",0.640204240171377,0.922,FALSE,0.0277,0.0139,-0.0139
"PAPD4","Q6PIY7",0.172261858422212,0.816,FALSE,-0.084,-0.042,0.042
"PAPD5","Q8NDF8-5",0.102439704893463,0.738,FALSE,0.102,0.0511,-0.0511
"PAPOLA","P51003",0.00519509721068469,0.0655,FALSE,-0.242,-0.121,0.121
"PAPOLG","Q9BWT3",0.00478952107564312,0.0583,FALSE,-0.244,-0.122,0.122
"PAPSS1","O43252",0.12724401870653,0.774,FALSE,0.107,0.0537,-0.0537
"PAPSS2","O95340-2",0.0249669223154293,0.378,FALSE,0.313,0.157,-0.157
"PARG","Q0MQR4",0.838124421047552,0.935,FALSE,-0.0306,-0.0153,0.0153
"PARK7","Q99497",0.614911330978789,0.92,FALSE,0.0711,0.0356,-0.0356
"PARL","Q9H300",0.792978422219986,0.933,FALSE,-0.0275,-0.0138,0.0138
"PARN","O95453",0.191692994534438,0.828,FALSE,0.197,0.0985,-0.0985
"PARP1","P09874",0.110832032172959,0.751,FALSE,0.118,0.0591,-0.0591
"PARP12","Q9H0J9",0.349057112846298,0.885,FALSE,-0.0664,-0.0332,0.0332
"PARP2","Q9UGN5",0.056863776016502,0.612,FALSE,-0.262,-0.131,0.131
"PARP4","Q9UKK3",0.42733727103967,0.899,FALSE,0.124,0.0619,-0.0619
"PARS2","Q7L3T8",0.448633117266508,0.902,FALSE,-0.0602,-0.0301,0.0301
"PARVG","Q9HBI0",0.150910229394506,0.798,FALSE,0.239,0.12,-0.12
"PASK","Q96RG2-2",0.104970689105465,0.742,FALSE,0.17,0.0848,-0.0848
"PATL1","Q86TB9",0.183200785966311,0.823,FALSE,-0.121,-0.0603,0.0603
"PAWR","Q96IZ0",0.30498112460179,0.874,FALSE,-0.0959,-0.0479,0.0479
"PAX2","A0A0A0MRH7",0.603592676865268,0.919,FALSE,0.0391,0.0195,-0.0195
"PAX5","Q02548",0.870888506378572,0.937,FALSE,0.0126,0.0063,-0.0063
"PAXBP1","Q9Y5B6",0.736491552093343,0.929,FALSE,-0.0392,-0.0196,0.0196
"PBDC1","Q9BVG4",0.0290873551780334,0.424,FALSE,0.126,0.0631,-0.0631
"PBK","Q96KB5-2",0.00674165353471046,0.093,FALSE,0.308,0.154,-0.154
"PBRM1","Q86U86",0.276022542261325,0.865,FALSE,0.0685,0.0342,-0.0342
"PBXIP1","Q96AQ6",0.0102780738835065,0.156,FALSE,-0.167,-0.0835,0.0835
"PCBP1","Q15365",0.782379113464574,0.932,FALSE,-0.0146,-0.0073,0.0073
"PCBP2","Q15366-3",0.306110396086272,0.874,FALSE,0.0492,0.0246,-0.0246
"PCBP2.1","F8VZX2",0.398443429164916,0.894,FALSE,0.0432,0.0216,-0.0216
"PCBP2.2","F8VRH0",0.69091430016997,0.926,FALSE,-0.0208,-0.0104,0.0104
"PCBP3","P57721",0.707160845405281,0.927,FALSE,0.0237,0.0119,-0.0119
"PCCA","P05165",0.602736199081276,0.919,FALSE,-0.0764,-0.0382,0.0382
"PCCB","E7EX59",0.157824775727026,0.804,FALSE,0.124,0.0619,-0.0619
"PCF11","O94913",0.0272818780040016,0.404,FALSE,0.163,0.0815,-0.0815
"PCGF6","Q9BYE7",0.526908633477039,0.912,FALSE,0.0874,0.0437,-0.0437
"PCID2","Q5JVF3-4",0.715194021789502,0.928,FALSE,-0.0256,-0.0128,0.0128
"PCK2","Q16822",0.00298014552654979,0.028,FALSE,-0.255,-0.128,0.128
"PCK2.1","Q6IB91",0.00216441336030311,0.0162,FALSE,-0.267,-0.134,0.134
"PCM1","E7ETA6",0.787383301333285,0.932,FALSE,0.0254,0.0127,-0.0127
"PCM1.1","B9EIS5",0.804660118902905,0.933,FALSE,0.0228,0.0114,-0.0114
"PCM1.2","Q15154",0.79608381529618,0.933,FALSE,0.0223,0.0112,-0.0112
"PCMT1","H7BY58",0.130584027461204,0.778,FALSE,0.122,0.0612,-0.0612
"PCNA","P12004",0.983467002211222,0.942,FALSE,-0.00136,-0.000682,0.000682
"PCNP","Q8WW12",0.792716503559391,0.933,FALSE,-0.0127,-0.00637,0.00637
"PCNT","O95613",0.964938795584754,0.941,FALSE,-0.00295,-0.00147,0.00147
"PCYOX1","Q9UHG3",0.525455709824379,0.912,FALSE,-0.0992,-0.0496,0.0496
"PCYOX1L","Q8NBM8",0.167712974631886,0.812,FALSE,-0.0834,-0.0417,0.0417
"PCYT1A","C9JEJ2",0.55000566186839,0.914,FALSE,0.0651,0.0326,-0.0326
"PCYT2","Q99447-3",0.0143414692501333,0.224,FALSE,-0.225,-0.112,0.112
"PDAP1","Q13442",0.40446544823859,0.895,FALSE,-0.0564,-0.0282,0.0282
"PDCD10","Q9BUL8",0.682562940763096,0.925,FALSE,-0.0277,-0.0139,0.0139
"PDCD11","Q14690",0.928569903790872,0.939,FALSE,0.00954,0.00477,-0.00477
"PDCD2L","Q9BRP1",0.0156445110190439,0.244,FALSE,0.27,0.135,-0.135
"PDCD5","O14737",0.45616137551775,0.903,FALSE,-0.0558,-0.0279,0.0279
"PDCD6","O75340",0.686751845545401,0.926,FALSE,-0.0198,-0.00989,0.00989
"PDCD6IP","Q8WUM4-2",0.181210295922505,0.822,FALSE,0.07,0.035,-0.035
"PDCD7","Q8N8D1",0.620884251800062,0.921,FALSE,-0.0658,-0.0329,0.0329
"PDCL","Q13371",0.542146587226497,0.913,FALSE,0.0644,0.0322,-0.0322
"PDCL3","Q9H2J4",0.127690440842314,0.774,FALSE,0.109,0.0543,-0.0543
"PDDC1","Q8NB37",0.914058732414766,0.939,FALSE,-0.0061,-0.00305,0.00305
"PDE12","Q6L8Q7",0.343165613604782,0.883,FALSE,0.0666,0.0333,-0.0333
"PDE4A","P27815",0.00141383863276778,0.00644,FALSE,-0.253,-0.127,0.127
"PDE4DIP","A0A0C4DFQ0",0.848486761222114,0.936,FALSE,0.018,0.00902,-0.00902
"PDE6D","O43924",0.769561777910069,0.931,FALSE,0.0399,0.02,-0.02
"PDE7A","Q13946",0.391884466857851,0.893,FALSE,0.0591,0.0295,-0.0295
"PDF","Q9HBH1",0.0363834165415344,0.491,FALSE,-0.141,-0.0703,0.0703
"PDHA1","P08559-4",0.855628339487154,0.936,FALSE,-0.00996,-0.00498,0.00498
"PDHA1/LOC79064","A5PHJ9",0.861560551072758,0.936,FALSE,-0.00998,-0.00499,0.00499
"PDHB","P11177",0.752440652238086,0.93,FALSE,0.0194,0.00971,-0.00971
"PDIA3","P30101",0.0959147691804034,0.726,FALSE,-0.0965,-0.0483,0.0483
"PDIA3.1","H7BZJ3",0.131751053626176,0.779,FALSE,-0.0813,-0.0407,0.0407
"PDIA4","P13667",0.157392279972361,0.804,FALSE,-0.165,-0.0824,0.0824
"PDIA5","Q14554",0.553911293217749,0.915,FALSE,0.0601,0.03,-0.03
"PDIA6","Q15084-2",0.0495859110515955,0.577,FALSE,-0.19,-0.0948,0.0948
"PDK1","Q15118-2",0.936902477900637,0.94,FALSE,0.0043,0.00215,-0.00215
"PDK3","Q15120-2",0.462282957697409,0.904,FALSE,0.0704,0.0352,-0.0352
"PDLIM1","O00151",0.0164728040529303,0.256,FALSE,-0.621,-0.31,0.31
"PDLIM3","Q53GG5-2",0.449695317652925,0.902,FALSE,-0.136,-0.0678,0.0678
"PDLIM5","A0A024RDE8",0.00350412510670649,0.0362,FALSE,0.307,0.154,-0.154
"PDLIM7","Q9NR12",0.373311158758525,0.89,FALSE,-0.196,-0.0978,0.0978
"PDPK1","O15530",0.553198450886539,0.914,FALSE,-0.0634,-0.0317,0.0317
"PDPR","Q8NCN5",0.665413922349051,0.924,FALSE,0.0538,0.0269,-0.0269
"PDRG1","Q9NUG6",0.0525234781768037,0.592,FALSE,-0.28,-0.14,0.14
"PDS5A","Q29RF7",0.0140902618166375,0.22,FALSE,-0.148,-0.074,0.074
"PDS5B","Q9NTI5",0.114201573382526,0.756,FALSE,-0.0814,-0.0407,0.0407
"PDXDC1","Q6P996",0.805429722808374,0.933,FALSE,0.0145,0.00727,-0.00727
"PDXK","O00764",0.581058945411679,0.917,FALSE,-0.105,-0.0525,0.0525
"PDXP","Q96GD0",0.393029554834739,0.893,FALSE,-0.0567,-0.0284,0.0284
"PDZD8","Q8NEN9",0.0570669369282923,0.613,FALSE,-0.193,-0.0967,0.0967
"PDZRN3","B2RWP2",0.032384528267404,0.456,FALSE,0.333,0.166,-0.166
"PDZRN4","Q6ZMN7",0.175234898698177,0.818,FALSE,0.116,0.0579,-0.0579
"Pe7Fe14","W0S1J7",0.612420168004278,0.92,FALSE,-0.0497,-0.0249,0.0249
"PEA15","Q15121-2",0.71591208292081,0.928,FALSE,-0.043,-0.0215,0.0215
"PEAK1","Q9H792",0.372156714623103,0.889,FALSE,-0.125,-0.0627,0.0627
"PEBP1","P30086",0.171832432631613,0.815,FALSE,0.157,0.0786,-0.0786
"PECI","Q6IBN4",0.0177077466279246,0.276,FALSE,-0.183,-0.0916,0.0916
"PEF1","Q9UBV8",0.478452868857732,0.906,FALSE,0.205,0.103,-0.103
"PELI1","Q96FA3",0.209160254698452,0.838,FALSE,-0.0709,-0.0354,0.0354
"PEO1","Q96RR1",0.0163629890706842,0.254,FALSE,0.266,0.133,-0.133
"PEPD","J3K000",0.337647916867919,0.882,FALSE,0.139,0.0694,-0.0694
"PER3","A6H8X0",0.875718969755215,0.937,FALSE,0.0157,0.00787,-0.00787
"PES1","O00541",0.222777403069346,0.845,FALSE,-0.0878,-0.0439,0.0439
"PEX1","O43933",0.090008821767357,0.714,FALSE,0.138,0.0691,-0.0691
"PEX11B","O96011",0.173247076995891,0.816,FALSE,0.0818,0.0409,-0.0409
"PEX14","O75381",0.28265064687926,0.867,FALSE,0.187,0.0937,-0.0937
"PEX16","Q9Y5Y5-2",0.879246499800171,0.937,FALSE,-0.0234,-0.0117,0.0117
"PEX19","P40855",0.400580857028387,0.895,FALSE,0.0504,0.0252,-0.0252
"PEX3","P56589",0.179732689230708,0.821,FALSE,0.133,0.0666,-0.0666
"PEX5","B4E0T2",0.11664036826178,0.76,FALSE,0.0997,0.0499,-0.0499
"PEX6","Q13608",0.341267216704185,0.883,FALSE,0.0497,0.0248,-0.0248
"PFAS","A8K8N7",0.168370853890584,0.813,FALSE,0.0701,0.035,-0.035
"PFDN1","O60925",0.1331010326461,0.781,FALSE,-0.0881,-0.044,0.044
"PFDN2","Q9UHV9",0.4154890993938,0.897,FALSE,0.0446,0.0223,-0.0223
"PFDN4","Q9NQP4",0.34475429477245,0.884,FALSE,-0.0489,-0.0244,0.0244
"PFDN5","Q99471",0.912506514034167,0.939,FALSE,-0.012,-0.00598,0.00598
"PFDN6","O15212",0.170840519855101,0.815,FALSE,0.0691,0.0346,-0.0346
"PFKFB2","O60825",0.437707998943959,0.9,FALSE,0.0809,0.0405,-0.0405
"PFKFB3","Q16875-4",0.996179744802816,0.942,FALSE,0.000562,0.000281,-0.000281
"PFKL","P17858",0.974551170888209,0.941,FALSE,-0.00276,-0.00138,0.00138
"PFKM","P08237-3",0.120270194930043,0.765,FALSE,0.0819,0.0409,-0.0409
"PFKP","Q01813",0.9711788282903,0.941,FALSE,-0.00169,-0.000845,0.000845
"PFN1","P07737",0.358429810406208,0.887,FALSE,0.0472,0.0236,-0.0236
"PFN2","P35080",0.95777691981325,0.941,FALSE,-0.00644,-0.00322,0.00322
"PFN2.1","D3DNI3",0.677414485372082,0.925,FALSE,-0.0303,-0.0152,0.0152
"PGAM1","P18669",0.45385666055041,0.903,FALSE,0.126,0.063,-0.063
"PGAM5","Q96HS1",0.0956237725235234,0.725,FALSE,-0.114,-0.0568,0.0568
"PGD","P52209",0.122343640773609,0.768,FALSE,0.275,0.137,-0.137
"PGGT1B","P53609",0.117802488758418,0.762,FALSE,0.159,0.0794,-0.0794
"PGK1","P00558",0.577540844605189,0.917,FALSE,0.0422,0.0211,-0.0211
"PGLS","O95336",0.2617072114822,0.861,FALSE,0.103,0.0515,-0.0515
"PGM1","P36871",0.486926615766014,0.907,FALSE,0.0671,0.0335,-0.0335
"PGM2","Q96G03",0.411106567337931,0.896,FALSE,0.0414,0.0207,-0.0207
"PGM3","O95394-4",0.0209140256594433,0.324,FALSE,-0.317,-0.159,0.159
"PGP","A6NDG6",0.0601183812797458,0.626,FALSE,-0.141,-0.0705,0.0705
"PGPEP1","Q9NXJ5",0.882703974305212,0.937,FALSE,-0.0162,-0.00808,0.00808
"PGRMC2","O15173-2",0.0101642385100277,0.154,FALSE,-0.277,-0.138,0.138
"PHACTR2","O75167-4",0.0136999289963743,0.214,FALSE,-0.463,-0.232,0.232
"PHACTR4","Q8IZ21-2",0.938415668389972,0.94,FALSE,0.00489,0.00245,-0.00245
"PHAX","Q9H814",0.77706965078978,0.932,FALSE,0.0139,0.00697,-0.00697
"PHB","P35232",0.775227047655953,0.932,FALSE,-0.0173,-0.00866,0.00866
"PHB2","Q99623",0.207333232268871,0.837,FALSE,-0.0861,-0.043,0.043
"PHC2","Q8IXK0-5",0.367310455193509,0.888,FALSE,0.0946,0.0473,-0.0473
"PHC3","Q8NDX5-7",0.764058400482733,0.931,FALSE,-0.0193,-0.00967,0.00967
"PHF10","Q8WUB8",0.129512058041224,0.776,FALSE,0.203,0.101,-0.101
"PHF14","A0A0U1RRH6",0.622290079897285,0.921,FALSE,-0.0342,-0.0171,0.0171
"PHF2","O75151",0.0167322680991683,0.261,FALSE,-0.455,-0.228,0.228
"PHF20L1","A8MW92",0.0747995495970305,0.676,FALSE,-0.184,-0.0922,0.0922
"PHF21A","Q96BD5-3",0.0461501832558014,0.558,FALSE,0.108,0.0538,-0.0538
"PHF3","Q92576",0.782439623750706,0.932,FALSE,-0.0238,-0.0119,0.0119
"PHF5A","Q7RTV0",0.791765157494504,0.932,FALSE,-0.0125,-0.00625,0.00625
"PHF6","Q8IWS0",0.0130432664945657,0.203,FALSE,0.173,0.0866,-0.0866
"PHF8","Q9UPP1",0.365811802694592,0.888,FALSE,0.101,0.0506,-0.0506
"PHGDH","O43175",0.0198201595815788,0.309,FALSE,-0.172,-0.0858,0.0858
"PHIP","Q8WWQ0",0.741724013597917,0.929,FALSE,0.016,0.00799,-0.00799
"PHKA2","P46019",0.059934241092225,0.625,FALSE,-0.105,-0.0527,0.0527
"PHKB","Q93100",0.00764857054669807,0.11,FALSE,-0.192,-0.0962,0.0962
"PHKG2","J3KNN3",0.146413532971472,0.794,FALSE,-0.0967,-0.0484,0.0484
"PHLPP1","O60346",0.422984531996848,0.898,FALSE,-0.0503,-0.0251,0.0251
"PHPT1","Q9NRX4",0.432311085021908,0.9,FALSE,0.107,0.0537,-0.0537
"PHRF1","Q9P1Y6",0.958641445920532,0.941,FALSE,-0.00311,-0.00156,0.00156
"PHYHD1","Q5SRE7-3",0.588842621119582,0.918,FALSE,-0.0347,-0.0174,0.0174
"PHYKPL","Q8IUZ5",0.122475368268264,0.768,FALSE,-0.141,-0.0704,0.0704
"PI4K2B","Q8TCG2",0.434656928943125,0.9,FALSE,-0.0756,-0.0378,0.0378
"PI4KB","A0A0B4J1S8",0.685181352968605,0.926,FALSE,-0.0314,-0.0157,0.0157
"PIAS1","O75925-2",0.87972039719436,0.937,FALSE,-0.0277,-0.0139,0.0139
"PIAS2","O75928",0.389195456509081,0.893,FALSE,-0.261,-0.13,0.13
"PIBF1","Q8WXW3",0.169242526717877,0.813,FALSE,-0.115,-0.0575,0.0575
"PIGK","Q92643",0.00101889321957666,0.00286,FALSE,-0.29,-0.145,0.145
"PIGO","Q8TEQ8",0.0267106035630524,0.398,FALSE,-0.229,-0.114,0.114
"PIGT","Q969N2",0.00342444948989292,0.035,FALSE,-0.231,-0.116,0.116
"PIK3AP1","Q6ZUJ8",0.453851147111892,0.903,FALSE,0.104,0.0522,-0.0522
"PIK3C2A","O00443",0.372099026698368,0.889,FALSE,-0.0657,-0.0329,0.0329
"PIK3C2B","Q4LE65",0.142578107844057,0.791,FALSE,-0.0764,-0.0382,0.0382
"PIK3C3","Q8NEB9",0.478343939310444,0.906,FALSE,0.0832,0.0416,-0.0416
"PIK3CA","Q4LE51",0.562904532542129,0.915,FALSE,-0.0275,-0.0137,0.0137
"PIK3CD","F8W9P4",0.39716792899196,0.894,FALSE,-0.0608,-0.0304,0.0304
"PIK3R1","P27986-4",0.950824302358602,0.94,FALSE,0.00395,0.00197,-0.00197
"PIK3R2","A0A024R7N6",0.909494916396434,0.939,FALSE,-0.0132,-0.00662,0.00662
"PIK3R4","A0JP11",0.761172148948968,0.931,FALSE,0.0372,0.0186,-0.0186
"PIK4CA","Q4LE69",0.492852174165824,0.908,FALSE,0.0373,0.0186,-0.0186
"PIKFYVE","Q9Y2I7",0.0841671204587245,0.701,FALSE,-0.0871,-0.0435,0.0435
"PIN1","Q13526",0.526024149793038,0.912,FALSE,-0.0397,-0.0199,0.0199
"PIN4","Q9Y237-2",0.170397817674671,0.814,FALSE,-0.0681,-0.034,0.034
"PINX1","Q96BK5",0.0789639308902139,0.688,FALSE,-0.125,-0.0627,0.0627
"PIP4K2A","P48426",0.0383792292824387,0.506,FALSE,-0.163,-0.0814,0.0814
"PIP4K2B","P78356",0.066755341836246,0.651,FALSE,-0.112,-0.0561,0.0561
"PIP4K2C","Q8TBX8",0.623319764081246,0.921,FALSE,0.0256,0.0128,-0.0128
"PIP5K1A","Q99755",0.36406471902542,0.888,FALSE,0.0999,0.0499,-0.0499
"PIR","O00625",0.0563451542595049,0.61,FALSE,-0.192,-0.096,0.096
"PISD","Q9UG56",0.0340816570473415,0.471,FALSE,-0.15,-0.0752,0.0752
"PITHD1","Q9GZP4",0.0317268031863314,0.45,FALSE,0.993,0.497,-0.497
"PITPNA","F5GWE5",0.159338273414598,0.806,FALSE,0.139,0.0694,-0.0694
"PITPNB","A0A0A0MSW4",0.0496556816901756,0.578,FALSE,0.164,0.0819,-0.0819
"PITPNC1","A0A0C4DGP0",0.800580834270074,0.933,FALSE,-0.0282,-0.0141,0.0141
"PITRM1","Q5JRX3",0.217325078557623,0.842,FALSE,0.0734,0.0367,-0.0367
"PKIG","Q9Y2B9",0.576604266221949,0.917,FALSE,-0.125,-0.0627,0.0627
"PKM","P14618",0.500669628974982,0.909,FALSE,0.046,0.023,-0.023
"PKM.1","P14618-2",0.3081046329903,0.875,FALSE,0.0715,0.0358,-0.0358
"PKM2","A0A024R609",0.326963062751333,0.88,FALSE,0.0733,0.0367,-0.0367
"PKN1","Q16512-2",0.00650565770069436,0.0887,FALSE,-0.255,-0.128,0.128
"PLA2G15","Q8NCC3",0.701999691693008,0.927,FALSE,0.0312,0.0156,-0.0156
"PLAA","Q9Y263",0.691953348239496,0.926,FALSE,0.0318,0.0159,-0.0159
"PLCG1","P19174-2",0.498418233771013,0.908,FALSE,0.0386,0.0193,-0.0193
"PLCG2","P16885",0.376250521516803,0.89,FALSE,-0.0844,-0.0422,0.0422
"PLCL2","Q9UPR0",0.726460274379342,0.928,FALSE,-0.162,-0.0808,0.0808
"PLEC","Q15149-2",0.452228403367009,0.903,FALSE,-0.052,-0.026,0.026
"PLEK","P08567",0.929041527408717,0.939,FALSE,0.00691,0.00345,-0.00345
"PLEKHA2","A8K727",0.741299961449102,0.929,FALSE,0.0479,0.0239,-0.0239
"PLEKHF2","Q9H8W4",0.987044773524908,0.942,FALSE,-0.00116,-0.000579,0.000579
"PLEKHG1","Q9ULL1",0.355010191326446,0.886,FALSE,0.161,0.0806,-0.0806
"PLEKHO2","Q8TD55",0.352470240459869,0.885,FALSE,-0.056,-0.028,0.028
"PLG","A0A0F7G8J1",0.42157228789814,0.898,FALSE,0.12,0.0601,-0.0601
"PLIN2","Q99541",0.283331579716727,0.868,FALSE,0.0825,0.0413,-0.0413
"PLIN3","O60664",0.895525165457922,0.938,FALSE,0.0128,0.00639,-0.00639
"PLP2","Q04941",0.344842087443169,0.884,FALSE,-0.0758,-0.0379,0.0379
"PLRG1","O43660",0.144339487442932,0.792,FALSE,0.0903,0.0452,-0.0452
"PLS1","Q14651",0.86272003042524,0.936,FALSE,0.0317,0.0159,-0.0159
"PLS3","P13797",0.778528510102457,0.932,FALSE,0.0529,0.0264,-0.0264
"PLXNB2","O15031",0.234107989943512,0.85,FALSE,-0.0556,-0.0278,0.0278
"PM20D2","Q8IYS1",0.143483292107847,0.791,FALSE,-0.179,-0.0897,0.0897
"PMAIP1","Q13794",0.522987774794319,0.911,FALSE,-0.0573,-0.0287,0.0287
"PMF1","Q6P1K2-2",0.622450606354715,0.921,FALSE,-0.0326,-0.0163,0.0163
"PML","P29590",0.196041962328471,0.831,FALSE,-0.0718,-0.0359,0.0359
"PMM1","Q92871",0.380590382666709,0.891,FALSE,-0.0767,-0.0383,0.0383
"PMM2","O15305",0.839509883043931,0.935,FALSE,0.0327,0.0164,-0.0164
"PMPCA","Q10713",0.891932880361646,0.938,FALSE,0.00741,0.0037,-0.0037
"PMS1","Q3BDU4",0.965381635732369,0.941,FALSE,0.00388,0.00194,-0.00194
"PMS2","P54278",0.972360960900574,0.941,FALSE,-0.00187,-0.000934,0.000934
"PMVK","Q15126",0.0421468496722801,0.533,FALSE,-0.116,-0.0578,0.0578
"PNISR","Q8TF01",0.816079480281079,0.934,FALSE,0.02,0.00998,-0.00998
"PNKD","Q8N490-2",0.489485093287975,0.907,FALSE,0.0995,0.0498,-0.0498
"PNO1","Q9NRX1",0.010672393033259,0.162,FALSE,0.217,0.109,-0.109
"PNPLA2","A0A0K0L4Y0",0.362683767585845,0.887,FALSE,-0.0467,-0.0234,0.0234
"PNPLA4","P41247",0.0714555085295299,0.666,FALSE,-0.156,-0.0781,0.0781
"PNPT1","Q8TCS8",0.421073412118065,0.898,FALSE,0.0422,0.0211,-0.0211
"POC5","Q8NA72",0.565161821411901,0.916,FALSE,-0.0381,-0.0191,0.0191
"POFUT1","Q9H488",0.0990729312622494,0.732,FALSE,-0.187,-0.0935,0.0935
"POGLUT1","Q8NBL1",0.815030033896534,0.934,FALSE,-0.0205,-0.0103,0.0103
"POGZ","Q7Z3K3-6",0.32550537879207,0.879,FALSE,-0.0527,-0.0263,0.0263
"POLA1","A6NMQ1",0.260719651217171,0.86,FALSE,-0.0591,-0.0296,0.0296
"POLA2","Q14181",0.330287371200414,0.88,FALSE,-0.0596,-0.0298,0.0298
"POLB","P06746",0.343465629878742,0.883,FALSE,0.0674,0.0337,-0.0337
"POLD1","M0R2B7",0.909504580300115,0.939,FALSE,0.00561,0.0028,-0.0028
"POLD2","A0A087WWF6",0.244961703799477,0.854,FALSE,-0.0714,-0.0357,0.0357
"POLD4","Q6NSD7",0.700726570014002,0.927,FALSE,0.024,0.012,-0.012
"POLDIP2","Q9Y2S7",0.308206095549719,0.875,FALSE,-0.0635,-0.0318,0.0318
"POLDIP3","Q9BY77",0.054548543075077,0.602,FALSE,-0.138,-0.0692,0.0692
"POLE1","Q9Y5S5",0.448775094089388,0.902,FALSE,0.0455,0.0228,-0.0228
"POLE2","P56282",0.907029801786965,0.938,FALSE,-0.00525,-0.00262,0.00262
"POLE3","Q9NRF9",0.37855832745835,0.891,FALSE,0.0571,0.0285,-0.0285
"POLE4","Q9NR33",0.675621689178546,0.925,FALSE,0.0556,0.0278,-0.0278
"POLI","Q9UNA4",0.00997690394234564,0.151,FALSE,-0.399,-0.199,0.199
"POLM","Q9NP87",0.20751256518874,0.837,FALSE,0.104,0.0522,-0.0522
"POLR1A","B7ZKR9",0.0944347765937135,0.723,FALSE,0.139,0.0694,-0.0694
"POLR1B","Q9H9Y6-3",0.52478770961336,0.912,FALSE,0.0443,0.0221,-0.0221
"POLR1C","O15160",0.834710998393525,0.935,FALSE,0.0147,0.00736,-0.00736
"POLR1D","Q9Y2S0",0.0428222190512994,0.537,FALSE,0.132,0.0658,-0.0658
"POLR1D.1","Q9Y2S0-2",0.621946860410268,0.921,FALSE,-0.0391,-0.0196,0.0196
"POLR1E","Q9GZS1-2",0.693373265861832,0.926,FALSE,0.022,0.011,-0.011
"POLR2A","P24928",0.633128229236393,0.922,FALSE,0.0228,0.0114,-0.0114
"POLR2B","P30876",0.403064326719798,0.895,FALSE,0.0447,0.0223,-0.0223
"POLR2C","P19387",0.145295637375463,0.793,FALSE,0.0739,0.037,-0.037
"POLR2D","O15514",0.46660755291949,0.904,FALSE,-0.0456,-0.0228,0.0228
"POLR2E","P19388",0.654097709861213,0.923,FALSE,0.0218,0.0109,-0.0109
"POLR2G","P62487",0.0491235174735339,0.575,FALSE,0.113,0.0566,-0.0566
"POLR2H","P52434",0.090791451688164,0.716,FALSE,0.185,0.0924,-0.0924
"POLR2I","P36954",0.44564036640985,0.902,FALSE,0.0957,0.0479,-0.0479
"POLR2K","P53803",0.98318757657496,0.942,FALSE,-0.00115,-0.000577,0.000577
"POLR2L","P62875",0.0564963806047354,0.611,FALSE,0.109,0.0544,-0.0544
"POLR2M","Q6EEV4-2",0.710714860162348,0.927,FALSE,0.119,0.0597,-0.0597
"POLR2M.1","P0CAP2",0.247454018719079,0.855,FALSE,0.219,0.11,-0.11
"POLR3A","O14802",0.636007116655355,0.922,FALSE,-0.0476,-0.0238,0.0238
"POLR3D","P05423",0.575362613328211,0.917,FALSE,-0.0687,-0.0344,0.0344
"POLR3GL","Q9BT43",0.0378626747167554,0.502,FALSE,-0.21,-0.105,0.105
"POLR3K","Q9Y2Y1",0.853199090603593,0.936,FALSE,0.0155,0.00777,-0.00777
"POLRMT","O00411",0.433039943127234,0.9,FALSE,0.0482,0.0241,-0.0241
"POM121C","A0A075B7F8",0.365901804365978,0.888,FALSE,-0.0618,-0.0309,0.0309
"POMP","Q9Y244",0.451481152803565,0.902,FALSE,-0.0581,-0.029,0.029
"POP1","Q96F88",0.689418829831824,0.926,FALSE,-0.0291,-0.0145,0.0145
"POP4","O95707",0.548947702450878,0.914,FALSE,0.0529,0.0265,-0.0265
"POP5","Q969H6",0.193476248227861,0.829,FALSE,-0.126,-0.0628,0.0628
"POP7","O75817",0.252218139664805,0.857,FALSE,-0.062,-0.031,0.031
"POR","H0Y4R2",0.00798801492293071,0.116,FALSE,-0.4,-0.2,0.2
"POTEF","A5A3E0",0.823400772840524,0.934,FALSE,0.0104,0.00521,-0.00521
"POTEI","P0CG38",0.862961473654944,0.936,FALSE,-0.00854,-0.00427,0.00427
"POTEJ","P0CG39",0.52764754738173,0.912,FALSE,0.0368,0.0184,-0.0184
"POU2AF1","Q16633",0.036674633497948,0.493,FALSE,0.538,0.269,-0.269
"POU2F1","P14859-6",0.0580269199873573,0.617,FALSE,0.216,0.108,-0.108
"POU2F2","P09086-5",0.102576027413173,0.738,FALSE,0.25,0.125,-0.125
"PPA1","Q15181",0.731807118556522,0.929,FALSE,0.0658,0.0329,-0.0329
"PPA2","Q9H2U2-2",0.142880118354407,0.791,FALSE,0.107,0.0535,-0.0535
"PPAN-P2RY11","A0A0B4J1V8",0.278742369548883,0.866,FALSE,-0.108,-0.0538,0.0538
"PPAT","Q06203",0.370512920586202,0.889,FALSE,0.0479,0.0239,-0.0239
