"Name","ID","P_value","FDR","Significant","log2FC","U2932_WT_centered","U2932_MUT_centered"
"NCBP1","Q09161",0.491750779039203,0.908,FALSE,-0.038,-0.019,0.019
"NCBP2","P52298",0.794367203232315,0.933,FALSE,-0.0116,-0.00582,0.00582
"NCBP3","Q53F19",0.146085093787055,0.794,FALSE,0.0717,0.0359,-0.0359
"NCDN","Q9UBB6-3",0.13491284182941,0.783,FALSE,0.0786,0.0393,-0.0393
"NCEH1","A0A0A0MTJ9",0.0351803414835558,0.481,FALSE,-0.12,-0.06,0.06
"NCF1B","A6NI72",0.550480477227303,0.914,FALSE,0.106,0.0531,-0.0531
"NCF1C","A8MVU1",0.465816952267057,0.904,FALSE,0.0964,0.0482,-0.0482
"NCF4","Q15080",0.252199877435732,0.857,FALSE,0.0759,0.038,-0.038
"NCK1","P16333",0.410156402166085,0.896,FALSE,0.128,0.0642,-0.0642
"NCKAP1L","P55160",0.346039515794316,0.884,FALSE,0.079,0.0395,-0.0395
"NCKIPSD","Q9NZQ3",0.694557999378477,0.926,FALSE,-0.0277,-0.0138,0.0138
"NCL","P19338",0.588409235012804,0.918,FALSE,-0.0332,-0.0166,0.0166
"NCL.1","H7BY16",0.942268224114711,0.94,FALSE,-0.00496,-0.00248,0.00248
"NCLN","Q969V3",0.0119045570186186,0.184,FALSE,-0.145,-0.0726,0.0726
"NCOA2","Q15596",0.782323960780724,0.932,FALSE,0.019,0.00951,-0.00951
"NCOA5","Q9HCD5",0.808455790713472,0.933,FALSE,-0.0114,-0.00571,0.00571
"NCOA7","Q8NI08",0.94519593663309,0.94,FALSE,0.00421,0.0021,-0.0021
"NCOR1","O75376",0.627825825801657,0.921,FALSE,-0.0312,-0.0156,0.0156
"NCOR2","Q9Y618",0.0105402647302308,0.16,FALSE,-0.233,-0.117,0.117
"NCSTN","Q92542",0.464548539112264,0.904,FALSE,0.0483,0.0242,-0.0242
"ND4","J7HWK6",0.250838252475673,0.857,FALSE,-0.101,-0.0505,0.0505
"NDC1","Q9BTX1",0.000913425154271289,0.0022,FALSE,-0.311,-0.155,0.155
"NDC80","O14777",0.324645433271418,0.879,FALSE,-0.0739,-0.0369,0.0369
"NDE1","Q9NXR1",0.16775629230464,0.812,FALSE,0.0776,0.0388,-0.0388
"NDEL1","J3QSD2",0.0162968294749471,0.253,FALSE,0.176,0.088,-0.088
"NDOR1","Q9UHB4-2",0.265353686353464,0.862,FALSE,-0.0811,-0.0406,0.0406
"NDRG3","Q9UGV2",0.862239644673224,0.936,FALSE,-0.0455,-0.0227,0.0227
"NDUFA10","E7ESZ7",0.907950613956227,0.938,FALSE,-0.0126,-0.0063,0.0063
"NDUFA13","Q9P0J0",0.647090107949204,0.923,FALSE,-0.0325,-0.0162,0.0162
"NDUFA2","O43678",0.953711773352632,0.941,FALSE,0.0038,0.0019,-0.0019
"NDUFA3","O95167",0.550531809695095,0.914,FALSE,0.0646,0.0323,-0.0323
"NDUFA4","O00483",0.295985618466421,0.871,FALSE,0.107,0.0536,-0.0536
"NDUFA5","Q16718",0.417249328118936,0.897,FALSE,0.048,0.024,-0.024
"NDUFA6","P56556",0.72351073120104,0.928,FALSE,-0.0234,-0.0117,0.0117
"NDUFA7","Q32Q14",0.871640849758081,0.937,FALSE,0.015,0.0075,-0.0075
"NDUFA8","P51970",0.89158370931806,0.938,FALSE,0.014,0.007,-0.007
"NDUFA9","Q16795",0.628828279043334,0.921,FALSE,0.0298,0.0149,-0.0149
"NDUFAF1","Q9Y375",0.581777869025546,0.917,FALSE,0.0388,0.0194,-0.0194
"NDUFAF2","Q8N183",0.326642002813933,0.879,FALSE,-0.0814,-0.0407,0.0407
"NDUFAF3","Q9BU61",0.504632864713056,0.909,FALSE,-0.0343,-0.0172,0.0172
"NDUFAF4","Q9P032",0.401863007865539,0.895,FALSE,-0.0738,-0.0369,0.0369
"NDUFAF7","Q7L592",0.553383720318472,0.915,FALSE,-0.0408,-0.0204,0.0204
"NDUFB1","O75438",0.190043550603094,0.827,FALSE,-0.124,-0.0621,0.0621
"NDUFB10","O96000",0.966050264825706,0.941,FALSE,-0.00402,-0.00201,0.00201
"NDUFB3","O43676",0.471932436407604,0.905,FALSE,-0.0576,-0.0288,0.0288
"NDUFB4","O95168",0.981684858010659,0.942,FALSE,-0.00158,-0.000792,0.000792
"NDUFB5","H0Y886",0.563501485586133,0.916,FALSE,0.0621,0.0311,-0.0311
"NDUFB6","O95139",0.976286649104389,0.941,FALSE,0.00328,0.00164,-0.00164
"NDUFB7","P17568",0.102865832444378,0.739,FALSE,-0.187,-0.0934,0.0934
"NDUFB8","O95169",0.690018369458694,0.926,FALSE,-0.0379,-0.019,0.019
"NDUFB9","Q9Y6M9",0.64217658756765,0.922,FALSE,-0.0334,-0.0167,0.0167
"NDUFC2","O95298",0.802817795566024,0.933,FALSE,-0.0672,-0.0336,0.0336
"NDUFS1","P28331-2",0.289453047997102,0.87,FALSE,0.09,0.045,-0.045
"NDUFS2","O75306",0.82694778801332,0.934,FALSE,0.0126,0.0063,-0.0063
"NDUFS3","O75489",0.715532174575147,0.928,FALSE,-0.0291,-0.0146,0.0146
"NDUFS4","O43181",0.903570696073998,0.938,FALSE,0.00853,0.00426,-0.00426
"NDUFS5","O43920",0.311817011692417,0.876,FALSE,0.141,0.0704,-0.0704
"NDUFS6","O75380",0.4215517864827,0.898,FALSE,0.0608,0.0304,-0.0304
"NDUFS7","O75251",0.740174845362216,0.929,FALSE,-0.0201,-0.0101,0.0101
"NDUFS8","O00217",0.254063683151716,0.858,FALSE,-0.0624,-0.0312,0.0312
"NDUFV1","P49821",0.620828813040029,0.921,FALSE,0.0372,0.0186,-0.0186
"NDUFV2","E7EPT4",0.530276249739831,0.912,FALSE,-0.0947,-0.0474,0.0474
"NECTIN1","Q15223",0.0433550282393334,0.541,FALSE,-0.243,-0.122,0.122
"NEDD1","Q8NHV4-3",0.209398946364377,0.838,FALSE,-0.0642,-0.0321,0.0321
"NEDD4","P46934",0.404120938182694,0.895,FALSE,0.106,0.0532,-0.0532
"NEDD4L","Q96PU5-5",0.180491190267451,0.821,FALSE,0.0951,0.0476,-0.0476
"NEDD8","Q15843",0.470871611283712,0.905,FALSE,-0.0365,-0.0183,0.0183
"NEDD9","Q14511",0.262431888058856,0.861,FALSE,0.104,0.0521,-0.0521
"NEIL1","Q96FI4",0.000600431785045083,0.000673,FALSE,0.258,0.129,-0.129
"NEK1","Q96PY6-3",0.808904111906174,0.933,FALSE,0.0253,0.0126,-0.0126
"NEK4","P51957",0.744460595049043,0.93,FALSE,-0.0224,-0.0112,0.0112
"NEK7","Q8TDX7",0.402526949612592,0.895,FALSE,0.057,0.0285,-0.0285
"NEK9","A0A024R6D1",0.818915783061011,0.934,FALSE,0.0244,0.0122,-0.0122
"NELFA","A0A0C4DFX9",0.418765939864777,0.898,FALSE,-0.0419,-0.0209,0.0209
"NELFB","A0A0X1KG71",0.751466989508764,0.93,FALSE,0.0168,0.00842,-0.00842
"NELFE","P18615",0.159942030079725,0.806,FALSE,-0.111,-0.0557,0.0557
"NELFE.1","A0A0A0MSN9",0.150875541072225,0.798,FALSE,-0.141,-0.0703,0.0703
"NEMF","O60524",0.734867271783154,0.929,FALSE,0.0293,0.0147,-0.0147
"NEPRO","Q6NW34",0.403628563014197,0.895,FALSE,0.0556,0.0278,-0.0278
"NEURL4","Q96JN8",0.808569220146653,0.933,FALSE,0.023,0.0115,-0.0115
"NFATC1","O95644",0.0702651735927245,0.662,FALSE,0.0888,0.0444,-0.0444
"NFATC2","Q13469",0.0813323294028115,0.694,FALSE,0.161,0.0807,-0.0807
"NFATC2IP","Q8NCF5",0.935972763067823,0.94,FALSE,0.00546,0.00273,-0.00273
"NFATC4","Q14934-2",0.107498312565704,0.746,FALSE,0.172,0.0862,-0.0862
"NFIA","Q12857-4",0.0602635184078291,0.627,FALSE,-0.107,-0.0537,0.0537
"NFKB1","P19838-2",0.252133053860801,0.857,FALSE,0.123,0.0613,-0.0613
"NFKB2","Q00653",0.501349801654179,0.909,FALSE,0.0578,0.0289,-0.0289
"NFKBIE","O00221",0.70210523851805,0.927,FALSE,0.0457,0.0228,-0.0228
"NFKBIZ","Q9BYH8",0.0412712644931038,0.527,FALSE,-0.271,-0.136,0.136
"NFRKB","A0A024R3N2",0.0539582744279046,0.599,FALSE,-0.126,-0.0632,0.0632
"NFU1","Q9UMS0",0.383727305682217,0.892,FALSE,-0.0572,-0.0286,0.0286
"NFX1","Q12986",0.268238150283544,0.863,FALSE,0.38,0.19,-0.19
"NFYA","P23511",0.730599185048374,0.929,FALSE,0.0187,0.00937,-0.00937
"NFYC","Q13952",0.28917425275426,0.869,FALSE,0.0701,0.0351,-0.0351
"NGDN","Q8NEJ9",0.966114057676631,0.941,FALSE,0.00265,0.00132,-0.00132
"NGLY1","Q96IV0",0.825732217843185,0.934,FALSE,-0.0325,-0.0162,0.0162
"NGRN","Q9NPE2",0.9954724284879,0.942,FALSE,0.000329,0.000164,-0.000164
"NHLRC2","Q8NBF2",0.389368432357658,0.893,FALSE,0.109,0.0546,-0.0546
"NHP2","Q9NX24",0.122455755778447,0.768,FALSE,0.073,0.0365,-0.0365
"NIF3L1","Q9GZT8",0.614729101461752,0.92,FALSE,0.0268,0.0134,-0.0134
"NIFK","Q9BYG3",0.145302238257331,0.793,FALSE,-0.095,-0.0475,0.0475
"NIP7","Q9Y221",0.817713507767968,0.934,FALSE,0.0183,0.00913,-0.00913
"NIPBL","Q6IEH8",0.688743191232374,0.926,FALSE,-0.0232,-0.0116,0.0116
"NIPSNAP3A","Q9UFN0",0.982166904042021,0.942,FALSE,-0.00192,-0.00096,0.00096
"NIT1","Q86X76",0.232162460274088,0.849,FALSE,-0.09,-0.045,0.045
"NIT2","Q9NQR4",0.021469407480811,0.332,FALSE,-0.158,-0.0792,0.0792
"NKAP","Q8N5F7",0.0293836695783351,0.427,FALSE,-0.134,-0.0668,0.0668
"NKIRAS2","H7BXP1",0.313772754503818,0.876,FALSE,0.131,0.0657,-0.0657
"NKRF","O15226-2",0.993867563179149,0.942,FALSE,-0.000435,-0.000218,0.000218
"NKTR","P30414",0.169424113601279,0.814,FALSE,0.0825,0.0413,-0.0413
"NLE1","Q9NVX2",0.511010264114603,0.91,FALSE,0.0392,0.0196,-0.0196
"NLRC3","H3BLT9",0.181383755045839,0.822,FALSE,1.21,0.603,-0.603
"NME1","P15531-2",0.955252263344405,0.941,FALSE,0.00268,0.00134,-0.00134
"NME1-NME2","Q32Q12",0.733364253591171,0.929,FALSE,-0.0164,-0.00819,0.00819
"NME3","Q13232",0.0388826864148827,0.51,FALSE,-0.286,-0.143,0.143
"NME7","Q9Y5B8",0.821564360978959,0.934,FALSE,0.0104,0.00519,-0.00519
"NMRAL1","Q9HBL8",0.108066132649332,0.747,FALSE,-0.316,-0.158,0.158
"NMT1","P30419",0.265552405247059,0.862,FALSE,-0.057,-0.0285,0.0285
"NNT","Q13423",0.111000455045386,0.752,FALSE,-0.106,-0.0528,0.0528
"NOC2L","Q9Y3T9",0.200999946783186,0.834,FALSE,0.159,0.0795,-0.0795
"NOC4L","Q9BVI4",0.563517981926185,0.916,FALSE,0.0368,0.0184,-0.0184
"NOL10","Q9BSC4",0.777950576574838,0.932,FALSE,-0.018,-0.00899,0.00899
"NOL11","Q9H8H0",0.209092765555106,0.838,FALSE,0.0811,0.0405,-0.0405
"NOL12","Q9UGY1",0.625931882142035,0.921,FALSE,-0.0311,-0.0156,0.0156
"NOL6","Q9H6R4",0.228441824718861,0.847,FALSE,0.0646,0.0323,-0.0323
"NOL7","Q9UMY1",0.56623573212437,0.916,FALSE,0.0358,0.0179,-0.0179
"NOL8","A0A024R250",0.554547163729605,0.915,FALSE,0.0446,0.0223,-0.0223
"NOL9","Q5SY16",0.109762715734831,0.75,FALSE,0.0955,0.0478,-0.0478
"NOLC1","Q14978-2",0.980812485467485,0.942,FALSE,-0.00547,-0.00274,0.00274
"NOM1","Q5C9Z4",0.927306812886956,0.939,FALSE,-0.00589,-0.00295,0.00295
"NOMO1","A0A087X117",0.11805306115019,0.762,FALSE,-0.1,-0.0502,0.0502
"NOMO2","Q5JPE7",0.152225540417038,0.8,FALSE,-0.0909,-0.0455,0.0455
"NONO","Q15233",0.467827212619457,0.905,FALSE,0.046,0.023,-0.023
"NOP10","Q9NPE3",0.0426018575099775,0.536,FALSE,0.111,0.0554,-0.0554
"NOP16","Q9Y3C1",0.053219535333627,0.596,FALSE,0.205,0.102,-0.102
"NOP2","P46087-4",0.885541974349797,0.937,FALSE,-0.0103,-0.00517,0.00517
"NOP2.1","P46087-2",0.71281954453402,0.928,FALSE,-0.0302,-0.0151,0.0151
"NOP56","O00567",0.83258614864641,0.935,FALSE,-0.011,-0.00551,0.00551
"NOP58","Q9Y2X3",0.279978774578539,0.867,FALSE,0.0691,0.0345,-0.0345
"NOP9","Q86U38",0.617372613669558,0.92,FALSE,-0.0248,-0.0124,0.0124
"NOSIP","A0A075B6F9",0.692673152828331,0.926,FALSE,-0.0359,-0.018,0.018
"NOTCH2","Q04721",0.189814728893561,0.827,FALSE,-0.191,-0.0955,0.0955
"NPAT","B9EG70",0.00200134560740552,0.0139,FALSE,-0.21,-0.105,0.105
"NPC2","G3V3D1",0.423719088213444,0.898,FALSE,-0.0758,-0.0379,0.0379
"NPEPPS","P55786-2",0.135032820124269,0.783,FALSE,0.102,0.0508,-0.0508
"NPLOC4","Q8TAT6-2",0.271896534920194,0.864,FALSE,-0.0586,-0.0293,0.0293
"NPM1","P06748-3",0.495791518905848,0.908,FALSE,0.0339,0.0169,-0.0169
"NPM1.1","Q9BTI9",0.597037710424176,0.919,FALSE,0.0262,0.0131,-0.0131
"NPM3","O75607",0.752159774004086,0.93,FALSE,0.12,0.0598,-0.0598
"NPRL2","Q8WTW4",0.734083157562849,0.929,FALSE,0.0928,0.0464,-0.0464
"NPRL3","Q12980",0.434703066072408,0.9,FALSE,0.0614,0.0307,-0.0307
"NPTN","Q9Y639",0.0968295588711826,0.728,FALSE,-0.12,-0.0599,0.0599
"NR2C1","P13056",0.177937537964089,0.82,FALSE,0.202,0.101,-0.101
"NR2C2","P49116-2",0.953542169812075,0.941,FALSE,0.00508,0.00254,-0.00254
"NR2C2AP","Q86WQ0-2",0.00977707222885729,0.147,FALSE,-0.23,-0.115,0.115
"NR3C1","P04150-3",0.942273056953794,0.94,FALSE,-0.00403,-0.00202,0.00202
"NRAS","P01111",0.755306069406506,0.93,FALSE,0.0883,0.0442,-0.0442
"NRBF2","Q96F24",0.661467511219667,0.924,FALSE,-0.111,-0.0553,0.0553
"NRBP1","F8W6G1",0.695578421970501,0.926,FALSE,0.0421,0.0211,-0.0211
"NRDC","B1AKJ5",0.447036636457252,0.902,FALSE,-0.123,-0.0616,0.0616
"NRDE2","Q9H7Z3",0.322454713024074,0.878,FALSE,0.0703,0.0351,-0.0351
"NRF1","Q16656-4",0.634026705251994,0.922,FALSE,0.147,0.0737,-0.0737
"NSA2","O95478",0.225103936759108,0.846,FALSE,0.126,0.063,-0.063
"NSD1","Q96L73",0.22021211410285,0.844,FALSE,-0.0733,-0.0366,0.0366
"NSDHL","Q15738",0.0311283030087472,0.444,FALSE,-0.182,-0.091,0.091
"NSF","P46459",0.611616067417831,0.92,FALSE,0.032,0.016,-0.016
"NSFL1C","Q9UNZ2-5",0.966629785196085,0.941,FALSE,-0.00328,-0.00164,0.00164
"NSMAF","Q92636-2",0.756844866028735,0.93,FALSE,-0.032,-0.016,0.016
"NSMCE1","Q8WV22",0.206407913603162,0.837,FALSE,0.0777,0.0389,-0.0389
"NSMCE2","Q96MF7",0.529343585688782,0.912,FALSE,-0.0345,-0.0172,0.0172
"NSMCE3","Q96MG7",0.789958837071571,0.932,FALSE,0.0155,0.00774,-0.00774
"NSMCE4A","Q9NXX6",0.947990570222089,0.94,FALSE,0.00366,0.00183,-0.00183
"NSRP1","Q9H0G5",0.0583594375786818,0.619,FALSE,0.128,0.0639,-0.0639
"NSUN2","Q08J23",0.725362697070318,0.928,FALSE,0.0218,0.0109,-0.0109
"NSUN4","Q96CB9",0.797867383461148,0.933,FALSE,-0.0243,-0.0121,0.0121
"NSUN6","Q8TEA1",0.0324672678968617,0.457,FALSE,-0.161,-0.0804,0.0804
"NT5C","Q8TCD5",0.764976504858464,0.931,FALSE,0.03,0.015,-0.015
"NT5C3A","Q9H0P0",0.701216552756037,0.927,FALSE,-0.0326,-0.0163,0.0163
"NT5DC1","Q5TFE4",0.911903505385113,0.939,FALSE,-0.00551,-0.00275,0.00275
"NT5DC2","Q9H857-2",0.31740971015408,0.877,FALSE,-0.082,-0.041,0.041
"NTAN1","Q96AB6",0.355890885213362,0.886,FALSE,0.0823,0.0411,-0.0411
"NTHL1","P78549",0.220755840352058,0.844,FALSE,-0.255,-0.128,0.128
"NTMT1","Q9BV86",0.543395839170413,0.913,FALSE,-0.0281,-0.0141,0.0141
"NTPCR","Q5TDF0",0.448926938955649,0.902,FALSE,-0.183,-0.0915,0.0915
"NUB1","H3BM74",0.187510560839943,0.826,FALSE,-0.0971,-0.0485,0.0485
"NUBP1","P53384",0.114012750635479,0.756,FALSE,-0.115,-0.0574,0.0574
"NUBP2","B2RDN3",0.304534252330524,0.874,FALSE,-0.0777,-0.0388,0.0388
"NUCB1","Q02818",0.128395323945911,0.775,FALSE,-0.0771,-0.0385,0.0385
"NUCB2","A0A087WSV8",0.00549527008812735,0.0707,FALSE,-0.257,-0.128,0.128
"NUCKS1","Q9H1E3",0.83130039348321,0.935,FALSE,0.018,0.00902,-0.00902
"NUDC","Q9Y266",0.258801256078237,0.86,FALSE,-0.086,-0.043,0.043
"NUDCD1","Q96RS6",0.515687569072212,0.91,FALSE,-0.0322,-0.0161,0.0161
"NUDCD2","Q8WVJ2",0.69765943264153,0.927,FALSE,0.0316,0.0158,-0.0158
"NUDT1","P36639",0.215869152076742,0.842,FALSE,0.139,0.0694,-0.0694
"NUDT15","Q9NV35",0.00627968457902054,0.0844,FALSE,0.278,0.139,-0.139
"NUDT16","Q96DE0",0.119416169788683,0.764,FALSE,0.134,0.0668,-0.0668
"NUDT18","Q6ZVK8",0.0781901817984615,0.686,FALSE,-0.19,-0.0952,0.0952
"NUDT19","A8MXV4",0.932732996144197,0.94,FALSE,0.00574,0.00287,-0.00287
"NUDT2","P50583",0.0671454745452506,0.652,FALSE,-0.159,-0.0795,0.0795
"NUDT3","O95989",0.0848636040726722,0.702,FALSE,0.204,0.102,-0.102
"NUDT5","A6NFX8",0.209390476376341,0.838,FALSE,-0.0856,-0.0428,0.0428
"NUDT6","P53370",0.692653235851203,0.926,FALSE,-0.0275,-0.0137,0.0137
"NUDT9","Q9BW91-2",0.617605203729227,0.92,FALSE,-0.0436,-0.0218,0.0218
"NUFIP2","Q7Z417",0.299359572671461,0.872,FALSE,0.0861,0.043,-0.043
"NUGGC","Q68CJ6",0.0293221995382351,0.426,FALSE,0.361,0.181,-0.181
"NUMA1","Q14980-2",0.0619145437203687,0.633,FALSE,-0.123,-0.0615,0.0615
"NUMA1.1","Q4LE64",0.0520331563362367,0.59,FALSE,-0.127,-0.0636,0.0636
"NUMB","P49757",0.100835486232399,0.735,FALSE,-0.0989,-0.0494,0.0494
"NUP107","P57740",0.534408630510647,0.913,FALSE,0.0629,0.0314,-0.0314
"NUP133","Q8WUM0",0.351722790511845,0.885,FALSE,0.0451,0.0226,-0.0226
"NUP153","A0A024QZW7",0.123339038872784,0.769,FALSE,-0.0847,-0.0423,0.0423
"NUP155","O75694",0.433764183429164,0.9,FALSE,-0.0347,-0.0173,0.0173
"NUP160","Q12769",0.0265665251846789,0.396,FALSE,0.227,0.113,-0.113
"NUP188","Q5SRE5",0.06527923901322,0.646,FALSE,0.122,0.0608,-0.0608
"NUP205","Q92621",0.271004802846714,0.864,FALSE,0.0557,0.0279,-0.0279
"NUP210","Q8TEM1",0.00130482679875927,0.00536,FALSE,-0.306,-0.153,0.153
"NUP214","P35658-3",0.534338525842757,0.913,FALSE,0.0403,0.0201,-0.0201
"NUP214.1","A0A024R8B6",0.497840611478704,0.908,FALSE,0.042,0.021,-0.021
"NUP35","Q8NFH5",0.260607598419822,0.86,FALSE,0.0548,0.0274,-0.0274
"NUP37","Q8NFH4",0.0949527147299339,0.724,FALSE,0.0875,0.0438,-0.0438
"NUP50","Q9UKX7",0.852100361903827,0.936,FALSE,0.00861,0.00431,-0.00431
"NUP58","Q9BVL2",0.687544798477466,0.926,FALSE,-0.0311,-0.0156,0.0156
"NUP62","P37198",0.206407778256294,0.837,FALSE,0.0597,0.0299,-0.0299
"NUP85","Q9BW27",0.104409647989828,0.741,FALSE,0.104,0.0518,-0.0518
"NUP88","Q99567",0.994262295243535,0.942,FALSE,0.000575,0.000287,-0.000287
"NUP98","P52948",0.315416555985479,0.877,FALSE,0.053,0.0265,-0.0265
"NUPL2","C9JYA1",0.558886122671882,0.915,FALSE,-0.028,-0.014,0.014
"NUSAP1","Q9BXS6",0.121972754840748,0.767,FALSE,-0.165,-0.0827,0.0827
"NUTF2","P61970",0.228775753487902,0.848,FALSE,0.136,0.0682,-0.0682
"NVL","O15381",0.974729910619838,0.941,FALSE,0.0017,0.000848,-0.000848
"NXF1","Q9UBU9",0.380045156838007,0.891,FALSE,0.0772,0.0386,-0.0386
"NXN","Q6DKJ4",0.00988394629330893,0.149,FALSE,0.175,0.0877,-0.0877
"NXT2","Q9NPJ8-3",0.00247697038304588,0.0206,FALSE,0.225,0.113,-0.113
"OARD1","Q9Y530",0.322708738875454,0.879,FALSE,0.0957,0.0478,-0.0478
"OAS1","Q3ZM02",0.0781829928476966,0.686,FALSE,-0.184,-0.0918,0.0918
"OAS2","A0A087X0V5",0.722643130262179,0.928,FALSE,-0.0622,-0.0311,0.0311
"OAS3","A0A024RBQ5",0.996474500491674,0.942,FALSE,0.000739,0.000369,-0.000369
"OAT","P04181",0.374592172676023,0.89,FALSE,0.219,0.109,-0.109
"OCIAD1","Q9NX40",0.670757462168816,0.925,FALSE,-0.0442,-0.0221,0.0221
"OCIAD2","Q56VL3",0.585022629391551,0.918,FALSE,-0.0307,-0.0154,0.0154
"ODF2","Q5BJF6",0.0464670828561289,0.56,FALSE,0.109,0.0544,-0.0544
"ODR4","Q5SWX8",0.167075734629884,0.812,FALSE,-0.0937,-0.0468,0.0468
"OFD1","O75665",0.2808610818158,0.867,FALSE,0.0792,0.0396,-0.0396
"OGDH","E9PCR7",0.831673749158481,0.935,FALSE,0.0194,0.0097,-0.0097
"OGFOD1","Q8N543",0.506520952158582,0.909,FALSE,0.0932,0.0466,-0.0466
"OGFOD2","Q6N063",0.24779395034141,0.855,FALSE,0.209,0.105,-0.105
"OGFOD3","Q6PK18-2",0.0103286845326045,0.156,FALSE,-0.257,-0.129,0.129
"OGFR","Q9NZT2",0.027321360408729,0.405,FALSE,0.149,0.0743,-0.0743
"OGT","O15294",0.490126354472079,0.907,FALSE,0.142,0.0709,-0.0709
"OK/KNS-cl.6","Q8NI62",0.863434844114348,0.936,FALSE,-0.0148,-0.00742,0.00742
"OLA1","J3KQ32",0.927959442947136,0.939,FALSE,0.01,0.00502,-0.00502
"OMA1","Q96E52",0.878705844561977,0.937,FALSE,0.0146,0.0073,-0.0073
"OPA3","Q9H6K4",0.0598516924352141,0.625,FALSE,0.129,0.0646,-0.0646
"OPLAH","A7E261",0.0515023699812315,0.587,FALSE,-0.223,-0.111,0.111
"OPTN","Q96CV9",0.208626712522397,0.838,FALSE,-0.0919,-0.0459,0.0459
"ORC2","Q13416",0.727665838778331,0.929,FALSE,0.0249,0.0125,-0.0125
"ORC3","Q9UBD5-2",0.230424549759924,0.848,FALSE,0.122,0.0608,-0.0608
"OS9","Q13438",0.0651239732243659,0.645,FALSE,0.185,0.0927,-0.0927
"OSBP","P22059",0.698668781948808,0.927,FALSE,-0.0181,-0.00904,0.00904
"OSBPL11","Q9BXB4",0.311486593742123,0.876,FALSE,-0.0879,-0.0439,0.0439
"OSBPL3","Q9H4L5",0.454891239344603,0.903,FALSE,0.069,0.0345,-0.0345
"OSBPL7","Q8WXP9",0.655359816788432,0.923,FALSE,-0.0491,-0.0246,0.0246
"OSBPL9","Q96SU4-6",0.572160157846606,0.916,FALSE,-0.0625,-0.0312,0.0312
"OSER1","Q9NX31",0.139585689475522,0.787,FALSE,-0.0962,-0.0481,0.0481
"OSGEP","Q9NPF4",0.0888870961935251,0.711,FALSE,0.0954,0.0477,-0.0477
"OSGEPL1","Q9H4B0",0.036255297460257,0.49,FALSE,0.263,0.132,-0.132
"OTUD4","Q01804",0.339544841088508,0.883,FALSE,0.0484,0.0242,-0.0242
"OTUD5","Q96G74",0.589057766625441,0.918,FALSE,-0.0651,-0.0326,0.0326
"OTUD6B","A0A087X0W9",0.00257925241689289,0.0221,FALSE,0.244,0.122,-0.122
"OTULIN","Q96BN8",0.0570862649609763,0.613,FALSE,-0.213,-0.106,0.106
"OVCA2","Q8WZ82",0.00538245380822071,0.0688,FALSE,-0.249,-0.124,0.124
"OXA1L","Q2M1J6",0.686312125631844,0.926,FALSE,0.0608,0.0304,-0.0304
"OXCT1","P55809",0.392983451371152,0.893,FALSE,0.0898,0.0449,-0.0449
"OXLD1","Q5BKU9",0.225990527032892,0.846,FALSE,-0.101,-0.0507,0.0507
"OXR1","Q8N573",0.327850399153262,0.88,FALSE,-0.14,-0.0702,0.0702
"OXSM","Q9NWU1",0.0434498367783965,0.541,FALSE,-0.137,-0.0687,0.0687
"OXSR1","O95747",0.0859009162688432,0.705,FALSE,-0.148,-0.0741,0.0741
"P04220","P04220",0.927387179275687,0.939,FALSE,-0.0107,-0.00533,0.00533
"p14ARF","R9S3C3",0.35309083847541,0.885,FALSE,0.268,0.134,-0.134
"P3H1","Q32P28-3",0.0984805403900007,0.731,FALSE,-0.104,-0.0518,0.0518
"P4HA1","P13674",0.837731215424174,0.935,FALSE,0.0292,0.0146,-0.0146
"P4HB","P07237",0.00626349620777482,0.0841,FALSE,-0.24,-0.12,0.12
"PA2G4","Q9UQ80",0.60083671119283,0.919,FALSE,-0.0267,-0.0134,0.0134
"PAAF1","F5H0C4",0.522393546111048,0.911,FALSE,0.0493,0.0246,-0.0246
"PABPC1L","Q4VXU2",0.113224207042615,0.755,FALSE,0.245,0.122,-0.122
"PABPC3","Q3ZCS4",0.102322916489089,0.738,FALSE,0.258,0.129,-0.129
"PABPC4","Q13310-3",0.17066824592283,0.814,FALSE,0.247,0.124,-0.124
"PABPN1","Q86U42",0.155777651206903,0.803,FALSE,0.0868,0.0434,-0.0434
"PACS1","Q6VY07-2",0.0506579198642833,0.583,FALSE,0.136,0.0679,-0.0679
"PACS2","Q86VP3-2",0.00527894095105558,0.067,FALSE,-0.284,-0.142,0.142
"PACSIN1","Q9BY11",0.0378253935633585,0.502,FALSE,-0.173,-0.0865,0.0865
"PACSIN2","Q9UNF0",0.925011011869245,0.939,FALSE,0.00507,0.00253,-0.00253
"PAF1","Q8N7H5",0.766740045849119,0.931,FALSE,-0.0199,-0.00995,0.00995
"PAFAH1B1","P43034",0.0470608794255048,0.563,FALSE,0.159,0.0793,-0.0793
"PAFAH1B2","P68402",0.38136245625492,0.891,FALSE,0.0485,0.0242,-0.0242
"PAFAH1B3","Q15102",0.755789464282238,0.93,FALSE,0.0227,0.0114,-0.0114
"PAG1","Q9NWQ8",0.315519952314747,0.877,FALSE,0.158,0.079,-0.079
"PAICS","P22234",0.855438889075525,0.936,FALSE,0.0145,0.00725,-0.00725
"PAIP2","Q49AE6",0.0924587714909899,0.719,FALSE,0.149,0.0747,-0.0747
"PAIP2B","Q9ULR5",0.189238291637371,0.827,FALSE,0.0969,0.0484,-0.0484
