"Name","ID","P_value","FDR","Significant","log2FC","ctl_centered","sh_centered"
"HLA-DQB1.1","O19707",0.136807079086958,0.866,FALSE,0.113,-0.0566,0.0566
"HLA-DQB1.2","A0A0U5Q221",0.0342253287668763,0.726,FALSE,0.167,-0.0833,0.0833
"HLA-DR4I","M9P9S1",0.00478097284838338,0.249,FALSE,0.398,-0.199,0.199
"HLA-DRA","A0A0G2JMH6",0.00831712892427437,0.379,FALSE,0.275,-0.137,0.137
"HLA-DRB1","A0A0A1I8N5",0.00783345088790584,0.365,FALSE,0.287,-0.144,0.144
"HLA-DRB1.1","F1CCM8",0.037156486966968,0.738,FALSE,0.183,-0.0913,0.0913
"HLA-DRB1.2","S0F2C5",0.00469777801259104,0.245,FALSE,0.302,-0.151,0.151
"HLA-DRB1.3","E9M4N7",0.00253529981409437,0.117,FALSE,0.575,-0.288,0.288
"HLA-DRB1.4","N1NSB5",0.0897881180874248,0.836,FALSE,0.267,-0.133,0.133
"HLA-E","Q2L6I5",0.270407238196028,0.899,FALSE,-0.0536,0.0268,-0.0268
"HLA-H","P01893",0.925478011291266,0.938,FALSE,-0.0053,0.00265,-0.00265
"HLCS","P50747",0.731366192594679,0.932,FALSE,-0.0177,0.00884,-0.00884
"HM13","Q8TCT9",0.891105602426148,0.937,FALSE,0.0144,-0.00721,0.00721
"HMBOX1","Q6NT76-5",0.15163902761672,0.872,FALSE,0.0752,-0.0376,0.0376
"HMBS","P08397",0.367395540279789,0.911,FALSE,-0.0468,0.0234,-0.0234
"HMCES","Q96FZ2",0.00341361001963944,0.175,FALSE,0.293,-0.146,0.146
"HMG20A","Q9NP66",0.134118833099909,0.864,FALSE,-0.0979,0.049,-0.049
"HMG20B","Q9P0W2",0.0602797700197006,0.8,FALSE,-0.222,0.111,-0.111
"HMGA1","P17096-2",0.0980874027175511,0.843,FALSE,-0.113,0.0566,-0.0566
"HMGA1.1","P17096",0.0759501896983809,0.822,FALSE,-0.118,0.0589,-0.0589
"HMGB1","P09429",0.716682009478826,0.931,FALSE,0.0148,-0.00742,0.00742
"HMGB2","P26583",0.0812812595452939,0.828,FALSE,-0.0939,0.047,-0.047
"HMGB3","O15347",0.462037782931631,0.918,FALSE,-0.0482,0.0241,-0.0241
"HMGCL","P35914",0.880069147371731,0.937,FALSE,-0.0119,0.00595,-0.00595
"HMGCR","P04035-3",0.434013090553035,0.916,FALSE,0.0483,-0.0242,0.0242
"HMGCS1","Q01581",0.0512624772955543,0.781,FALSE,-0.444,0.222,-0.222
"HMGN1","P05114",0.0167654128698634,0.58,FALSE,0.233,-0.117,0.117
"HMGN2","P05204",0.00523276657455486,0.271,FALSE,-0.272,0.136,-0.136
"HMGN3","Q15651",0.0138480862225936,0.529,FALSE,0.182,-0.0909,0.0909
"HMGN3.1","A0A087WZE9",0.0938122781333804,0.84,FALSE,0.131,-0.0656,0.0656
"HMGN3.2","Q15651-2",0.467713715902073,0.919,FALSE,0.0667,-0.0334,0.0334
"HMGN4","O00479",0.0387313720466815,0.745,FALSE,-0.107,0.0536,-0.0536
"HMGXB4","Q9UGU5",0.152557040595241,0.872,FALSE,0.076,-0.038,0.038
"HMHA1","Q8IYN3",0.132356492704511,0.864,FALSE,-0.0697,0.0348,-0.0348
"HMHA1.1","Q92619",0.37715570457337,0.911,FALSE,-0.0438,0.0219,-0.0219
"HMMR","O75330-3",0.145656363221183,0.869,FALSE,-0.0966,0.0483,-0.0483
"HMOX2","A0A087WT44",0.0439536219457162,0.762,FALSE,0.385,-0.193,0.193
"HN1","Q9UK76-2",0.907802245060103,0.937,FALSE,0.00838,-0.00419,0.00419
"HN1L","Q9H910-3",0.763399571505434,0.933,FALSE,0.012,-0.00598,0.00598
"HNRNPA0","Q13151",0.223877657697659,0.891,FALSE,0.0837,-0.0419,0.0419
"HNRNPA1","P09651-2",0.087159754306496,0.834,FALSE,0.0939,-0.0469,0.0469
"HNRNPA1.1","P09651",0.101695055428167,0.846,FALSE,0.0913,-0.0457,0.0457
"HNRNPA2B1","P22626",0.141719246489491,0.868,FALSE,0.0748,-0.0374,0.0374
"HNRNPA3","P51991",0.01167655379442,0.479,FALSE,0.147,-0.0736,0.0736
"HNRNPAB","Q99729-3",0.397461517653305,0.913,FALSE,-0.0335,0.0167,-0.0167
"HNRNPC","B4DY08",0.215098922605099,0.889,FALSE,0.0508,-0.0254,0.0254
"HNRNPC.1","G3V4C1",0.388279768854231,0.912,FALSE,0.0337,-0.0168,0.0168
"HNRNPD","Q14103-3",0.00526868027462783,0.273,FALSE,0.184,-0.0919,0.0919
"HNRNPD.1","Q14103-4",0.0038230768512212,0.197,FALSE,0.205,-0.102,0.102
"HNRNPDL","A0A087WUK2",0.658051266833195,0.929,FALSE,0.0303,-0.0152,0.0152
"HNRNPF","P52597",0.935045546380717,0.938,FALSE,0.00334,-0.00167,0.00167
"HNRNPH1","G8JLB6",0.745112262075838,0.932,FALSE,0.0138,-0.00689,0.00689
"HNRNPH1.1","D6RBM0",0.738121027510517,0.932,FALSE,-0.0151,0.00757,-0.00757
"HNRNPH2","P55795",0.839143863516903,0.935,FALSE,0.00871,-0.00435,0.00435
"HNRNPH3","P31942",0.0192851097447384,0.614,FALSE,0.131,-0.0653,0.0653
"HNRNPK","P61978-2",0.643592209232908,0.928,FALSE,0.0187,-0.00935,0.00935
"HNRNPK.1","P61978-3",0.618319373631123,0.927,FALSE,0.0201,-0.0101,0.0101
"HNRNPL","P14866",0.645487808766324,0.928,FALSE,0.0181,-0.00904,0.00904
"HNRNPM","M0QZM1",0.410601376539266,0.914,FALSE,0.0528,-0.0264,0.0264
"HNRNPM.1","P52272",0.645462922000601,0.928,FALSE,0.0338,-0.0169,0.0169
"HNRNPR","O43390",0.0117966420361425,0.483,FALSE,0.155,-0.0777,0.0777
"HNRNPR.1","O43390-2",0.0156652548432344,0.562,FALSE,0.149,-0.0745,0.0745
"HNRNPU","Q00839-2",0.0170102919423821,0.583,FALSE,-0.162,0.081,-0.081
"HNRNPU.1","Q00839",0.0236689222653746,0.659,FALSE,-0.148,0.0741,-0.0741
"HNRNPUL2","Q1KMD3",0.183817808911645,0.882,FALSE,0.0692,-0.0346,0.0346
"HNRPLL","D6W592",0.0864928380751386,0.833,FALSE,0.0863,-0.0431,0.0431
"HOOK3","Q86VS8",0.038002964241215,0.742,FALSE,0.25,-0.125,0.125
"HP1BP3","Q5SSJ5",0.134985604149832,0.865,FALSE,-0.176,0.0878,-0.0878
"HPCAL1","P37235",0.0396829919148273,0.748,FALSE,0.107,-0.0536,0.0536
"HPDL","Q96IR7",0.0806401368145146,0.827,FALSE,-0.0866,0.0433,-0.0433
"HPF1","Q9NWY4",0.231126683270926,0.893,FALSE,0.0523,-0.0262,0.0262
"HPRT1","P00492",0.185356609369693,0.882,FALSE,0.0723,-0.0362,0.0362
"HPS3","Q969F9",0.152674402715463,0.872,FALSE,0.103,-0.0515,0.0515
"HPS5","Q9UPZ3",0.838081255965136,0.935,FALSE,-0.0101,0.00504,-0.00504
"HPS6","Q86YV9",0.70352484489562,0.93,FALSE,0.018,-0.00899,0.00899
"HRAS","P01112",0.982159379328461,0.939,FALSE,0.000897,-0.000448,0.000448
"HRSP12","P52758",0.276499195785918,0.9,FALSE,0.0659,-0.0329,0.0329
"HS1BP3","Q53T59",0.795129160810717,0.934,FALSE,-0.0112,0.00558,-0.00558
"HSBP1","O75506",0.0144740113794907,0.541,FALSE,0.254,-0.127,0.127
"HSCB","Q8IWL3",0.0658842363596895,0.809,FALSE,-0.116,0.058,-0.058
"HSD17B10","Q99714",0.249997908696853,0.896,FALSE,0.0509,-0.0255,0.0255
"HSD17B11","Q8NBQ5",0.0592733507799831,0.798,FALSE,0.0981,-0.0491,0.0491
"HSD17B12","D3DR22",0.0138955290552663,0.53,FALSE,0.154,-0.0772,0.0772
"HSD17B4","P51659",0.189634424728825,0.883,FALSE,-0.0624,0.0312,-0.0312
"HSD17B7","P56937",0.00268278945632869,0.128,FALSE,-0.276,0.138,-0.138
"HSD17B8","Q92506",0.324204204343887,0.906,FALSE,0.047,-0.0235,0.0235
"HSDL1","I6L975",0.004685196305633,0.244,FALSE,0.27,-0.135,0.135
"HSDL2","Q6YN16",0.18452853447386,0.882,FALSE,0.0832,-0.0416,0.0416
"HSH2D","Q96JZ2",0.0105266591122453,0.448,FALSE,0.217,-0.108,0.108
"HSP90AA1","P07900-2",0.953860509601373,0.939,FALSE,0.00354,-0.00177,0.00177
"HSP90AA4P","Q58FG1",0.456937661293725,0.918,FALSE,-0.056,0.028,-0.028
"HSP90AB1","P08238",0.527049465926735,0.922,FALSE,-0.0648,0.0324,-0.0324
"HSP90AB4P","Q58FF6",0.0862123258037504,0.833,FALSE,0.0989,-0.0495,0.0495
"HSP90B1","P14625",0.0258963958244179,0.677,FALSE,-0.17,0.0852,-0.0852
"HSPA13","P48723",0.888491944548848,0.937,FALSE,0.00686,-0.00343,0.00343
"HSPA14","Q0VDF9",0.34953457686817,0.909,FALSE,-0.0394,0.0197,-0.0197
"HSPA1B","A0A0G2JIW1",0.0709791086992226,0.816,FALSE,0.148,-0.0738,0.0738
"HSPA2","P54652",0.0956302293265635,0.841,FALSE,-0.152,0.076,-0.076
"HSPA4","P34932",0.0551924308656651,0.79,FALSE,0.115,-0.0577,0.0577
"HSPA4L","O95757",0.466941594222791,0.918,FALSE,-0.0282,0.0141,-0.0141
"HSPA5","P11021",0.00428312800652602,0.223,FALSE,-0.227,0.114,-0.114
"HSPA8","P11142",0.177069256860812,0.88,FALSE,-0.127,0.0633,-0.0633
"HSPA8.1","E9PK54",0.0592422109678561,0.798,FALSE,-0.161,0.0807,-0.0807
"HSPA9","P38646",0.0241192701605013,0.663,FALSE,-0.161,0.0803,-0.0803
"HSPB11","Q9Y547",0.00602166397668385,0.305,FALSE,0.26,-0.13,0.13
"HSPBP1","Q9NZL4-3",0.0404757759401387,0.751,FALSE,-0.123,0.0614,-0.0614
"HSPBP1.1","K7EL16",0.0103487028546551,0.443,FALSE,-0.192,0.0958,-0.0958
"HSPD1","P10809",0.880476973859189,0.937,FALSE,0.00722,-0.00361,0.00361
"HSPE1","P61604",0.0223180800407106,0.646,FALSE,-0.325,0.163,-0.163
"HSPE1-MOB4","S4R3N1",0.0313316403422509,0.711,FALSE,-0.329,0.165,-0.165
"HSPH1","Q92598",0.557884703438258,0.924,FALSE,-0.037,0.0185,-0.0185
"HTATIP2","Q9BUP3-3",0.00406907563225573,0.21,FALSE,-0.202,0.101,-0.101
"HTATSF1","O43719",0.872638341830069,0.936,FALSE,-0.00688,0.00344,-0.00344
"HTRA2","O43464",0.376558893980655,0.911,FALSE,0.0578,-0.0289,0.0289
"HTT","P42858",0.0310865109907896,0.71,FALSE,0.111,-0.0557,0.0557
"HUS1","O60921",0.710400611301487,0.931,FALSE,-0.0157,0.00783,-0.00783
"HUWE1","Q7Z6Z7",0.881649635810928,0.937,FALSE,-0.00618,0.00309,-0.00309
"HVCN1","D2KFF9",0.0573482932896038,0.794,FALSE,0.185,-0.0926,0.0926
"HYOU1","Q9Y4L1",0.138905354463383,0.866,FALSE,-0.162,0.0811,-0.0811
"HYOU1.1","Q9Y4L1-2",0.0570953072578957,0.794,FALSE,-0.237,0.119,-0.119
"HYPK","Q9NX55",0.277520893094343,0.9,FALSE,-0.059,0.0295,-0.0295
"HZGJ","Q86YQ0",0.133063800418089,0.864,FALSE,0.154,-0.0768,0.0768
"I1SRC5","I1SRC5",0.120428119825972,0.858,FALSE,0.0674,-0.0337,0.0337
"I6MBV4","I6MBV4",0.0619472722317116,0.803,FALSE,-0.118,0.0591,-0.0591
"I6NLS4","I6NLS4",0.162004642804165,0.875,FALSE,0.0596,-0.0298,0.0298
"IAH1","Q2TAA2",0.297432790970938,0.903,FALSE,0.0422,-0.0211,0.0211
"IARS2","Q9NSE4",0.153355359873354,0.872,FALSE,0.0774,-0.0387,0.0387
"IBA57","Q5T440",0.983165188975439,0.94,FALSE,-0.000779,0.000389,-0.000389
"IBTK","Q9P2D0",0.259416349525558,0.897,FALSE,-0.0821,0.041,-0.041
"ICAM3","P32942",0.0894910297478033,0.836,FALSE,-0.153,0.0765,-0.0765
"ID2","Q02363",0.880216507091242,0.937,FALSE,0.00574,-0.00287,0.00287
"IDE","P14735",0.00326616043289021,0.166,FALSE,-0.249,0.125,-0.125
"IDH1","O75874",0.0619504150103439,0.803,FALSE,0.23,-0.115,0.115
"IDH2","P48735",0.00542825298302869,0.28,FALSE,0.514,-0.257,0.257
"IDH3A","P50213",0.56524441380478,0.924,FALSE,-0.023,0.0115,-0.0115
"IDH3B","A0A087WZN1",0.0437539890678144,0.762,FALSE,0.0981,-0.0491,0.0491
"IDH3G","P51553",0.218329507613011,0.89,FALSE,0.0524,-0.0262,0.0262
"IDI1","Q13907",0.0082344501611097,0.377,FALSE,0.219,-0.109,0.109
"IER3IP1","Q9Y5U9",0.00495490664989522,0.258,FALSE,0.199,-0.0997,0.0997
"IFI16","D3DUZ3",0.213535412701695,0.889,FALSE,0.0857,-0.0429,0.0429
"IFI35","P80217-2",0.779656263779447,0.933,FALSE,-0.024,0.012,-0.012
"IFRD1","O00458",0.238650527472711,0.894,FALSE,-0.274,0.137,-0.137
"IFT20","Q8IY31-2",0.639412282141534,0.928,FALSE,-0.0292,0.0146,-0.0146
"IFT27","Q9BW83",0.84850288197059,0.936,FALSE,0.0175,-0.00875,0.00875
"IFT46","Q9NQC8-2",0.0035416581478493,0.182,FALSE,0.218,-0.109,0.109
"IFT74","Q96LB3",0.174269029221917,0.879,FALSE,-0.146,0.0732,-0.0732
"IGBP1","P78318",0.0806598936435981,0.827,FALSE,-0.11,0.0548,-0.0548
"IGF2BP1","Q9NZI8",0.00233713715588369,0.103,FALSE,0.274,-0.137,0.137
"IGF2BP2","F8W930",0.043137961200866,0.76,FALSE,0.144,-0.0719,0.0719
"IGF2BP3","O00425",0.0037413938334363,0.193,FALSE,0.214,-0.107,0.107
"IGF2R","P11717",0.248603992374506,0.896,FALSE,-0.0602,0.0301,-0.0301
"IGHM","A0A075B6N9",0.0778862940838209,0.824,FALSE,-0.226,0.113,-0.113
"IGKV3-7","A0A075B6H7",0.355067093437534,0.909,FALSE,-0.213,0.106,-0.106
"IGSF8","Q969P0",0.226960385973841,0.892,FALSE,0.0614,-0.0307,0.0307
"IK","Q13123",0.720515866904169,0.931,FALSE,0.0135,-0.00675,0.00675
"IKBIP","Q70UQ0",0.0268863401534192,0.684,FALSE,-0.32,0.16,-0.16
"IKBIP.1","Q70UQ0-4",0.675236679440044,0.929,FALSE,-0.0241,0.0121,-0.0121
"IKBKAP","Q4LE38",0.786950735439609,0.934,FALSE,-0.0103,0.00516,-0.00516
"IKBKB","O14920",0.392171305977444,0.913,FALSE,0.16,-0.0798,0.0798
"IKBKE","Q14164",0.31469246179976,0.905,FALSE,0.0401,-0.0201,0.0201
"IKBKG","Q9Y6K9-2",0.0517322842959904,0.783,FALSE,-0.0966,0.0483,-0.0483
"IKZF1","Q13422-2",0.237020920278499,0.894,FALSE,-0.19,0.0949,-0.0949
"IKZF1.1","Q13422",0.290654528905389,0.902,FALSE,-0.147,0.0734,-0.0734
"IKZF3","Q9UKT9",0.0546393588555045,0.789,FALSE,-0.252,0.126,-0.126
"IL16","Q14005",0.0323153651738064,0.716,FALSE,-0.131,0.0655,-0.0655
"ILF2","Q12905",0.691385399465841,0.93,FALSE,0.019,-0.0095,0.0095
"ILF3","Q12906-7",0.58185324917258,0.925,FALSE,0.0207,-0.0104,0.0104
"ILK","A0A0A0MTH3",0.069366642359225,0.814,FALSE,0.0901,-0.0451,0.0451
"ILKAP","Q9H0C8",0.383923063717393,0.912,FALSE,0.0726,-0.0363,0.0363
"ILVBL","A1L0T0",0.161527971027631,0.875,FALSE,-0.0643,0.0321,-0.0321
"IMMT","Q16891-4",0.0217474156527804,0.641,FALSE,0.14,-0.0701,0.0701
"IMMT.1","Q16891",0.0198232250509105,0.62,FALSE,0.143,-0.0714,0.0714
"IMP3","Q9NV31",0.0210703390813918,0.634,FALSE,-0.142,0.0709,-0.0709
"IMP4","Q96G21",0.259659552136517,0.897,FALSE,-0.0551,0.0276,-0.0276
"IMPA1","P29218-3",0.71581519058887,0.931,FALSE,0.0178,-0.0089,0.0089
"IMPA2","O14732",0.554871857892157,0.924,FALSE,-0.0467,0.0233,-0.0233
"IMPACT","A0A024RC24",0.024516389551462,0.666,FALSE,-0.133,0.0666,-0.0666
"IMPAD1","Q9NX62",0.694301180908265,0.93,FALSE,0.0504,-0.0252,0.0252
"IMPDH1","P20839-6",0.0177153837627486,0.593,FALSE,0.148,-0.0739,0.0739
"IMPDH2","P12268",0.0732151519932715,0.819,FALSE,0.113,-0.0566,0.0566
"INCENP","Q9NQS7",0.172905566793001,0.879,FALSE,-0.0761,0.038,-0.038
"ING1","A0A0C4DFW2",0.0981945415885321,0.843,FALSE,0.115,-0.0576,0.0576
"ING4","Q9UNL4",0.424583136957026,0.915,FALSE,-0.0321,0.016,-0.016
"ING5","A0A1B0GW41",0.927855311223185,0.938,FALSE,-0.00399,0.002,-0.002
"INIP","Q9NRY2",0.0439107745252786,0.762,FALSE,-0.312,0.156,-0.156
"INO80E","Q8NBZ0",0.0268227908722894,0.683,FALSE,-0.135,0.0676,-0.0676
"INPP4A","Q96PE3",0.309533844536392,0.904,FALSE,0.0471,-0.0236,0.0236
"INPP5B","P32019",0.258513164431799,0.897,FALSE,0.0498,-0.0249,0.0249
"INPP5D","Q92835",0.614224534728356,0.927,FALSE,0.0296,-0.0148,0.0148
"INPP5K","Q9BT40",0.632037713621112,0.927,FALSE,0.0222,-0.0111,0.0111
"INPPL1","O15357",0.635397733457093,0.928,FALSE,0.0179,-0.00895,0.00895
"INTS1","Q8N201",0.0428239311466713,0.759,FALSE,-0.102,0.0508,-0.0508
"INTS10","Q9NVR2",0.0494023246323853,0.777,FALSE,-0.114,0.0571,-0.0571
"INTS12","Q96CB8",0.887400031928604,0.937,FALSE,0.00621,-0.0031,0.0031
"INTS2","Q9H0H0",0.543093654853388,0.923,FALSE,-0.0259,0.013,-0.013
"INTS3","Q68E01",0.640021371644219,0.928,FALSE,0.05,-0.025,0.025
"INTS4","Q96HW7",0.260877797153949,0.898,FALSE,-0.152,0.076,-0.076
"INTS5","Q6P9B9",0.0872283212603603,0.834,FALSE,-0.109,0.0546,-0.0546
"INTS6","Q9UL03",0.0272260261016848,0.686,FALSE,-0.17,0.0848,-0.0848
"INTS7","Q9NVH2",0.408552684291613,0.914,FALSE,-0.0418,0.0209,-0.0209
"INTS8","Q75QN2",0.713946313176068,0.931,FALSE,-0.0297,0.0149,-0.0149
"INTS9","Q9NV88",0.084764572890807,0.832,FALSE,-0.134,0.0672,-0.0672
"INVS","Q9Y283",0.340393981611759,0.908,FALSE,0.0406,-0.0203,0.0203
"IP6K1","Q92551",0.221737486567664,0.891,FALSE,0.0552,-0.0276,0.0276
"IPO11","Q9UI26-2",0.0128075554554658,0.507,FALSE,0.146,-0.0728,0.0728
"IPO4","Q8TEX9-2",0.0356412452627445,0.732,FALSE,-0.199,0.0997,-0.0997
"IPO5","O00410-3",0.905990586193077,0.937,FALSE,-0.00497,0.00249,-0.00249
"IPO7","O95373",0.340666124807383,0.908,FALSE,0.0495,-0.0247,0.0247
"IPO8","O15397",0.0109102930573544,0.459,FALSE,-0.218,0.109,-0.109
"IPO9","Q96P70",0.445642342610012,0.917,FALSE,0.0332,-0.0166,0.0166
"IQCB1","Q15051",0.0234541180300327,0.657,FALSE,0.2,-0.1,0.1
"IQGAP1","P46940",0.192905579780816,0.884,FALSE,0.0557,-0.0278,0.0278
"IQGAP2","A0A024RAJ8",0.907797572998939,0.937,FALSE,0.00443,-0.00221,0.00221
"IQGAP3","A2RRC9",0.00360028726517697,0.185,FALSE,0.222,-0.111,0.111
"IQSEC1","A0A087WWK8",0.75604535847611,0.932,FALSE,0.0243,-0.0121,0.0121
"IQSEC1.1","A0A0C4DGT3",0.386211116695097,0.912,FALSE,0.062,-0.031,0.031
"IREB2","A0A0A6YY96",0.516694333349694,0.922,FALSE,0.0323,-0.0161,0.0161
"IRF2","P14316",0.470259833585735,0.919,FALSE,0.037,-0.0185,0.0185
"IRF2BP2","Q7Z5L9",0.0030938656379135,0.155,FALSE,-0.276,0.138,-0.138
"IRF3","Q14653",0.0293660086203322,0.7,FALSE,0.127,-0.0637,0.0637
"IRF3.1","A0A024QZE1",0.355890935514608,0.909,FALSE,0.0404,-0.0202,0.0202
"IRF4","Q15306",0.00535657068552898,0.276,FALSE,-0.277,0.138,-0.138
"IRF5","Q13568-2",0.355516058021011,0.909,FALSE,0.0505,-0.0253,0.0253
"IRF7","Q92985-4",0.746764997929082,0.932,FALSE,-0.0122,0.00612,-0.00612
"IRF9","Q00978",0.282975215324877,0.901,FALSE,0.0426,-0.0213,0.0213
"IRGQ","B7ZMD6",0.12237336106838,0.859,FALSE,-0.0863,0.0432,-0.0432
"ISCA1","Q9BUE6-2",0.713409744059273,0.931,FALSE,-0.0251,0.0125,-0.0125
"ISCA2","Q86U28",0.700957007783408,0.93,FALSE,0.0149,-0.00743,0.00743
"ISCU","Q9H1K1",0.514005164989515,0.921,FALSE,-0.0318,0.0159,-0.0159
"ISG20","Q96AZ6",0.00617551317822754,0.311,FALSE,-0.527,0.264,-0.264
"ISG20L2","Q9H9L3",0.451725176379941,0.917,FALSE,-0.0404,0.0202,-0.0202
"ISOC1","Q96CN7",0.0110886768968798,0.464,FALSE,0.184,-0.092,0.092
"ISOC2","Q96AB3",0.119857946619796,0.857,FALSE,0.0709,-0.0355,0.0355
"IST1","P53990-5",0.0457170145705685,0.767,FALSE,0.266,-0.133,0.133
"ISY1","Q9ULR0-1",0.296809967956611,0.903,FALSE,0.0811,-0.0405,0.0405
"ITCH","Q96J02",0.00622948276321293,0.313,FALSE,-0.239,0.12,-0.12
"ITGB1","P05556",0.0245256879924141,0.666,FALSE,-0.142,0.0709,-0.0709
"ITIH2","D3DRR6",0.321881545931609,0.906,FALSE,0.293,-0.146,0.146
"ITPA","Q9BY32",0.867636280646768,0.936,FALSE,-0.0068,0.0034,-0.0034
"ITPKB","P27987",0.163456203060791,0.876,FALSE,0.526,-0.263,0.263
"ITPR1","Q14643",0.35287185468776,0.909,FALSE,0.0437,-0.0219,0.0219
"ITPR2","Q14571",0.649013344571693,0.928,FALSE,0.0271,-0.0135,0.0135
"ITPR3","Q14573",0.37645171647395,0.911,FALSE,0.0517,-0.0259,0.0259
"ITSN2","Q9NZM3",0.0123750003174077,0.497,FALSE,0.187,-0.0935,0.0935
"IVD","A0A0A0MT83",0.456311750763997,0.918,FALSE,0.0298,-0.0149,0.0149
"IVNS1ABP","Q9Y6Y0",0.0409393591788335,0.752,FALSE,0.109,-0.0546,0.0546
"IWS1","Q96ST2",0.0956538205485196,0.841,FALSE,-0.0772,0.0386,-0.0386
"JAK1","P23458",0.537958523630045,0.923,FALSE,0.0493,-0.0247,0.0247
"JAK3","P52333",0.592829735914804,0.926,FALSE,0.024,-0.012,0.012
"JCHAIN","P01591",0.0189949455680785,0.61,FALSE,-0.359,0.18,-0.18
"JMJD1B","A4FUT8",0.00239552693378942,0.107,FALSE,0.232,-0.116,0.116
"JMJD1C","Q15652",0.38128073190538,0.912,FALSE,-0.101,0.0503,-0.0503
"JMJD2B","B7ZM63",0.16419057502329,0.876,FALSE,0.27,-0.135,0.135
"JMJD4","Q9H9V9",0.0764958591712955,0.823,FALSE,-0.0811,0.0405,-0.0405
"JMJD6","A0A0S2PZM4",0.00478209258230297,0.249,FALSE,-0.196,0.0982,-0.0982
"JTB","O76095",0.0188585438944953,0.608,FALSE,-0.217,0.109,-0.109
"JUND","P17535",0.662098069664118,0.929,FALSE,-0.0181,0.00905,-0.00905
"JUP","A0A024R1X8",0.132317639050009,0.864,FALSE,-0.0928,0.0464,-0.0464
"K4ENJ5","K4ENJ5",0.0252897899225118,0.672,FALSE,0.171,-0.0854,0.0854
"KANK2","Q63ZY3-2",0.608204960515993,0.926,FALSE,0.0252,-0.0126,0.0126
"KANSL3","Q9P2N6",0.283113097260819,0.901,FALSE,-0.0436,0.0218,-0.0218
"KARS","Q15046",0.858927011548328,0.936,FALSE,0.00702,-0.00351,0.00351
"KAT7","O95251",0.673220079009447,0.929,FALSE,0.0296,-0.0148,0.0148
"KAT8","Q9H7Z6-2",0.834746718001597,0.935,FALSE,-0.00838,0.00419,-0.00419
"KATNB1","Q9BVA0",0.406107119316156,0.914,FALSE,0.104,-0.0519,0.0519
"KBTBD11","O94819",0.0200667740108829,0.623,FALSE,0.163,-0.0816,0.0816
"KBTBD4","A0A075B6T4",0.328740379019794,0.907,FALSE,-0.0743,0.0371,-0.0371
"KBTBD8","Q8NFY9",0.4982009575991,0.92,FALSE,-0.0321,0.016,-0.016
"KCMF1","Q9P0J7",0.499780233309766,0.921,FALSE,0.0345,-0.0173,0.0173
"KCTD5","H3BSS5",0.0206619021944563,0.629,FALSE,0.188,-0.0941,0.0941
"KCTD9","Q7L273",0.0628278898728109,0.804,FALSE,0.0935,-0.0468,0.0468
"KDM1A","O60341",0.602684781182372,0.926,FALSE,0.0421,-0.0211,0.0211
"KDM2A","Q9Y2K7",0.0322499278863016,0.716,FALSE,-0.272,0.136,-0.136
"KDM3A","F5H070",0.00417812510024679,0.216,FALSE,0.26,-0.13,0.13
"KDM3B","Q7LBC6",0.0272932395062575,0.687,FALSE,0.158,-0.0791,0.0791
"KDM5A","P29375",0.0113011513560463,0.47,FALSE,-0.154,0.077,-0.077
"KDM5C","P41229",0.67067869878146,0.929,FALSE,0.0162,-0.0081,0.0081
"KDM8","Q8N371-3",0.561589100957863,0.924,FALSE,0.0317,-0.0159,0.0159
"KDSR","Q06136",0.00677085042547058,0.332,FALSE,0.33,-0.165,0.165
"KEAP1","Q14145",0.201955584338668,0.886,FALSE,-0.257,0.128,-0.128
"KHDRBS1","Q07666",0.0108583614535719,0.458,FALSE,0.161,-0.0803,0.0803
"KHDRBS2","Q5VWX1",0.0469349718419588,0.771,FALSE,0.105,-0.0523,0.0523
"KHDRBS3","O75525",0.00966874618798108,0.422,FALSE,0.17,-0.0851,0.0851
"KHK","P50053-2",0.0336878247291471,0.723,FALSE,-0.139,0.0693,-0.0693
"KHSRP","Q92945",0.658602584270198,0.929,FALSE,0.0166,-0.00829,0.00829
"KIAA0040","J3QR46",0.804676838214086,0.934,FALSE,-0.0163,0.00813,-0.00813
"KIAA0101","Q15004",0.0913143437784271,0.838,FALSE,-0.722,0.361,-0.361
"KIAA0323","D3DS77",0.0916786341916096,0.838,FALSE,0.076,-0.038,0.038
"KIAA0355","O15063",0.0502786247527773,0.779,FALSE,0.199,-0.0996,0.0996
"KIAA0368","J3KN16",0.020967248361385,0.633,FALSE,-0.143,0.0713,-0.0713
"KIAA0391","O15091",0.0907104122651568,0.837,FALSE,0.154,-0.0771,0.0771
"KIAA0415","A4D1Z4",0.0261585852897614,0.679,FALSE,0.138,-0.0689,0.0689
"KIAA0430","Q9Y4F3",0.989030028025037,0.94,FALSE,0.000924,-0.000462,0.000462
"KIAA0513","O60268",0.0118503569102335,0.484,FALSE,-0.149,0.0745,-0.0745
"KIAA0907","Q7Z7F0",0.000759547511178345,0.00841,FALSE,0.319,-0.159,0.159
"KIAA0922","A2VDJ0-5",0.0282255571610083,0.693,FALSE,-0.121,0.0607,-0.0607
"KIAA1012","A0A024RC31",0.247022207812834,0.895,FALSE,-0.0743,0.0371,-0.0371
"KIAA1033","B7ZKT9",0.00741257457084421,0.352,FALSE,0.621,-0.311,0.311
"KIAA1143","Q96AT1",0.488996970955015,0.92,FALSE,-0.0743,0.0371,-0.0371
