Name,ID,entrezgene_id,P_value,FDR,log2FC,Signif,Status,ctl_centered,ctl_1,ctl_2,sh_centered,sh_1,sh_2
CRKL,P46109,1399,0.02562683938182838,0.675,0.119,FALSE,Stable,-0.0596,12.706955769373842,12.729733668290208,0.0596,12.833485789439544,12.841735528299079
A8K1M4,A8K1M4,NA,0.025831512718499296,0.676,-0.212,FALSE,Stable,0.106,9.884876065330138,9.73533560487426,-0.106,9.575114486744127,9.62144545824615
B4E2L0,B4E2L0,NA,0.02582770690951623,0.676,0.161,FALSE,Stable,-0.0803,12.323976240464441,12.387644825032993,0.0803,12.47901320093813,12.553821890727814
HLA-DPA1,A0A140C6V4,NA,0.02584319431039504,0.676,0.226,FALSE,Stable,-0.113,11.437244961725105,11.486691681109004,0.113,11.605769433052522,11.76938907758942
RHOT1,Q8IXI2,55288,0.025822485355468546,0.676,0.122,FALSE,Stable,-0.0611,9.857133222232363,9.845760210036143,0.0611,9.957406302368629,9.9897130470733
RPS4X,P62701,6191,0.025808502161161876,0.676,-0.17,FALSE,Stable,0.0851,14.75262991981681,14.642560491920705,-0.0851,14.528934213569618,14.525749193984357
CASP2,P42575,835,0.025901315378914276,0.677,-0.149,FALSE,Stable,0.0745,10.206840546929172,10.148139122488503,-0.0745,9.99932536609909,10.05779679044877
HSP90B1,P14625,7184,0.025896395824417873,0.677,-0.17,FALSE,Stable,0.0852,16.55465605937237,16.66247968909191,-0.0852,16.425787713952133,16.45039460044117
PDCD10,Q9BUL8,11235,0.025946802591586597,0.677,0.124,FALSE,Stable,-0.062,12.726199449063907,12.747669274564455,0.062,12.877771047775322,12.844250792793652
B2R9M7,B2R9M7,NA,0.02602873655426233,0.678,0.12,FALSE,Stable,-0.0601,8.66988915313805,8.699019283556316,0.0601,8.804598587633796,8.804517155390174
EIF2S3,P41091,1968,0.02607936539423696,0.678,-0.159,FALSE,Stable,0.0797,14.435878761954912,14.503019451217181,-0.0797,14.34526451049322,14.274965773713083
HIST2H2AA3,Q6FI13,8337,0.02606746394112801,0.678,-0.206,FALSE,Stable,0.103,15.174009221336956,15.023549869851907,-0.103,14.900273212512317,14.88477951059933
HIST2H2AA3,Q6FI13,723790,0.02606746394112801,0.678,-0.206,FALSE,Stable,0.103,15.174009221336956,15.023549869851907,-0.103,14.900273212512317,14.88477951059933
NUP62,P37198,23636,0.026074229048307942,0.678,0.136,FALSE,Stable,-0.0681,13.035015709104108,12.970935684809447,0.0681,13.139711433341946,13.138780646795999
AP3M2,P53677,10947,0.026171816408023397,0.679,-0.157,FALSE,Stable,0.0786,9.305366630545919,9.40012329560219,-0.0786,9.194058428042421,9.196835791648443
KIAA0415,A4D1Z4,NA,0.026158585289761442,0.679,0.138,FALSE,Stable,-0.0689,10.829244938690705,10.889728058003643,0.0689,10.98313226714977,11.011339984915153
ACT.4,Q562Z4,NA,0.026332667501243502,0.68,0.124,FALSE,Stable,-0.0622,13.06374839163154,13.105872932928408,0.0622,13.209463638957518,13.209142657488648
ACTC1,P68032,70,0.0264100220122134,0.68,0.13,FALSE,Stable,-0.0651,16.95447414788881,17.008382731938728,0.0651,17.115337809121947,17.108065247365563
NDUFB9,Q9Y6M9,4715,0.02631794111687897,0.68,0.13,FALSE,Stable,-0.0652,11.609109841007887,11.561834718238279,0.0652,11.702394683420891,11.72945099964838
PGRMC2,O15173,10424,0.026417058799198624,0.68,0.272,FALSE,Stable,-0.136,9.733805225278449,9.894314047326715,0.136,10.011489085160768,10.160268148147788
EIF3M,Q7L2H7,10480,0.026488346481470026,0.681,-0.136,FALSE,Stable,0.0682,13.38423803141252,13.327367106017492,-0.0682,13.23559820211098,13.203018497151833
NSMCE3,Q96MG7,56160,0.026553942097274342,0.681,-0.142,FALSE,Stable,0.0708,10.98143979961493,10.91135209212789,-0.0708,10.816284057293831,10.793344304811056
RRP9,O43818,9136,0.026467631417182367,0.681,-0.136,FALSE,Stable,0.0678,11.78455504144967,11.723267389102036,-0.0678,11.627549665331323,11.6090557533481
A1E282,A1E282,NA,0.02659255847359328,0.682,0.157,FALSE,Stable,-0.0784,15.81415345953468,15.909327862849942,0.0784,16.01793752298578,16.01920338865774
B2R9G9,B2R9G9,NA,0.026625127859052872,0.682,0.12,FALSE,Stable,-0.0599,8.288400083069858,8.312084743203709,0.0599,8.410150673632796,8.430018076697156
GBF1,Q92538,8729,0.026581279608515508,0.682,-0.139,FALSE,Stable,0.0694,12.193677895647811,12.127459008313311,-0.0694,12.03224629757226,12.011382430517077
CDK14,O94921,5218,0.026748012194235726,0.683,-0.269,FALSE,Stable,0.135,10.757832742013752,10.54346468807277,-0.135,10.363666114347522,10.399222321404674
CNOT4,O95628,4850,0.02670773192519272,0.683,0.131,FALSE,Stable,-0.0654,10.472624854540651,10.515606252826773,0.0654,10.642921387324245,10.606818369035684
INO80E,Q8NBZ0,NA,0.026822790872289448,0.683,-0.135,FALSE,Stable,0.0676,10.204968550776513,10.141868790022121,-0.0676,10.032707434239683,10.043927995887008
U2AF1L4,Q8WU68,199746,0.02682211746537911,0.683,-0.223,FALSE,Stable,0.112,11.619160613701244,11.449829175604247,-0.112,11.298689132421346,11.323699644190814
IKBIP,Q70UQ0,121457,0.026886340153419206,0.684,-0.32,FALSE,Stable,0.16,10.657940275245359,10.503049926261687,-0.16,10.369422447305068,10.152491122570144
ACSL4,O60488,2182,0.027072809252229327,0.685,0.197,FALSE,Stable,-0.0987,13.680942231027643,13.811421791868362,0.0987,13.974314363087656,13.91288722264181
ATP6V1G1,O75348,9550,0.027065600141429984,0.685,0.115,FALSE,Stable,-0.0574,11.46057633468319,11.46731984218253,0.0574,11.574279850886523,11.583254827771226
B4E0L0,B4E0L0,NA,0.027081448620896714,0.685,0.223,FALSE,Stable,-0.111,11.346618682119507,11.511114017937379,0.111,11.627782083700025,11.675386776240982
CALCOCO1,Q9P1Z2,57658,0.027039815259470103,0.685,-0.118,FALSE,Stable,0.059,11.307389135182808,11.281181321006065,-0.059,11.173361349172021,11.179132765845106
DCUN1D2,Q6PH85,NA,0.027130091912294638,0.685,0.138,FALSE,Stable,-0.0691,9.949844412910494,10.018915695455053,0.0691,10.117352750025413,10.12771039140096
C11orf48,L0R588,NA,0.02716464387011553,0.686,-0.279,FALSE,Stable,0.139,10.548892430229452,10.322133171962962,-0.139,10.145112612796112,10.168426132795686
EOGT,Q5NDL2,NA,0.02719345995813622,0.686,-0.125,FALSE,Stable,0.0625,9.235866288187351,9.221099040365097,-0.0625,9.081820153217395,9.125271063471295
FABP5,Q01469,2171,0.027174442911214854,0.686,0.171,FALSE,Stable,-0.0854,14.71577336795476,14.811826527969533,0.0854,14.965319270943793,14.903898509960683
INTS6,Q9UL03,26512,0.02722602610168484,0.686,-0.17,FALSE,Stable,0.0848,10.590951316761423,10.484008123188978,-0.0848,10.350019460355782,10.385654185603235
B4DYM8,B4DYM8,NA,0.027301742421908998,0.687,0.232,FALSE,Stable,-0.116,11.457696841485765,11.63806661137115,0.116,11.788697556921125,11.77071193067832
KDM3B,Q7LBC6,51780,0.02729323950625748,0.687,0.158,FALSE,Stable,-0.0791,13.33936296681721,13.250431179669915,0.0791,13.474229061671362,13.431847656033591
B2RB47,B2RB47,NA,0.02753829736215323,0.688,0.165,FALSE,Stable,-0.0825,12.06034561440277,12.166215006051154,0.0825,12.287946597593692,12.268448039223028
FAM111A,Q96PZ2,63901,0.027572449762653575,0.688,-0.188,FALSE,Stable,0.0941,9.325896061485148,9.201670290541601,-0.0941,9.048873885794652,9.102228109311584
NDC80,O14777,10403,0.02755107786480409,0.688,-0.425,FALSE,Stable,0.212,10.309573114797246,9.941447338495685,-0.212,9.705912791484225,9.695896911348397
SHOC2,Q9UQ13,8036,0.02750203046930267,0.688,-0.156,FALSE,Stable,0.0779,11.249764322542562,11.293239238125336,-0.0779,11.158477302798019,11.073026268575676
ACTB,G8FSY7,NA,0.027606648156980673,0.689,0.138,FALSE,Stable,-0.0691,15.285431055060466,15.350512754015357,0.0691,15.470266057039156,15.441940666848504
ACTG1,K7EM38,NA,0.027689228506916182,0.689,0.155,FALSE,Stable,-0.0774,15.814856838833173,15.910022421527106,0.0774,16.01669751376169,16.01797266632052
EIF2AK2,P19525,5610,0.027587641178438246,0.689,0.238,FALSE,Stable,-0.119,12.162467205579258,12.350575464590532,0.119,12.500029101333562,12.489101876350352
GLRX5,Q86SX6,51218,0.027587214643503256,0.689,0.148,FALSE,Stable,-0.074,11.677531602467717,11.603093791647826,0.074,11.767196652008625,11.80953897853303
GYS1,P13807,2997,0.02766061009022826,0.689,0.127,FALSE,Stable,-0.0633,13.165276721748631,13.172137421358128,0.0633,13.270153946297441,13.320640787137258
Q2VIM7,Q2VIM7,NA,0.0276840935925881,0.689,0.151,FALSE,Stable,-0.0757,13.24976091881505,13.340172913134532,0.0757,13.448353093422444,13.444412241092895
FTH1,Q6NS36,NA,0.027848757975124056,0.69,0.283,FALSE,Stable,-0.142,11.165320452533559,10.931445510863774,0.142,11.338330697031942,11.324505802974917
RAB2A,P61019,5862,0.02776132803458566,0.69,0.116,FALSE,Stable,-0.0582,13.169362541184192,13.18515473237508,0.0582,13.284475221290581,13.302800363039005
B7Z695,B7Z695,NA,0.028000082706408223,0.691,0.202,FALSE,Stable,-0.101,11.180800793769443,11.047505303206004,0.101,11.280129009741891,11.352720227306058
Q6ZMY0,Q6ZMY0,NA,0.028014150996882026,0.691,0.151,FALSE,Stable,-0.0755,12.718784228396599,12.80899695347913,0.0755,12.918680851816339,12.910903817509858
RIPK3,Q9Y572,11035,0.028101016678202532,0.692,-0.141,FALSE,Stable,0.0704,10.913427306604254,10.839295708392374,-0.0704,10.726248158119303,10.744714763619685
STXBP3,O00186,6814,0.028181154550072557,0.692,0.265,FALSE,Stable,-0.132,12.255576460356135,12.468594428133144,0.132,12.606242968009926,12.646939438992781
ARAF,Q96II5,NA,0.028299593603058473,0.693,0.113,FALSE,Stable,-0.0565,11.242558251337725,11.251008947559567,0.0565,11.357516806555914,11.362219279550446
HDLBP,A0A024R4E5,3069,0.028198952916499206,0.693,-0.187,FALSE,Stable,0.0934,14.206461210891229,14.076720194438481,-0.0934,13.973522116790923,13.936064103443917
KIAA0922,A2VDJ0,NA,0.028225557161008295,0.693,-0.121,FALSE,Stable,0.0607,9.25589530439648,9.243396708633153,-0.0607,9.108934067654923,9.147737418448804
KMT2D,O14686,8085,0.02821276224220814,0.693,-0.626,FALSE,Stable,0.313,10.375828727209585,9.825732624873767,-0.313,9.523253589686693,9.425324801823027
NAPG,Q99747,8774,0.028288830677594797,0.693,0.156,FALSE,Stable,-0.078,13.069354012241867,13.109947576510201,0.078,13.290347697002195,13.201083215321477
RIPK1,Q13546,8737,0.028186643960253173,0.693,0.141,FALSE,Stable,-0.0706,10.680569362514378,10.755167206604675,0.0706,10.868487019231482,10.849509971246714
SMC2,O95347,NA,0.02831852833267245,0.693,-0.281,FALSE,Stable,0.141,15.086374129376063,14.865237315580668,-0.141,14.732845714958229,14.65586085388095
ATR,Q13535,545,0.028429340561961405,0.694,-0.242,FALSE,Stable,0.121,11.462013928939754,11.267870547161284,-0.121,11.126651559553911,11.120216267448331
BIRC3,Q13489,NA,0.028485089121697265,0.694,0.121,FALSE,Stable,-0.0606,8.402785018373025,8.374265645974782,0.0606,8.494814064771953,8.524501783998206
NUTF2,P61970,10204,0.028425512073844337,0.694,0.13,FALSE,Stable,-0.0651,12.456613578963019,12.513781042235598,0.0651,12.606930832144657,12.62377925054055
RPS12,P25398,6206,0.02846535557750647,0.694,-0.203,FALSE,Stable,0.101,13.947689460737637,13.804778040220718,-0.101,13.701283989519112,13.646099845680148
AMOTL1,Q8IY63,NA,0.02852080577808008,0.695,0.174,FALSE,Stable,-0.0871,9.184225674797018,9.291774783012551,0.0871,9.384349018355014,9.439927683685447
NHP2,Q9NX24,55651,0.028503956505815303,0.695,-0.128,FALSE,Stable,0.0642,12.495325733616122,12.46187028587592,-0.0642,12.373014181383075,12.327263305457683
WDR18,Q9BV38,57418,0.028623696393541155,0.695,0.117,FALSE,Stable,-0.0586,12.237947983739666,12.268246982528183,0.0586,12.367666523054178,12.37283589325041
CAMK2G,A0A0A0MS52,NA,0.02874125375406121,0.696,0.126,FALSE,Stable,-0.0629,11.853842038223043,11.868398245773728,0.0629,11.961875866963869,12.01208904864091
CYB5R3,P00387,1727,0.02870598230922159,0.696,0.123,FALSE,Stable,-0.0617,11.43185296238439,11.391062929204368,0.0617,11.52313818722257,11.546576094554624
DNM1L,D3DUW6,NA,0.028681668092277103,0.696,0.123,FALSE,Stable,-0.0614,14.319935270380915,14.297667605457846,0.0614,14.45148636685016,14.411680402655655
ANKRD10,Q9NXR5,NA,0.028835128933457275,0.697,-0.208,FALSE,Stable,0.104,10.120430276461766,9.962631640891473,-0.104,9.818791863016488,9.847569113276556
PDIA3.1,P30101,2923,0.028911888802672845,0.697,-0.13,FALSE,Stable,0.0652,15.812716861303123,15.872934052225478,-0.0652,15.718166038134669,15.706614525669199
PMS2.1,Q5FBW8,NA,0.028888214234589368,0.697,-0.125,FALSE,Stable,0.0624,10.338321415311027,10.288089699371247,-0.0624,10.191237879209746,10.185544930595409
PSMC4,P43686,5704,0.028963847084500085,0.697,-0.13,FALSE,Stable,0.0652,14.271733498519298,14.223366083531388,-0.0652,14.13606758059908,14.098132718728497
Q53HM1,Q53HM1,NA,0.02896007798978443,0.697,-0.16,FALSE,Stable,0.08,8.766131331474122,8.661716947528722,-0.08,8.557969792461288,8.54970324499617
BABAM1,Q9NWV8,29086,0.029031173085623155,0.698,-0.117,FALSE,Stable,0.0583,10.928820697485836,10.899424664965052,-0.0583,10.801525542846322,10.79361831365798
CDK5RAP2,A0A0C4ZLW1,NA,0.02908889814108366,0.698,-0.199,FALSE,Stable,0.0995,10.437049777610083,10.294636406700443,-0.0995,10.19165717821193,10.141876768170109
DCTD,P32321,1635,0.029074727964970647,0.698,-0.181,FALSE,Stable,0.0906,9.727950800002723,9.846617249141065,-0.0906,9.633378571433758,9.578678735018972
DNTTIP1,Q9H147,116092,0.029003113871812106,0.698,0.134,FALSE,Stable,-0.0669,10.055427423685918,10.122468059327264,0.0669,10.224709881877883,10.220612176284455
GARS,P41250,2617,0.029121870954822705,0.698,-0.199,FALSE,Stable,0.0995,14.859924543119636,14.999182550805072,-0.0995,14.759552570564775,14.701573351732028
RPS17,P08708,6218,0.02923188838109025,0.699,-0.23,FALSE,Stable,0.115,14.068474250112182,13.884337578960906,-0.115,13.749205561333644,13.743997973389058
TIMMDC1,Q9NPL8,51300,0.02920046868070926,0.699,-0.345,FALSE,Stable,0.172,10.590951316761423,10.295138771214384,-0.172,10.076275371538705,10.120083158050294
CCDC47,Q96A33,57003,0.029375135791306146,0.7,-0.208,FALSE,Stable,0.104,10.857524027897716,10.70623945828831,-0.104,10.545081707529393,10.60205469148533
ERVK3-1,A0A0U1RQV1,NA,0.029347543212757725,0.7,-0.115,FALSE,Stable,0.0574,11.13015788774621,11.118270011392026,-0.0574,10.998251826183226,11.020733496406908
IRF3,Q14653,3661,0.029366008620332232,0.7,0.127,FALSE,Stable,-0.0637,10.994503290360305,11.049814243381185,0.0637,11.142841930060605,11.156301624897607
SUMO3,A8MU27,6612,0.02947022601687045,0.701,0.124,FALSE,Stable,-0.0622,12.663284891666018,12.6135231164392,0.0622,12.756397199315439,12.76934455563858
TAF7,Q15545,6879,0.02958999130739833,0.701,-0.148,FALSE,Stable,0.0739,10.827116705195145,10.787839728478907,-0.0739,10.700035761029895,10.619393617986608
LASP1,Q14847,3927,0.029706399738295936,0.702,0.196,FALSE,Stable,-0.098,13.663511272202435,13.770437754046442,0.098,13.861179542196036,13.96474176501859
LUC7L,Q9NQ29,55692,0.029699260438283265,0.702,-0.151,FALSE,Stable,0.0756,13.047430943203933,13.13776727038143,-0.0756,12.955456460990204,12.92746359753139
RPS21,P63220,6227,0.029721959679792992,0.702,-0.172,FALSE,Stable,0.086,12.53560418981623,12.415954033013971,-0.086,12.31323917955024,12.294336065430468
ATAD2B,Q9ULI0,NA,0.029809024134275233,0.703,-0.196,FALSE,Stable,0.098,10.282165149528398,10.149528836477227,-0.098,9.985729039110625,10.053913222769639
HEL-S-37,V9HWJ7,NA,0.029946940988887474,0.703,0.21,FALSE,Stable,-0.105,17.032486429139727,17.19431589124793,0.105,17.307620801670794,17.339270832821796
MRPS15,P82914,64960,0.029893301541737555,0.703,-0.113,FALSE,Stable,0.0567,11.210727821339418,11.189513360363899,-0.0567,11.090683500760068,11.08281279559759
NSF,P46459,4905,0.029811216497981623,0.703,0.263,FALSE,Stable,-0.131,14.653879752088645,14.712996456168094,0.131,14.840313894837395,15.051790787821405
USP19,A5PL36,NA,0.029958660622471153,0.703,-0.12,FALSE,Stable,0.0602,10.848159120521235,10.817430008863107,-0.0602,10.728055918198228,10.696807963597351
ANP32E,Q9BTT0,81611,0.029998398581355196,0.704,0.115,FALSE,Stable,-0.0573,14.445457099849875,14.419063722789168,0.0573,14.551442181849527,14.542328128164758
MESDC2,Q14696,23184,0.030006373197852796,0.704,0.252,FALSE,Stable,-0.126,12.163511819883025,12.371627785178996,0.126,12.508005418407972,12.531467838861651
Q59GX2,Q59GX2,NA,0.030140621855390005,0.704,0.273,FALSE,Stable,-0.137,10.500491940101023,10.705389299107718,0.137,10.82252453181603,10.930046918891712
SLK,Q9H2G2,9748,0.03003210172015041,0.704,-0.131,FALSE,Stable,0.0653,12.097902107062415,12.036346912187625,-0.0653,11.927202561728228,11.945833204467743
SYNGR3,O43761,NA,0.03003372800759421,0.704,0.123,FALSE,Stable,-0.0615,8.274781760499053,8.321485819248316,0.0615,8.41231096162433,8.430018076697156
CCBL1,B7Z4W5,883,0.030232525162540838,0.705,0.164,FALSE,Stable,-0.0819,10.89806101519833,10.8089243209298,0.0819,10.983253370143283,11.05119058061575
RPS3.1,P23396,6188,0.03022798258313678,0.705,-0.149,FALSE,Stable,0.0746,15.087713420854179,15.004059283618837,-0.0746,14.91700291359564,14.8765657681619
RRP15,Q9Y3B9,51018,0.030264350341980294,0.705,-0.387,FALSE,Stable,0.193,11.602666472482081,11.261136680971864,-0.193,11.062820005966024,11.027796943128536
STT3A,P46977,3703,0.03026552879537996,0.705,-0.114,FALSE,Stable,0.0569,12.287032956951712,12.27322771774558,-0.0569,12.155070400949702,12.177465502122853
TACO1,Q9BSH4,51204,0.030243364588110798,0.705,-0.167,FALSE,Stable,0.0837,11.057757511630998,10.945274211968595,-0.0837,10.818661333206743,10.84957586259207
ERGIC3,H0Y5K5,NA,0.030465847700704565,0.706,-0.14,FALSE,Stable,0.07,10.208865805403747,10.130794521701935,-0.07,10.020604044626209,10.039198247520803
MTMR1,F8WA39,8776,0.03034914708799405,0.706,-0.121,FALSE,Stable,0.0605,9.85454830515756,9.81035163755587,-0.0605,9.704003576367368,9.718730201859788
STAT3,P40763,6774,0.030370014605861667,0.706,0.268,FALSE,Stable,-0.134,13.053642065337272,12.859865430791809,0.134,13.16599524115978,13.282822523542984
TYK2,P29597,7297,0.030359243980989815,0.706,-0.143,FALSE,Stable,0.0716,9.244701182675726,9.162285174219933,-0.0716,9.050492958585645,9.0702418610766
B2RE30,B2RE30,NA,0.030601694904321113,0.707,0.127,FALSE,Stable,-0.0633,10.240584597005356,10.18411486560698,0.0633,10.33139880914673,10.346503342506448
FAM76A,Q8TAV0,NA,0.0304941321411727,0.707,0.116,FALSE,Stable,-0.0579,9.14310466947049,9.110992643249535,0.0579,9.237958234646685,9.247722048004256
VPS35,Q96QK1,NA,0.030589216157840098,0.707,0.125,FALSE,Stable,-0.0623,13.375994586239006,13.428154513915535,0.0623,13.51851060109719,13.534949074420759
COMMD3-BMI1,R4GMX3,100532731,0.03071471441106766,0.708,-0.177,FALSE,Stable,0.0887,11.348457045367557,11.218868792957455,-0.0887,11.104944791919587,11.107764059813839
GSTP1.1,C7DJS1,NA,0.030788927132556865,0.708,-0.135,FALSE,Stable,0.0673,14.75253647283005,14.7756039080824,-0.0673,14.663935959717415,14.595049655355744
RACK1,P63244,10399,0.03075530728261988,0.708,-0.123,FALSE,Stable,0.0614,15.088200127845793,15.054335445071848,-0.0614,14.967796218697954,14.929036428111758
RNASEH1,O60930,246243,0.03071977795068567,0.708,-0.127,FALSE,Stable,0.0634,10.43092314561988,10.475389871340202,-0.0634,10.345787141753483,10.307124288161111
RUNX1,Q01196,861,0.03069048324706053,0.708,-0.122,FALSE,Stable,0.061,10.93269065010939,10.978729768145454,-0.061,10.82428326292981,10.84297178616782
RUNX1,Q01196,100506403,0.03069048324706053,0.708,-0.122,FALSE,Stable,0.061,10.93269065010939,10.978729768145454,-0.061,10.82428326292981,10.84297178616782
SRSF7,Q16629,6432,0.0307094492465184,0.708,0.123,FALSE,Stable,-0.0615,13.08353885745959,13.115184791966255,0.0615,13.242962825359703,13.201922156204812
STIM2,Q9P246,57620,0.030842194969299814,0.708,-0.169,FALSE,Stable,0.0846,9.365540255337171,9.245477676900181,-0.0846,9.138813072811606,9.133736998180268
TIPRL,O75663,261726,0.030677774083588478,0.708,0.129,FALSE,Stable,-0.0644,12.757668255898194,12.700924898022178,0.0644,12.871585617121017,12.844746708829954
YWHAZ,P63104,7534,0.030706577028034133,0.708,0.216,FALSE,Stable,-0.108,15.501831206989223,15.625804841971796,0.108,15.841088973499698,15.719488853749535
MACF1,H3BQK9,23499,0.030953175872497806,0.709,-0.13,FALSE,Stable,0.0651,12.676629646052396,12.612314180005935,-0.0651,12.507816017688475,12.52085277609259
PCYOX1,Q9UHG3,51449,0.030873991200458542,0.709,0.174,FALSE,Stable,-0.0868,11.643207965344146,11.750310278255633,0.0868,11.837609564388178,11.90326735104996
PITRM1,Q5JRX3,10531,0.0309735060306885,0.709,0.129,FALSE,Stable,-0.0647,13.019211739655502,13.080014782208318,0.0647,13.168260635648693,13.189963229871276
TTC26,A0AVF1,NA,0.031022340947909687,0.709,0.116,FALSE,Stable,-0.0582,8.831087974461042,8.864201526327253,0.0582,8.955670967047741,8.972459304569748
ATOX1,O00244,475,0.031160587002471832,0.71,-0.113,FALSE,Stable,0.0565,12.058100581392436,12.083640230952376,-0.0565,11.953432166430813,11.962258092805868
CCDC58,Q4VC31,131076,0.03117739211640975,0.71,0.15,FALSE,Stable,-0.0751,11.718512513328399,11.798365929430641,0.0751,11.881640403948344,11.9356581047001
CHUK,O15111,NA,0.031138176795607698,0.71,0.456,FALSE,Stable,-0.228,9.70385080130295,9.290767533406413,0.228,9.938918590333866,9.968269015739468
FLOT1,O75955,10211,0.031172096099391262,0.71,-0.197,FALSE,Stable,0.0984,11.357403228825989,11.33377952648339,-0.0984,11.073324870154558,11.224450443325818
HTT,P42858,3064,0.031086510990789566,0.71,0.111,FALSE,Stable,-0.0557,13.373340453836636,13.389524543188383,0.0557,13.486850929020484,13.498949071910857
LUC7L3,O95232,NA,0.031175289381548562,0.71,-0.129,FALSE,Stable,0.0643,13.135446665706505,13.171504838303873,-0.0643,13.050971291151411,12.998833174205155
MAGED1,Q9Y5V3,9500,0.031174187102802037,0.71,0.145,FALSE,Stable,-0.0726,9.404124130745684,9.456003924301799,0.0726,9.538827284035227,9.611532726787415
WDR41,A0A024RAK0,NA,0.031118504015891644,0.71,-0.14,FALSE,Stable,0.0701,11.160901304256036,11.1884996970942,-0.0701,10.99591294442104,11.073139135375161
B2R6U8,B2R6U8,NA,0.03133138954047521,0.711,-0.114,FALSE,Stable,0.057,13.263147970442109,13.279727364369274,-0.057,13.17062883082247,13.144068697365782
B3KM95,B3KM95,NA,0.031218045551610285,0.711,0.119,FALSE,Stable,-0.0597,8.68294905457304,8.6741297901015475,0.0597,8.775804325929247,8.81993393307397
EP400,Q96L91,NA,0.03131249676532261,0.711,0.35,FALSE,Stable,-0.175,8.894020359008293,8.583265398118906,0.175,9.095552839705748,9.08105776504749
HSPE1-MOB4,S4R3N1,NA,0.031331640342250916,0.711,-0.329,FALSE,Stable,0.165,14.109975703748315,13.821744512974927,-0.165,13.615805136854798,13.657021635947197
Q59HH7,Q59HH7,NA,0.031343666119168646,0.711,-0.156,FALSE,Stable,0.078,12.73862685212192,12.637268644662862,-0.078,12.544779101278314,12.518927527837995
RAD18,A0A024R2I7,NA,0.03134467844975964,0.711,-0.185,FALSE,Stable,0.0925,10.563211113060872,10.437778779748465,-0.0925,10.346540461962707,10.284589373691933
KRIT1,O00522,889,0.03142978744683515,0.712,0.112,FALSE,Stable,-0.0562,10.465736027056726,10.488407849356618,0.0562,10.583452396448372,10.59539044069146
OCIAD1,Q9NX40,54940,0.03141602196572178,0.712,-0.187,FALSE,Stable,0.0933,11.082438520086,10.970575929892007,-0.0933,10.7962966161877,10.883631125481683
RRAGB,Q5VZM2,10325,0.031563711623628116,0.712,-0.137,FALSE,Stable,0.0685,10.878522227699298,10.887814198288273,-0.0685,10.707458552746418,10.784961936712104
ATP6V1B2,P21281,526,0.031700309463769574,0.713,0.16,FALSE,Stable,-0.0802,12.838602677654398,12.94421971640864,0.0802,13.034835058848424,13.068919349830988
HDGFRP2,Q7Z4V5,84717,0.03166321886575741,0.713,0.154,FALSE,Stable,-0.0768,13.418163298071784,13.517617166928325,0.0768,13.610062228610488,13.633115212034147
POTEI,P0CG38,653269,0.03171517024802398,0.713,-0.117,FALSE,Stable,0.0585,14.239633156567365,14.225723196875844,-0.0585,14.096688966579071,14.134814996992128
RNASEH2C,Q8TDP1,NA,0.031689923893997475,0.713,-0.149,FALSE,Stable,0.0746,11.47190745040842,11.376775916373782,-0.0746,11.26889710182217,11.281537006465552
AGGF1,Q6PIK7,NA,0.031912266975354604,0.714,-0.116,FALSE,Stable,0.0582,9.430264672076229,9.440192775380956,-0.0582,9.338130720084115,9.299385138635653
ATP5H,O75947,10476,0.03178038066007052,0.714,0.13,FALSE,Stable,-0.0649,13.802795044574873,13.779711280907518,0.0649,13.889659876260492,13.952354536969095
GABARAPL2,P60520,11345,0.031799597583909045,0.714,0.273,FALSE,Stable,-0.136,12.001212944818084,12.218430799910362,0.136,12.33724348419529,12.42740206020902
UBL4A,P11441,8266,0.03179578645609838,0.714,0.122,FALSE,Stable,-0.0609,11.811204759657002,11.794640237279555,0.0609,11.94919171156151,11.900121527399145
UGP2,Q16851,NA,0.03195223010626026,0.714,0.117,FALSE,Stable,-0.0585,14.150711740763686,14.188325470564433,0.0585,14.277925369400918,14.294985419296463
CDC123,O75794,8872,0.032082368347945166,0.715,-0.209,FALSE,Stable,0.105,10.420071295207137,10.256709546272935,-0.105,10.150946089465016,10.106913348296406
COPB2,P35606,9276,0.03201321008299101,0.715,-0.14,FALSE,Stable,0.0701,14.89940667668456,14.98158315476265,-0.0701,14.808864996349639,14.791641854556262
RAB33A,Q14088,NA,0.03207547831394984,0.715,0.276,FALSE,Stable,-0.138,10.415356849765464,10.652950698259845,0.138,10.7962966161877,10.823177545161409
ASPH,Q12797,444,0.03217848284154209,0.716,0.16,FALSE,Stable,-0.0799,9.195582870411755,9.30030813007089,0.0799,9.426462975335218,9.389155149218677
ATP2B1,P20020,490,0.032320640642234486,0.716,0.127,FALSE,Stable,-0.0636,12.102685769541834,12.164635108087062,0.0636,12.268054500457414,12.253735267635397
CFAP97,Q9P2B7,57587,0.032324532156589716,0.716,0.117,FALSE,Stable,-0.0585,8.814404896217304,8.842712920483532,0.0585,8.961337839145028,8.929717533111669
DNM1L.1,D3DUW7,NA,0.03221910988112294,0.716,0.12,FALSE,Stable,-0.06,14.341316597620898,14.316286675596851,0.06,14.469876952165338,14.427652195569554
IL16,Q14005,3603,0.032315365173806385,0.716,-0.131,FALSE,Stable,0.0655,12.679665831070103,12.672544460340347,-0.0655,12.51033931845192,12.579971070716363
