ensembl_gene_id,external_gene_name,entrezgene_id,SLX.12469.A001,SLX.12469.A004,SLX.12469.A002,SLX.12469.A005,SLX.12469.A003,SLX.12469.A006
ENSG00000004975,DVL2,1856,8.667499214493771,8.565601755443447,9.21455031608998,8.842605041687177,9.063664618250835,8.569806184077166
ENSG00000005007,UPF1,5976,10.000006475511029,9.475019563002283,9.62589375059369,9.770202716084528,9.731765708051189,9.879946113891595
ENSG00000005020,SKAP2,8935,6.9313351927675315,6.963830557705366,7.292068300858349,6.906060296004872,6.969166696717877,6.89628016517963
ENSG00000005022,SLC25A5,292,11.62108180188718,11.612571644454631,11.687053465715476,11.685801453827104,11.614888779968416,11.475625998893845
ENSG00000005059,MCUB,55013,8.670865428910838,8.679474208917146,8.979239260877458,8.860059714890596,8.599792038452643,8.74998440188243
ENSG00000005075,POLR2J,5439,5.438157034088422,5.720472159349691,5.279931108494664,5.99119745182651,5.297405545123932,5.963397797298682
ENSG00000005100,DHX33,56919,9.137277979118812,8.969482022106915,9.238464600309806,9.376977277443121,8.930427008748863,8.999326844335503
ENSG00000005156,LIG3,3980,8.05336886495759,7.866605314737806,7.967923321287114,7.967038389119792,7.865852385817436,7.845267187259376
ENSG00000005175,RPAP3,79657,8.49199555676487,8.06449388433429,8.860825928180432,8.386102996409791,8.831331340141665,8.16219190840099
ENSG00000005189,REXO5,81691,6.954802210592205,6.759253300194476,6.973532992503025,6.775079589067807,7.001478218346752,6.866503208890369
ENSG00000005194,CIAPIN1,57019,7.9228314122769135,7.983072991590098,7.50971532695558,7.7330127074035,7.963697339175669,7.7673568264832005
ENSG00000005206,SPPL2B,56928,8.616029734369576,8.909599536420787,8.706166515748563,8.692288758568727,8.946296242056272,8.639648620141186
ENSG00000005249,PRKAR2B,5577,9.778630600737017,9.445255182788198,9.776250425201038,10.015112338690411,9.531143855409775,9.782111425321965
ENSG00000005302,MSL3,10943,7.087346453956876,6.878337947919044,7.268249582645703,7.22050261515009,7.033007035251967,7.218001306134766
ENSG00000005339,CREBBP,1387,8.888742287389181,8.752805928894238,8.617505232753611,8.333759534123564,9.049049386610104,8.786448862626528
ENSG00000005448,WDR54,84058,8.633393248373409,8.865239676532545,8.493339339313964,8.85353913068738,8.609811346315489,8.774397063338643
ENSG00000005471,ABCB4,5244,5.71085368929174,5.5500654539504115,5.691168972161593,5.684353780007522,5.725030995925614,5.733451079216538
ENSG00000005483,KMT2E,55904,7.245585890990079,7.332449149862126,7.3833499423870075,7.427587126937282,7.533565555592675,7.499610753837717
ENSG00000005486,RHBDD2,57414,7.934185075750247,7.9318560524345605,7.862822883955706,8.038388787708982,7.848858918658928,7.824715575460885
ENSG00000005700,IBTK,25998,6.9313351927675315,7.087731838409297,7.219305767146368,7.156008537161317,7.261291200847088,7.056614890620951
ENSG00000005801,ZNF195,7748,7.31819357265752,7.160899202017509,7.16850193800938,7.22050261515009,7.274339724008317,7.319947833880287
ENSG00000005812,FBXL3,26224,6.883076420579349,6.852825740046815,7.060657071071436,6.724791088099761,6.716791704668711,7.035640341075827
ENSG00000005844,ITGAL,3683,7.951045096584727,7.914359671300058,7.831285626850829,7.766264640439822,7.955799362271415,7.882650825617527
ENSG00000005882,PDK2,5164,7.772543802995984,7.848268724457333,7.862822883955706,7.713648306134751,8.168561016446803,7.593580617596382
ENSG00000005889,ZFX,7543,6.820069225231058,6.2479570284329355,7.244001039199266,6.784898947748718,6.86707639245731,6.70609297752604
ENSG00000005893,LAMP2,3920,9.667207900041435,9.443248809688052,10.070385153934701,9.723421121551683,9.887461638328185,9.441936838177565
ENSG00000006007,GDE1,51573,8.0943223274821,7.988650154073079,7.967923321287114,7.962966245411941,7.882641859266793,7.800851471006528
ENSG00000006015,REX1BD,55049,8.790148364989069,8.994399159990136,8.218999358337754,8.479690410259856,8.678043617192746,8.824930374181205
ENSG00000006025,OSBPL7,114881,6.462943696494335,5.979391594587668,6.316484384017129,6.1388710559077255,6.1012692085116464,6.180129280334342
ENSG00000006062,MAP3K14,9020,8.124275401510658,7.914359671300058,8.218999358337754,8.216097639296725,8.017773897356763,8.180680528520298
ENSG00000006125,AP2B1,163,8.210502405031036,7.732881696505087,8.513160104588199,8.135459577461937,8.105900749142533,8.180680528520298
ENSG00000006194,ZNF263,10127,6.9313351927675315,6.852825740046815,6.630926598070375,7.163330774888076,6.655406857109203,7.280971138409917
ENSG00000006451,RALA,5898,7.066167646288711,6.998805552441346,6.91202181113497,7.1035879872713155,6.86707639245731,7.06697765263059
ENSG00000006530,AGK,55750,6.639697153937485,7.10905324930684,6.743872755340484,6.966837175015453,6.676210962562372,6.719710950136955
ENSG00000006576,PHTF2,57157,6.883076420579349,7.367774658135073,6.943143888382543,7.282028475859008,7.001478218346752,7.199452270915736
ENSG00000006607,FARP2,9855,7.444642323420735,7.150690994123839,7.032256896172382,6.79464210491309,7.312742895207637,7.236296497985422
ENSG00000006625,GGCT,79017,8.0943223274821,8.180863817562983,8.483324541567473,8.1498181458082275,8.182116044779299,8.093066121344059
ENSG00000006634,DBF4,10926,6.7673008951927915,6.547794060651968,7.032256896172382,6.804310373282585,6.6127026050987485,6.472789817344015
ENSG00000006652,IFRD1,3475,5.6316101184221985,5.5500654539504115,6.086719952007749,5.99119745182651,5.823658233870616,5.963397797298682
ENSG00000006695,COX10,1352,7.264108626375218,7.02161032679164,6.5493524085758175,6.975290763052387,7.248114640233604,7.17589729033554
ENSG00000006704,GTF2IRD1,9569,7.011673984555408,6.547794060651968,7.268249582645703,7.032974792459599,6.86707639245731,7.147069578213875
ENSG00000006712,PAF1,54623,8.704098303417297,8.886112076818412,8.27827365807093,8.714068601274588,8.609811346315489,8.814671368385
ENSG00000006715,VPS41,27072,7.168819115870263,7.10905324930684,7.16850193800938,7.315030706330766,7.18021302829224,7.324209870197524
ENSG00000006740,ARHGAP44,9912,6.480149652104348,6.531174483871949,6.91202181113497,6.267841157112495,6.289520834433858,6.447574074869082
ENSG00000006744,ELAC2,60528,10.315821396679205,10.37637218528673,10.257258247204913,10.092593300740855,10.162740489660568,10.076142658095133
ENSG00000006757,PNPLA4,8228,6.578410492557495,6.514318229421244,6.316484384017129,6.683039640695493,6.498790829370478,6.591335739706841
ENSG00000006831,ADIPOR2,79602,7.412056390992454,7.6713886693729725,7.50971532695558,7.770950713054801,7.5009872092106935,7.46935283993607
ENSG00000007047,MARK4,57787,6.578410492557495,6.78670538019575,6.8801266284469476,6.941139910092503,6.952703872643961,6.872514407369536
ENSG00000007080,CCDC124,115098,9.444280016244894,10.174945685654755,9.007374239593855,9.57846400171979,9.221838323974962,9.799997270185335
ENSG00000007168,PAFAH1B1,5048,8.77146871112162,8.591299488200418,9.007374239593855,8.747302032848593,8.918408641846925,8.639648620141186
ENSG00000007202,KIAA0100,9703,8.05336886495759,7.926048152179879,7.967923321287114,8.269600970928726,8.506301930977216,8.017802155491083
ENSG00000007255,TRAPPC6A,79090,8.9257914629607,8.794433565197444,9.127566549623385,8.770575898354847,9.085311956821837,8.887784366519256
ENSG00000007264,MATK,4145,8.153606146830366,8.190544115982705,8.379097752594658,8.188568120377349,8.017773897356763,8.070906051914545
ENSG00000007312,CD79B,974,12.702690861735018,12.912317063306201,12.54761745291926,12.74110429625752,12.753656724590657,12.731521110200251
ENSG00000007314,SCN4A,6329,6.966377788088967,7.02161032679164,7.268249582645703,6.906060296004872,6.84924104024115,6.998104857590598
ENSG00000007376,RPUSD1,113000,7.753371286328532,7.5923220081826734,7.405241035672879,7.6020202382891,7.386421636067117,7.6650634449196655
ENSG00000007392,LUC7L,55692,7.273275054217513,7.37646400037516,7.16850193800938,7.111205032666693,7.386421636067117,7.142203511298635
ENSG00000007520,TSR3,115939,7.022755922466186,7.200966131298324,6.367014708324435,7.353597094782666,6.676210962562372,7.194774458351702
ENSG00000007541,PIGQ,9091,7.589637099561703,7.066059523322678,7.292068300858349,7.255031350961172,7.4101178838245945,7.2677241007123925
ENSG00000007545,CRAMP1,57585,7.3093288200613475,7.1195861638947,7.292068300858349,6.888154431716893,7.18021302829224,7.204113740752283
ENSG00000007923,DNAJC11,55735,9.264945006118802,9.120436845523512,9.335879285609055,9.38602380649425,9.238026086183314,9.090732872123132
ENSG00000007944,MYLIP,29116,6.683715553492908,6.731184327595736,6.506374683024653,6.650768934365315,6.4746302189953555,6.959454155506788
ENSG00000007968,E2F2,1870,9.949841573513401,9.741382645436953,10.029915249727106,9.961713413915511,10.05921699065203,9.957017412195329
ENSG00000008018,PSMB1,5689,11.546463330862489,11.516294371228478,12.158862031343983,11.55346005910371,11.993468880843277,11.366441166404618
ENSG00000008083,JARID2,3720,6.254192259966963,6.78670538019575,6.743872755340484,6.683039640695493,6.568434478937661,6.537486851316994
ENSG00000008128,CDK11A,728642,6.211586884220208,6.2479570284329355,6.263529943091884,6.1388710559077255,6.568434478937661,6.263427017428874
ENSG00000008130,NADK,65220,8.016531112322705,7.960540263930302,8.157134042327867,7.718514772689065,8.084380251099837,8.070906051914545
ENSG00000008256,CYTH3,9265,6.096809550657849,6.060063096667045,6.086719952007749,6.172629165718393,5.670639268824355,6.19090711597572
ENSG00000008282,SYPL1,6856,10.480488252430382,10.250238537526013,10.345079538334147,10.210873058113203,10.557215194472981,10.208646992521189
ENSG00000008294,SPAG9,9043,7.46064795108934,7.726182115037188,7.732156378269126,7.979184455311561,7.6953884224971745,7.745614805847767
ENSG00000008300,CELSR3,1951,6.530299861516736,6.49721729205093,6.506374683024653,6.121566304135916,6.167854628814147,6.948195928212251
ENSG00000008324,SS18L2,51188,7.245585890990079,8.095788398671571,7.060657071071436,7.694010017374075,7.123283821455072,7.697847183931414
ENSG00000008382,MPND,84954,6.654546739861924,6.998805552441346,6.461765460160166,6.941139910092503,6.545671403300189,6.981681037538204
ENSG00000008710,PKD1,5310,5.8485719891489225,5.444793796663913,5.786179860349833,5.765837097273107,5.868897783299699,6.028556434174928
ENSG00000008838,MED24,9862,9.8260131686850265,9.465166406725347,9.652810523971121,9.567907378999418,9.953558885686927,9.681167173888026
ENSG00000008853,RHOBTB2,23221,8.343480047951882,8.05390604104955,8.157134042327867,7.896151296992391,8.44599419027454,8.359475324855094
ENSG00000008869,HEATR5B,54497,7.395466268455763,6.951959288429835,7.268249582645703,7.192223140651287,7.467615452373458,7.289730577619701
ENSG00000008952,SEC62,7095,9.269380188380701,9.63646796438161,9.666082418713483,9.473489210811444,9.178875575419859,9.513280978621523
ENSG00000008988,RPS20,6224,8.862519518332581,8.892020156171379,8.90638579323691,8.855715960821437,9.078132416347636,8.688671085160545
ENSG00000009307,CSDE1,7812,10.650488958014586,10.335902103566225,10.556846294830482,10.2730683309762,10.612788521546662,10.38628876295541
ENSG00000009335,UBE3C,9690,7.217312793917859,7.258898732350907,7.194145785564164,7.315030706330766,6.902016050429582,7.0874611700527135
ENSG00000009413,REV3L,5980,6.7673008951927915,6.564184541470546,7.060657071071436,6.735012526446386,7.063793376537326,6.878497413128081
ENSG00000009780,FAM76A,199870,6.021100815538292,6.310605003600279,6.207848303304657,6.369287915250512,5.952940073450232,6.368424428228839
ENSG00000009790,TRAF3IP3,80342,7.097809421796623,7.191061817209272,6.461765460160166,6.735012526446386,6.969166696717877,7.0461696010239185
ENSG00000009844,VTA1,51534,8.805530526426613,8.72987871256054,8.243007522199868,8.128225178448329,8.619760788431094,8.422807904819711
ENSG00000009954,BAZ1B,9031,9.858717902787538,9.511857648374733,9.463050703584381,9.7655923846999535,9.59532575294504,9.800737712901253
ENSG00000010017,RANBP9,10048,8.027154923931109,7.584904465770964,8.36824220876499,8.24977328969875,8.44599419027454,7.891137787705393
ENSG00000010072,SPRTN,83932,6.977850812559036,6.998805552441346,7.16850193800938,7.213488683748948,7.248114640233604,7.213388138566378
ENSG00000010165,EEF1AKNMT,51603,8.317863427694112,8.32832737365949,8.25486069230918,8.109975312712397,7.9871282257301095,8.254490641372305
ENSG00000010244,ZNF207,7756,10.362157139104996,10.249091837299886,9.970563784605462,10.335801649534567,10.09514943141773,10.241725415553677
ENSG00000010256,UQCRC1,7384,11.031513984139282,11.22131449891196,10.822630598641016,11.124949173502756,10.785402116963908,10.954600782759229
ENSG00000010270,STARD3NL,83930,5.909803349957312,6.060063096667045,6.086719952007749,5.885727594583232,5.394672431251309,6.08959228129416
ENSG00000010292,NCAPD2,9918,11.148461354951474,10.681002151563025,11.203665239374502,10.820255895077443,11.102801990217593,11.072931884875748
ENSG00000010322,NISCH,11188,8.540703137837076,8.219193812539155,8.118671935735277,8.16049210893675,8.377150572175658,7.951852723200052
ENSG00000010361,FUZ,80199,8.099358871928038,8.151418772324678,8.038451732180357,8.202399832993112,8.168561016446803,7.965292598715593
ENSG00000010404,IDS,3423,6.167193915270777,6.3504699283755155,6.149067098927274,6.049206264191018,6.260375343120666,6.212136631906829
ENSG00000010539,ZNF200,7752,6.740059480283772,6.716908561836626,6.590831163641619,6.775079589067807,7.137746823080324,6.7465063502030604
ENSG00000010626,LRRC23,10233,5.6316101184221985,5.757563557192253,5.451764401342137,6.2213012050488095,5.725030995925614,5.801124656444766
ENSG00000010671,BTK,695,9.668885897560793,9.459221939050332,10.109749150731187,9.72579666681231,9.93384783077135,9.694776949069919
ENSG00000010803,SCMH1,22955,6.594026473945206,6.564184541470546,6.149067098927274,6.661620625480146,6.398969588580844,6.65720883402403
ENSG00000010810,FYN,2534,6.167193915270777,6.330716384117058,6.149067098927274,6.297790954064279,6.424747035609652,6.34076163434174
ENSG00000010818,HIVEP2,3097,6.562588387661063,6.658094855721764,7.060657071071436,6.724791088099761,7.048490630948031,6.884452517687798
ENSG00000011007,ELOA,6924,7.420276219902312,7.866605314737806,7.3384790044876915,7.874600972880031,7.3500833550330364,7.905169405283306
ENSG00000011009,LYPLA2,11313,8.19179016776247,8.161302100845472,8.883787064020517,8.36784828541096,8.55381325417289,8.2631814277983
ENSG00000011021,CLCN6,1185,6.6246641399637864,6.915675888440376,6.461765460160166,6.99203445103862,6.4746302189953555,6.726464192047289
ENSG00000011052,NME1-NME2,654364,13.06151901343556,13.110543024155193,12.88221943173332,12.923225404934747,12.896841604673034,12.877931873957419
ENSG00000011114,BTBD7,55727,6.5465537564645855,6.773054543257567,6.506374683024653,6.784898947748718,6.424747035609652,6.5136406135627505
ENSG00000011132,APBA3,9546,7.044641673693688,7.02161032679164,6.5493524085758175,6.7040918069343025,6.7752760628661255,6.890380007724355
ENSG00000011143,MKS1,54903,6.977850812559036,6.865645695344263,7.003226001285298,7.041011013689273,6.884665593094356,6.726464192047289
ENSG00000011243,AKAP8L,26993,8.347704900910834,8.310711832381262,8.25486069230918,8.209265309121538,7.890961661908991,8.363517391231477
ENSG00000011258,MBTD1,54799,7.011673984555408,6.658094855721764,7.219305767146368,7.328008797370769,7.033007035251967,7.082370116179749
ENSG00000011260,UTP18,51096,8.934206871231297,8.865239676532545,8.957769535775054,8.78664510949095,8.724859198193368,8.683843874077557
ENSG00000011275,RNF216,54476,7.632421817460532,7.323471756784234,7.587913870627568,7.372475936860515,7.8142390994658335,7.357830994698949
ENSG00000011295,TTC19,54902,7.476468251793044,7.57744678400025,7.549370466501998,7.575341583857156,7.444906380938232,7.510787325668055
ENSG00000011304,PTBP1,5725,11.92515674675164,11.849560512050717,11.620519316247748,11.753361979532869,11.903681935852514,11.845081096387736
ENSG00000011332,DPF1,8193,6.845648239141816,6.6730642156440005,6.743872755340484,6.975290763052387,6.716791704668711,6.785649864778668
ENSG00000011376,LARS2,23395,8.544381807280025,8.501193703029902,8.312683749799389,8.59908683498869,8.371260221335596,8.31423615166893
ENSG00000011405,PIK3C2A,5286,6.966377788088967,6.627593971041988,7.16850193800938,6.745150599412389,6.952703872643961,6.779210344873655
ENSG00000011426,ANLN,54443,7.778876421112588,7.860519798164171,7.996560588455989,7.79874087256797,7.787698741719291,7.8306183877149875
ENSG00000011451,WIZ,58525,7.928519734840109,7.7788963499275745,8.289836704828343,7.79874087256797,7.994852491302047,7.907958940234231
ENSG00000011454,RABGAP1,23637,8.084194958696727,7.860519798164171,7.697479156861752,7.6333682708174155,7.931835201709746,7.930077561002168
ENSG00000011478,QPCTL,54814,8.38517347560222,8.66917632462624,8.065702229694859,8.38307678445925,8.527613877559682,8.659460016601683
ENSG00000011485,PPP5C,5536,10.267946290086824,9.92786579571025,9.970563784605462,10.05342870873133,10.22730236505437,10.008549734593212
ENSG00000011523,CEP68,23177,8.0111889715385,8.005250087183,8.024626136845818,8.003166088404477,8.182116044779299,8.102804362260349
ENSG00000011566,MAP4K3,8491,5.6316101184221985,5.859638164851832,6.4153716361340045,5.99119745182651,6.260375343120666,6.101360530633076
ENSG00000012048,BRCA1,672,8.587800992641297,7.999738525022976,8.571019930914684,8.22289714796508,8.406241567333772,8.171466442760163
ENSG00000012061,ERCC1,2067,7.8406693179622335,7.937639999820094,7.697479156861752,7.821483586939919,7.60670736090205,7.824715575460885
ENSG00000012124,CD22,933,10.47857767106445,10.269594117264312,10.144911707802649,9.779379317367665,10.61154899233394,10.206414530063944
ENSG00000012174,MBTPS2,51360,6.820069225231058,6.8267910529622355,7.3833499423870075,7.0959267159876,7.137746823080324,6.779210344873655
ENSG00000012211,PRICKLE3,4007,6.895312453012995,6.658094855721764,6.91202181113497,6.58354067516905,6.969166696717877,6.948195928212251
ENSG00000012232,EXTL3,2137,5.9389085250777125,6.060063096667045,6.020209006291851,6.25255068768533,6.289520834433858,6.147109109002713
ENSG00000012660,ELOVL5,60481,8.942573132709352,9.245536991813244,9.034967643687201,9.043031890024379,9.247651871115513,9.037598744285969
ENSG00000012779,ALOX5,240,8.495801996275585,8.72987871256054,8.301306226879872,8.802535785344157,8.54861176390785,8.802856001170086
ENSG00000012817,KDM5D,8284,7.476468251793044,7.2776663793372185,7.142353782750751,7.295326510931673,7.533565555592675,7.4305635350705845
ENSG00000012963,UBR7,55148,8.04294177921526,8.371432999408643,7.9533827255906875,8.03451840801036,7.907454424030287,8.28467806324771
ENSG00000013275,PSMC4,5704,9.693823859588296,9.570007083197806,9.643894096567942,9.551925746086471,9.625144740721627,9.611117834547324
ENSG00000013288,MAN2B2,23324,6.966377788088967,7.150690994123839,6.8801266284469476,6.813905029195198,7.123283821455072,7.1615616177948676
ENSG00000013306,SLC25A39,51629,8.19179016776247,8.080227970967735,7.9533827255906875,8.459737723891,8.062526199223898,8.3775747305473
ENSG00000013374,NUB1,51667,9.240303616155535,9.266124170140465,8.883787064020517,9.160258969889016,8.950236236355643,9.096785434997846
ENSG00000013375,PGM3,5238,7.044641673693688,6.903350399851521,7.219305767146368,7.3972459633709535,7.248114640233604,6.948195928212251
ENSG00000013441,CLK1,1195,6.497105503395728,7.508443324221606,6.847414535876166,7.185058614354133,6.655406857109203,7.258819638705871
ENSG00000013503,POLR3B,55703,7.917119915612684,7.726182115037188,8.169725521215865,7.74259465154233,7.822974854404447,7.7673568264832005
ENSG00000013523,ANGEL1,23357,7.7661822582686355,7.949136841801924,7.315473107351615,7.995217584969186,7.751506492910174,7.848178606252004
ENSG00000013561,RNF14,9604,6.480149652104348,6.330716384117058,6.263529943091884,6.475032725582615,6.4746302189953555,6.413072352468993
ENSG00000013573,DDX11,1663,7.097809421796623,6.939977946430527,7.606788641111512,6.869994332954246,7.18021302829224,7.1225585299472645
ENSG00000013810,TACC3,10460,10.532060799860288,10.303129429054618,10.32292324617934,10.388445395880517,10.385086749984383,10.620987377005605
ENSG00000014123,UFL1,23376,7.625382461787945,7.943400196443656,7.8471432154010445,7.891867689797943,7.6664548335776335,7.954551011656432
ENSG00000014138,POLA2,23649,9.64350813389606,9.23164639975636,9.171717227305738,9.418715623497619,9.444576568002734,9.275976899864645
ENSG00000014164,ZC3H3,23144,8.196491480195077,7.804523538924274,8.27827365807093,7.807882495348597,8.098763668969404,7.905169405283306
ENSG00000014216,CAPN1,823,9.607210085762048,9.37962019399401,9.427106798270888,9.205275664689987,9.260386705280395,9.519594665369066
ENSG00000014641,MDH1,4190,10.810916643461733,10.484577344810965,10.824602631178136,10.598607021824852,10.811544476368127,10.535111610352876
ENSG00000014824,SLC30A9,10463,6.954802210592205,7.160899202017509,7.088455599895941,7.048998194633866,7.048490630948031,7.117601377254547
ENSG00000014919,COX15,1355,8.967382732579269,8.68969837716397,9.055319712236907,8.784360532589501,8.914380005633936,8.903075963640383
ENSG00000015133,CCDC88C,440193,8.347704900910834,8.069758120030206,8.813768210164632,8.622323903710203,8.457150990515608,8.614491334805543
ENSG00000015285,WAS,7454,9.903576350677948,9.716692588148307,9.970563784605462,9.45927620179911,10.033520128954896,9.855212912783491
ENSG00000015475,BID,637,7.989615135465847,7.848268724457333,7.3833499423870075,7.870250798967108,7.760643138934891,7.899573615926381
ENSG00000015479,MATR3,9782,10.62653398099659,9.9744175786731,10.67085919059886,10.215103973548398,10.519380006527305,10.32947346252884
ENSG00000015532,XYLT2,64132,7.0554488270769316,7.130035827253701,6.630926598070375,6.69361068641567,6.736593310989983,6.785649864778668
ENSG00000015676,NUDCD3,23386,8.584232797070273,8.465878556692756,8.206840849846026,8.570162137532392,8.27353099284232,8.379571615644826
ENSG00000016864,GLT8D1,55830,6.919439483053197,6.81357021253749,6.743872755340484,7.016752572664393,7.287262834012898,6.692323223624975
ENSG00000017260,ATP2C1,27032,7.3093288200613475,7.460433937578718,7.219305767146368,7.268597707820428,7.337750762939425,7.503346412572683
ENSG00000017483,SLC38A5,92745,9.412565724101448,9.62412750782809,9.279379652080582,9.154972706217286,9.444576568002734,9.45329091998528
ENSG00000017797,RALBP1,10928,7.6040465411160625,7.427464473572068,7.587913870627568,7.520381024218646,7.386421636067117,7.568905941605945
ENSG00000018189,RUFY3,22902,7.282379408541729,7.524079738044051,7.606788641111512,7.118778400633317,7.108660922434659,7.374333654927496
ENSG00000018510,AGPS,8540,7.515237022012886,7.460433937578718,7.697479156861752,7.427587126937282,7.300063071112757,7.518188081785679
ENSG00000018610,STEEP1,63932,7.530442688396859,7.268315319557163,7.938689919657838,7.564523774481629,7.586203020579084,7.4067490586363585
ENSG00000018699,TTC27,55622,7.694214551703089,7.726182115037188,8.144429359648816,7.569943303696163,7.596493296145191,7.655075110771664
ENSG00000019485,PRDM11,56981,6.353920589617102,6.060063096667045,6.207848303304657,6.18910501872794,6.066254539765217,5.976794304807764
