Id,entrezgene_id,Mutu_HL_Ratio,Mutu_Intensity,MutuSignif,U2932_HL_Ratio,U2932_Intensity,U2932Signif
NIBAN1,116496,NA,NA,NA,0.7178,37674000,FALSE
CKAP5,9793,NA,NA,NA,0.71635,22456000,FALSE
GNB2,2783,NA,NA,NA,0.71487,5824000000,FALSE
COPS8,10920,NA,NA,NA,0.7142,29567000,FALSE
COPZ1,22818,NA,NA,NA,0.71402,35065000,FALSE
PSMB2,5690,NA,NA,NA,0.71355,213990000,FALSE
NFATC2,4773,NA,NA,NA,0.71212,18496000,FALSE
STIP1,10963,NA,NA,NA,0.71168,321010000,FALSE
PDIA6,10130,NA,NA,NA,0.71133,238090000,FALSE
TPP2,7174,NA,NA,NA,0.71048,744560000,FALSE
VASP,7408,NA,NA,NA,0.7082,476130000,FALSE
PSMA1,5682,NA,NA,NA,0.7054,692270000,FALSE
AMOTL1,154810,NA,NA,NA,0.70524,33316000,FALSE
SHKBP1,92799,NA,NA,NA,0.70496,375330000,FALSE
CMPK1,51727,NA,NA,NA,0.70431,41106000,FALSE
IKZF3,22806,NA,NA,NA,0.70214,12930000,FALSE
SNAP29,9342,NA,NA,NA,0.70049,25241000,FALSE
CCDC88C,440193,NA,NA,NA,0.7004,566390000,FALSE
LASP1,3927,NA,NA,NA,0.70007,264530000,FALSE
NUDC,10726,NA,NA,NA,0.69921,41598000,FALSE
DAAM1,23002,NA,NA,NA,0.69626,130110000,FALSE
SH3BP1,23616,NA,NA,NA,0.69578,12856000,FALSE
EIF2B1,1967,NA,NA,NA,0.69557,85941000,FALSE
DCTN2,10540,NA,NA,NA,0.69483,277610000,FALSE
PSMB8,5696,NA,NA,NA,0.69315,177700000,FALSE
PSMD11,5717,NA,NA,NA,0.69213,554440000,FALSE
DIAPH1,1729,NA,NA,NA,0.69192,12638000,FALSE
CORO1A,11151,NA,NA,NA,0.68985,1124000000,FALSE
DNAAF5,54919,NA,NA,NA,0.68928,10146000,FALSE
LCK,3932,NA,NA,NA,0.6889,381840000,FALSE
ARHGDIB,397,NA,NA,NA,0.68759,130220000,FALSE
PSMB9,5698,NA,NA,NA,0.68626,38898000,FALSE
HSD17B10,3028,NA,NA,NA,0.68603,302200000,FALSE
KCTD10,83892,NA,NA,NA,0.68576,253490000,FALSE
GSTP1,2950,NA,NA,NA,0.68575,122750000,FALSE
PRPS2,5634,NA,NA,NA,0.685,19674000,FALSE
ATP1B3,483,NA,NA,NA,0.68451,104450000,FALSE
NUP93,9688,NA,NA,NA,0.6842,45330000,FALSE
TUBG1,7283,NA,NA,NA,0.6832,93224000,FALSE
RP2,6102,NA,NA,NA,0.68221,331210000,FALSE
PSMA3,5684,NA,NA,NA,0.68195,149950000,FALSE
GEMIN6,79833,NA,NA,NA,0.68091,40806000,FALSE
COTL1,23406,NA,NA,NA,0.6803,114570000,FALSE
SEH1L,81929,NA,NA,NA,0.67966,17178000,FALSE
SSRP1,6749,NA,NA,NA,0.67879,27842000,FALSE
DCTN1,1639,NA,NA,NA,0.67755,87899000,FALSE
PSMD14,10213,NA,NA,NA,0.67346,41736000,FALSE
LIMA1,51474,NA,NA,NA,0.67336,7730900000,FALSE
FEN1,2237,NA,NA,NA,0.67202,99910000,FALSE
FTH1,2495,NA,NA,NA,0.67028,108390000,FALSE
PSMD7,5713,NA,NA,NA,0.66931,118570000,FALSE
CDC42,998,NA,NA,NA,0.66883,598940000,FALSE
TAGLN2,8407,NA,NA,NA,0.66824,214220000,FALSE
PSMA6,5687,NA,NA,NA,0.66762,282550000,FALSE
EXOC3,11336,NA,NA,NA,0.66631,23439000,FALSE
PRKAG1,5571,NA,NA,NA,0.66551,35024000,FALSE
GLIPR2,152007,NA,NA,NA,0.66465,66098000,FALSE
TNIP1,10318,NA,NA,NA,0.66407,38727000,FALSE
PITPNB,23760,NA,NA,NA,0.6632,20666000,FALSE
PACSIN2,11252,NA,NA,NA,0.66253,133520000,FALSE
EXOC4,60412,NA,NA,NA,0.65855,15651000,FALSE
MCM2,4171,NA,NA,NA,0.65795,55526000,FALSE
CMC1,152100,NA,NA,NA,0.65717,18311000,FALSE
MYO18A,399687,NA,NA,NA,0.65511,8028500000,FALSE
GOLGA7,51125,NA,NA,NA,0.65369,63193000,FALSE
WASHC5,9897,NA,NA,NA,0.65306,21709000,FALSE
ST13,6767,NA,NA,NA,0.65055,53636000,FALSE
NUP62,23636,NA,NA,NA,0.64889,73924000,FALSE
HNRNPH3,3189,NA,NA,NA,0.64878,36961000,FALSE
EBP,10682,NA,NA,NA,0.64805,58807000,FALSE
NUP133,55746,NA,NA,NA,0.64778,20229000,FALSE
CBX3,11335,NA,NA,NA,0.64716,34404000,FALSE
ROCK2,9475,NA,NA,NA,0.6466,22195000,FALSE
CCDC69,26112,NA,NA,NA,0.64609,749660000,FALSE
IKZF1,10320,NA,NA,NA,0.64444,57577000,FALSE
SIPA1,6494,NA,NA,NA,0.64379,5304400000,FALSE
ESYT1,23344,NA,NA,NA,0.64356,28661000,FALSE
TES,26136,NA,NA,NA,0.64047,61525000,FALSE
PSMC5,5705,NA,NA,NA,0.63898,319570000,FALSE
PSMB1,5689,NA,NA,NA,0.63739,200750000,FALSE
PSMC2,5701,NA,NA,NA,0.63714,318290000,FALSE
TSFM,10102,NA,NA,NA,0.63502,11715000,FALSE
SQSTM1,8878,NA,NA,NA,0.63234,55027000,FALSE
PSMB5,5693,NA,NA,NA,0.63137,144630000,FALSE
CORO2A,7464,NA,NA,NA,0.63086,80793000,FALSE
AP3B1,8546,NA,NA,NA,0.63038,82055000,FALSE
WDR91,29062,NA,NA,NA,0.62986,17917000,FALSE
AP3S1,1176,NA,NA,NA,0.62887,19691000,FALSE
NUP54,53371,NA,NA,NA,0.62657,54744000,FALSE
NUP85,79902,NA,NA,NA,0.6258,23237000,FALSE
GPM6A,2823,NA,NA,NA,0.62524,541530000,FALSE
PSMB6,5694,NA,NA,NA,0.62523,157130000,FALSE
RPL5,6125,NA,NA,NA,0.62405,76861000,FALSE
ACACA,31,NA,NA,NA,0.62312,38042000,FALSE
CD74,972,NA,NA,NA,0.62268,27320000,FALSE
PDIA4,9601,NA,NA,NA,0.62212,34378000,FALSE
PSMB10,5699,NA,NA,NA,0.62147,10849000,FALSE
AP1M1,8907,NA,NA,NA,0.62039,92935000,FALSE
PACS1,55690,NA,NA,NA,0.62014,11220000,FALSE
FTL,2512,NA,NA,NA,0.61934,53451000,FALSE
TNFAIP1,7126,NA,NA,NA,0.61808,49022000,FALSE
CAP1,10487,NA,NA,NA,0.6173,34303000,FALSE
DIXDC1,85458,NA,NA,NA,0.61564,11132000,FALSE
PSMD8,5714,NA,NA,NA,0.61466,328170000,FALSE
UBL4A,8266,NA,NA,NA,0.61148,41766000,FALSE
DYNC1LI1,51143,NA,NA,NA,0.61046,81731000,FALSE
PIH1D1,55011,NA,NA,NA,0.60613,28782000,FALSE
CLDND1,56650,NA,NA,NA,0.60522,54403000,FALSE
NECAP2,55707,NA,NA,NA,0.60255,96180000,FALSE
FBXW11,23291,NA,NA,NA,0.59907,177680000,FALSE
NUP107,57122,NA,NA,NA,0.58992,25463000,FALSE
VAC14,55697,NA,NA,NA,0.58798,83203000,FALSE
GIT2,9815,NA,NA,NA,0.58394,24014000,FALSE
DYNC1I2,1781,NA,NA,NA,0.58292,29379000,FALSE
PPP1R18,170954,NA,NA,NA,0.57452,2346800000,FALSE
ETFB,2109,NA,NA,NA,0.57396,51683000,FALSE
IPO8,10526,NA,NA,NA,0.56652,8042100,FALSE
NUP160,23279,NA,NA,NA,0.56602,27982000,FALSE
PA2G4,5036,NA,NA,NA,0.56524,138380000,FALSE
PSMD6,9861,NA,NA,NA,0.56011,63966000,FALSE
PSMC1,5700,NA,NA,NA,0.55703,47119000,FALSE
PSMC4,5704,NA,NA,NA,0.54955,88711000,FALSE
LMNB2,84823,NA,NA,NA,0.54152,190800000,FALSE
MYO5B,4645,NA,NA,NA,0.54104,17854000,FALSE
TPR,7175,NA,NA,NA,0.52507,60594000,FALSE
NUP35,129401,NA,NA,NA,0.50123,46776000,FALSE
ACTN4,81,NA,NA,NA,0.49388,27357000000,FALSE
CEP131,22994,NA,NA,NA,0.48802,51684000,FALSE
LSP1,4046,NA,NA,NA,0.48763,1837500000,FALSE
RDX,5962,NA,NA,NA,0.47144,74172000,FALSE
NUP205,23165,NA,NA,NA,0.46837,130740000,FALSE
SUPT16H,11198,NA,NA,NA,0.46653,16530000,FALSE
GIT1,28964,NA,NA,NA,0.4662,94986000,FALSE
HECTD3,79654,NA,NA,NA,0.45657,8070800,FALSE
MCCC2,64087,NA,NA,NA,0.45026,39514000,FALSE
SH3KBP1,30011,NA,NA,NA,0.44746,16961000,FALSE
NUP210,23225,NA,NA,NA,0.42791,197100000,FALSE
ALDH16A1,126133,NA,NA,NA,0.42412,133590000,FALSE
