Gene_names.x,Mutu_HL_Ratio,Mutu_Intensity,MutuSignif,Gene_names_rep,Gene_names.y,U2932_HL_Ratio,U2932_Intensity,U2932Signif,ApprovedSymbol,entrezgene_id
PHGDH;PGDH3,0.95298,60812000,FALSE,PHGDH,PHGDH;PGDH3,1.0007,987960000,FALSE,PHGDH,26227
RPN1,0.95039,196030000,FALSE,RPN1,RPN1,0.89685,37017000,FALSE,RPN1,6184
TNPO1,0.95011,19859000,FALSE,TNPO1,TNPO1,1.1434,66866000,FALSE,TNPO1,3842
LAPTM5,0.94327,465950000,FALSE,LAPTM5,NA,NA,NA,NA,LAPTM5,7805
HSPA8,0.94227,2272400000,FALSE,HSPA8,HSPA8,0.90422,9227500000,FALSE,HSPA8,3312
HLA-DPA1,0.94135,10849000,FALSE,HLA-DPA1,NA,NA,NA,NA,HLA-DPA1,3113
HLA-DRA;HLA-DQA1/DRA,0.93983,106830000,FALSE,HLA-DRA,HLA-DRA;HLA-DQA1/DRA,0.80258,401290000,FALSE,HLA-DRA,3122
ACTG1,0.93658,39710000000,FALSE,ACTG1,ACTG1,1.0208,651310000000,FALSE,ACTG1,71
FAR1,0.9314,114790000,FALSE,FAR1,NA,NA,NA,NA,FAR1,84188
CAMTA2,0.92406,133410000,FALSE,CAMTA2,NA,NA,NA,NA,CAMTA2,23125
SCAMP3,0.92135,9530600,FALSE,SCAMP3,SCAMP3,0.88903,26942000,FALSE,SCAMP3,10067
EEF1B2,0.91762,37261000,FALSE,EEF1B2,EEF1B2;LOC392793,0.7027,704340000,FALSE,EEF1B2,1933
AKAP11,0.91761,23627000,FALSE,AKAP11,NA,NA,NA,NA,AKAP11,11215
SLC20A1,0.91653,15364000,FALSE,SLC20A1,NA,NA,NA,NA,SLC20A1,6574
CXCR4,0.91242,35896000,FALSE,CXCR4,NA,NA,NA,NA,CXCR4,7852
HYOU1,0.91114,14720000,FALSE,HYOU1,HYOU1,0.78754,111180000,FALSE,HYOU1,10525
"NA",0.90728,1319400000,FALSE,A1BG-AS1,"NA",2.0947,258230000,FALSE,A1BG-AS1,503538
"NA",0.90728,1319400000,FALSE,A1BG-AS1,"NA",1.8272,56788000,FALSE,A1BG-AS1,503538
"NA",0.90728,1319400000,FALSE,A1BG-AS1,"NA",1.2338,133780000,FALSE,A1BG-AS1,503538
"NA",0.90728,1319400000,FALSE,A1BG-AS1,"NA",1.2212,571780000,FALSE,A1BG-AS1,503538
"NA",0.90728,1319400000,FALSE,A1BG-AS1,"NA",1.0844,41378000,FALSE,A1BG-AS1,503538
"NA",0.90728,1319400000,FALSE,A1BG-AS1,"NA",1.0667,78461000,FALSE,A1BG-AS1,503538
"NA",0.90728,1319400000,FALSE,A1BG-AS1,"NA",1.0255,219670000,FALSE,A1BG-AS1,503538
"NA",0.90728,1319400000,FALSE,A1BG-AS1,"NA",1.0158,119680000,FALSE,A1BG-AS1,503538
"NA",0.90728,1319400000,FALSE,A1BG-AS1,"NA",1.0036,631670000,FALSE,A1BG-AS1,503538
"NA",0.90728,1319400000,FALSE,A1BG-AS1,"NA",0.92506,50150000,FALSE,A1BG-AS1,503538
"NA",0.90728,1319400000,FALSE,A1BG-AS1,"NA",0.82918,102870000,FALSE,A1BG-AS1,503538
"NA",0.90728,1319400000,FALSE,A1BG-AS1,"NA",0.80885,58916000,FALSE,A1BG-AS1,503538
"NA",0.90728,1319400000,FALSE,A1BG-AS1,"NA",0.7387,278500000,FALSE,A1BG-AS1,503538
"NA",0.90728,1319400000,FALSE,A1BG-AS1,"NA",0.71595,130610000,FALSE,A1BG-AS1,503538
"NA",0.90728,1319400000,FALSE,A1BG-AS1,"NA",0.63733,600130000,FALSE,A1BG-AS1,503538
IGJ,0.89991,384530000,FALSE,JCHAIN,NA,NA,NA,NA,JCHAIN,3512
XPO1,0.89975,38916000,FALSE,XPO1,XPO1,0.82072,98455000,FALSE,XPO1,7514
JAK1,0.89438,179520000,FALSE,JAK1,JAK1,1.2189,112080000,FALSE,JAK1,3716
DNAJB11,0.89158,13725000,FALSE,DNAJB11,NA,NA,NA,NA,DNAJB11,51726
AIFM1,0.89104,6865800,FALSE,AIFM1,AIFM1,0.50791,61831000,FALSE,AIFM1,9131
"NA",0.8908,40280000,FALSE,A1BG-AS1,"NA",2.0947,258230000,FALSE,A1BG-AS1,503538
"NA",0.8908,40280000,FALSE,A1BG-AS1,"NA",1.8272,56788000,FALSE,A1BG-AS1,503538
"NA",0.8908,40280000,FALSE,A1BG-AS1,"NA",1.2338,133780000,FALSE,A1BG-AS1,503538
"NA",0.8908,40280000,FALSE,A1BG-AS1,"NA",1.2212,571780000,FALSE,A1BG-AS1,503538
"NA",0.8908,40280000,FALSE,A1BG-AS1,"NA",1.0844,41378000,FALSE,A1BG-AS1,503538
"NA",0.8908,40280000,FALSE,A1BG-AS1,"NA",1.0667,78461000,FALSE,A1BG-AS1,503538
"NA",0.8908,40280000,FALSE,A1BG-AS1,"NA",1.0255,219670000,FALSE,A1BG-AS1,503538
"NA",0.8908,40280000,FALSE,A1BG-AS1,"NA",1.0158,119680000,FALSE,A1BG-AS1,503538
"NA",0.8908,40280000,FALSE,A1BG-AS1,"NA",1.0036,631670000,FALSE,A1BG-AS1,503538
"NA",0.8908,40280000,FALSE,A1BG-AS1,"NA",0.92506,50150000,FALSE,A1BG-AS1,503538
"NA",0.8908,40280000,FALSE,A1BG-AS1,"NA",0.82918,102870000,FALSE,A1BG-AS1,503538
"NA",0.8908,40280000,FALSE,A1BG-AS1,"NA",0.80885,58916000,FALSE,A1BG-AS1,503538
"NA",0.8908,40280000,FALSE,A1BG-AS1,"NA",0.7387,278500000,FALSE,A1BG-AS1,503538
"NA",0.8908,40280000,FALSE,A1BG-AS1,"NA",0.71595,130610000,FALSE,A1BG-AS1,503538
"NA",0.8908,40280000,FALSE,A1BG-AS1,"NA",0.63733,600130000,FALSE,A1BG-AS1,503538
RNF144B,0.88837,425870000,FALSE,RNF144B,NA,NA,NA,NA,RNF144B,255488
SPTAN1;DKFZP564P0562,0.88648,18388000,FALSE,SPTAN1,SPTAN1,0.98389,348450000000,FALSE,SPTAN1,6709
CD22,0.87427,36538000,FALSE,CD22,CD22,1.0778,232240000,FALSE,CD22,933
ATP5B,0.87388,289320000,FALSE,ATP5F1B,ATP5B,0.7428,459150000,FALSE,ATP5F1B,506
DHCR7,0.87356,115930000,FALSE,DHCR7,NA,NA,NA,NA,DHCR7,1717
PCMT1,0.87258,490430000,FALSE,PCMT1,PCMT1,0.4605,559700000,FALSE,PCMT1,5110
CD79B,0.87098,604330000,FALSE,CD79B,NA,NA,NA,NA,CD79B,974
TFRC,0.87058,1314100000,FALSE,TFRC,TFRC,1.1903,488760000,FALSE,TFRC,7037
"NA",0.85734,197900000,FALSE,A1BG-AS1,"NA",2.0947,258230000,FALSE,A1BG-AS1,503538
"NA",0.85734,197900000,FALSE,A1BG-AS1,"NA",1.8272,56788000,FALSE,A1BG-AS1,503538
"NA",0.85734,197900000,FALSE,A1BG-AS1,"NA",1.2338,133780000,FALSE,A1BG-AS1,503538
"NA",0.85734,197900000,FALSE,A1BG-AS1,"NA",1.2212,571780000,FALSE,A1BG-AS1,503538
"NA",0.85734,197900000,FALSE,A1BG-AS1,"NA",1.0844,41378000,FALSE,A1BG-AS1,503538
"NA",0.85734,197900000,FALSE,A1BG-AS1,"NA",1.0667,78461000,FALSE,A1BG-AS1,503538
"NA",0.85734,197900000,FALSE,A1BG-AS1,"NA",1.0255,219670000,FALSE,A1BG-AS1,503538
"NA",0.85734,197900000,FALSE,A1BG-AS1,"NA",1.0158,119680000,FALSE,A1BG-AS1,503538
"NA",0.85734,197900000,FALSE,A1BG-AS1,"NA",1.0036,631670000,FALSE,A1BG-AS1,503538
"NA",0.85734,197900000,FALSE,A1BG-AS1,"NA",0.92506,50150000,FALSE,A1BG-AS1,503538
"NA",0.85734,197900000,FALSE,A1BG-AS1,"NA",0.82918,102870000,FALSE,A1BG-AS1,503538
"NA",0.85734,197900000,FALSE,A1BG-AS1,"NA",0.80885,58916000,FALSE,A1BG-AS1,503538
"NA",0.85734,197900000,FALSE,A1BG-AS1,"NA",0.7387,278500000,FALSE,A1BG-AS1,503538
"NA",0.85734,197900000,FALSE,A1BG-AS1,"NA",0.71595,130610000,FALSE,A1BG-AS1,503538
"NA",0.85734,197900000,FALSE,A1BG-AS1,"NA",0.63733,600130000,FALSE,A1BG-AS1,503538
KLHL6,0.85219,286550000,FALSE,KLHL6,KLHL6;FLJ00029,1.0716,66484000,FALSE,KLHL6,89857
FLJ00382;IGHD,0.84528,28282000,FALSE,FLJ00382,NA,NA,NA,NA,NA,NA
HLA-B;HLA-CW;HLA-C,0.83508,82528000,FALSE,HLA-B,NA,NA,NA,NA,HLA-B,3106
KDELR1,0.83407,17361000,FALSE,KDELR1,NA,NA,NA,NA,KDELR1,10945
SNX3,0.826,19501000,FALSE,SNX3,NA,NA,NA,NA,SNX3,8724
ARL1,0.82056,17221000,FALSE,ARL1,ARL1,1.102,147490000,FALSE,ARL1,400
TRA1;HSP90B1,0.8099,94204000,FALSE,BHLHE40,TRA1;HSP90B1,0.88489,335090000,FALSE,BHLHE40,8553
SLC3A2,0.8076,112530000,FALSE,SLC3A2,SLC3A2,0.82444,299220000,FALSE,SLC3A2,6520
CASC4,0.80452,2237900000,FALSE,CASC4,NA,NA,NA,NA,NA,NA
HEL-S-103;HSPA1A,0.80384,38244000,FALSE,HEL-S-103,HEL-S-103;HSPA1A,0.92925,696670000,FALSE,NA,NA
FCRLA,0.8018,6083900000,FALSE,FCRLA,NA,NA,NA,NA,FCRLA,84824
SLC25A5,0.80034,1156200000,FALSE,SLC25A5,SLC25A5,1.1595,9719500000,FALSE,SLC25A5,292
TMEM59,0.78822,26155000,FALSE,TMEM59,NA,NA,NA,NA,TMEM59,9528
CALR,0.78169,28823000,FALSE,CALR,NA,NA,NA,NA,CALR,811
DKFZP686L20250,0.78127,62472000,FALSE,DKFZP686L20250,NA,NA,NA,NA,NA,NA
TXN,0.77555,52106000,FALSE,TXN,NA,NA,NA,NA,TXN,7295
B2M,0.77249,47021000,FALSE,B2M,B2M,1.0025,49666000,FALSE,B2M,567
UTS2,0.76731,897680000,FALSE,UTS2,UTS2,0.73802,399660000,FALSE,UTS2,10911
P4HB,0.75196,18052000,FALSE,P4HB,P4HB,0.66586,23927000,FALSE,P4HB,5034
KIAA0247,0.74967,24306000,FALSE,SUSD6,NA,NA,NA,NA,SUSD6,9766
SLC39A14,0.74501,23482000,FALSE,SLC39A14,NA,NA,NA,NA,SLC39A14,23516
MYH14,0.74225,40570000,FALSE,MYH14,MYH14,1.8215,59514000,FALSE,MYH14,79784
GGT1;GGT2,0.72283,621100000,FALSE,GGT1,NA,NA,NA,NA,GGT1,2678
FLOT1,0.72,363990000,FALSE,FLOT1,FLOT1,0.79945,884060000,FALSE,FLOT1,10211
CHCHD3,0.71891,104690000,FALSE,CHCHD3,CHCHD3,0.81375,31992000,FALSE,CHCHD3,54927
IL4R,0.71527,160740000,FALSE,IL4R,NA,NA,NA,NA,IL4R,3566
PTPRC,0.71448,5423200,FALSE,PTPRC,PTPRC,0.83863,454920000,FALSE,PTPRC,5788
HSD17B12,0.71117,9576000,FALSE,HSD17B12,HSD17B12,1.0226,259730000,FALSE,HSD17B12,51144
SLC1A5,0.71053,17107000,FALSE,SLC1A5,SLC1A5,0.82936,144950000,FALSE,SLC1A5,6510
PDIA3,0.70962,10663000,FALSE,PDIA3,PDIA3,0.65379,175850000,FALSE,PDIA3,2923
HLA-A;HLA;HLA-DQB1;HLA-B,0.70095,122790000,FALSE,HLA-A,NA,NA,NA,NA,HLA-A,3105
PDIA3,0.69505,58309000,FALSE,PDIA3,PDIA3,0.65379,175850000,FALSE,PDIA3,2923
CLINT1,0.67726,6166600,FALSE,CLINT1,CLINT1,0.89139,666960000,FALSE,CLINT1,9685
HLA-A,0.6741,70551000,FALSE,HLA-A,NA,NA,NA,NA,HLA-A,3105
SPTLC1,0.67142,31386000,FALSE,SPTLC1,NA,NA,NA,NA,SPTLC1,10558
LMNB1,0.6486,15890000,FALSE,LMNB1,LMNB1,0.52868,1480100000,FALSE,LMNB1,4001
IMMT,0.64718,291070000,FALSE,IMMT,IMMT,0.8822,387630000,FALSE,IMMT,10989
HLA-B;HLA,0.64233,93850000,FALSE,HLA-B,NA,NA,NA,NA,HLA-B,3106
PRIC295;GCN1L1,0.63447,19710000,FALSE,PRIC295,PRIC295;GCN1L1,0.83279,556760000,FALSE,NA,NA
FLOT2,0.63216,428670000,FALSE,FLOT2,FLOT2,0.76377,509000000,FALSE,FLOT2,2319
FKBP12-EXIN;FKBP12-EXIP3;FKBP1A,0.63119,11509000,FALSE,FKBP12-EXIN,NA,NA,NA,NA,NA,NA
SAFB2;SAFB,0.6244,258670000,FALSE,SAFB2,SAFB2;SAFB,1.2197,58013000,FALSE,SAFB2,9667
PDHA1;PDHA1/LOC79064;PDHA2,0.61831,8435800,FALSE,PDHA1,NA,NA,NA,NA,PDHA1,5160
SLC25A3,0.61797,221520000,FALSE,SLC25A3,SLC25A3,1.1069,283030000,FALSE,SLC25A3,5250
MTHFD1L,0.61423,8298300,FALSE,MTHFD1L,MTHFD1L,0.43134,61134000,FALSE,MTHFD1L,25902
HLA-C;HLA-CW;MHC;HLA-H,0.60508,117210000,FALSE,HLA-C,NA,NA,NA,NA,HLA-C,3107
HLA-C,0.601,54549000,FALSE,HLA-C,NA,NA,NA,NA,HLA-C,3107
KRT2,0.59318,23467000000,FALSE,KRT2,NA,NA,NA,NA,KRT2,3849
HLA-B;HLA B,0.57723,79213000,FALSE,HLA-B,NA,NA,NA,NA,HLA-B,3106
HLA-B;HLA,0.56803,37867000,FALSE,HLA-B,NA,NA,NA,NA,HLA-B,3106
HLA-A;MHC CLASS I HLA-A;HLA-A*0226;HLA-A*02;HLA;HLA-A*31;HLA-A*33;HLA-A*0201V3,0.56762,553030000,FALSE,HLA-A,NA,NA,NA,NA,HLA-A,3105
DLST,0.56008,17805000,FALSE,DLST,NA,NA,NA,NA,DLST,1743
CANX,0.55937,104280000,FALSE,CANX,CANX,0.81459,319830000,FALSE,CANX,821
SLC25A6,0.55474,54923000,FALSE,SLC25A6,NA,NA,NA,NA,SLC25A6,293
RNH1,0.52983,366750000,FALSE,RNH1,RNH1,0.48423,164980000,FALSE,RNH1,6050
UBB;RPS27A;UBC;UBA52;HEL112;DKFZP434K0435;UBBP4,0.48187,1062600000,FALSE,UBB,UBB;RPS27A;UBC;UBA52;HEL112;DKFZP434K0435;UBBP4,1.1053,5160100000,FALSE,UBB,7314
MS4A1,0.45986,34007000,FALSE,MS4A1,MS4A1,0.86877,951150000,FALSE,MS4A1,931
PPIA,0.44184,467380000,FALSE,PPIA,PPIA,0.97379,3654100000,FALSE,PPIA,5478
CSTB,0.38686,15806000,FALSE,CSTB,CSTB,1.177,519340000,FALSE,CSTB,1476
RPL26;KRBA2,0.3255,4883000,FALSE,RPL26,RPL26;KRBA2;RPL26L1,1.0426,53145000,FALSE,RPL26,6154
TF,0.31864,19634000,FALSE,TF,NA,NA,NA,NA,TF,7018
ATP5C1,0.30736,104350000,FALSE,ATP5F1C,ATP5C1,1.2524,430170000,FALSE,ATP5F1C,509
LCN1;LCN1P1,0.27873,45655000,FALSE,LCN1,NA,NA,NA,NA,LCN1,3933
SLC25A11,0.27024,15538000,FALSE,SLC25A11,SLC25A11,1.1741,87528000,FALSE,SLC25A11,8402
SSBP1,0.24897,185310000,FALSE,SSBP1,SSBP1,1.032,259910000,FALSE,SSBP1,6742
HIST1H1B,0.24872,19404000,FALSE,H1-5,NA,NA,NA,NA,H1-5,3009
MSN,0.24584,59613000,FALSE,MSN,MSN,0.41859,314590000,FALSE,MSN,4478
NA,NA,NA,NA,GRN,GRN,37.66,17591000,TRUE,GRN,2896
NA,NA,NA,NA,PRRC2B,PRRC2B,35.468,996680000,TRUE,NA,NA
NA,NA,NA,NA,SLAIN1,SLAIN1,29.85,115990000,TRUE,SLAIN1,122060
NA,NA,NA,NA,MAP3K4,MAP3K4,29.059,159010000,TRUE,MAP3K4,4216
NA,NA,NA,NA,KCTD15,KCTD15,25.888,89001000,TRUE,KCTD15,79047
NA,NA,NA,NA,PPP1R10,PPP1R10,24.802,228690000,TRUE,PPP1R10,5514
NA,NA,NA,NA,TOX4,TOX4,21.772,175810000,TRUE,TOX4,9878
NA,NA,NA,NA,CASC3,CASC3,14.305,280400000,TRUE,CASC3,22794
NA,NA,NA,NA,WDR82,WDR82,14.127,717670000,TRUE,WDR82,80335
NA,NA,NA,NA,HSD17B4,HSD17B4,11.699,2326900000,TRUE,HSD17B4,3295
NA,NA,NA,NA,NBN,NBN,11.603,364670000,TRUE,NBN,4683
NA,NA,NA,NA,NEK9,NEK9,11.213,2632800000,TRUE,NEK9,91754
NA,NA,NA,NA,RAD50,RAD50,10.11,2869600000,TRUE,RAD50,10111
NA,NA,NA,NA,MRE11,MRE11A,9.309,719790000,TRUE,MRE11,4361
NA,NA,NA,NA,EIF4G3,EIF4G3,7.6938,430330000,TRUE,EIF4G3,8672
NA,NA,NA,NA,ATXN2,ATXN2,7.3136,60473000,TRUE,ATXN2,6311
NA,NA,NA,NA,FAM98A,FAM98A,6.8107,269610000,FALSE,FAM98A,25940
NA,NA,NA,NA,TDRD3,TDRD3,6.5139,14823000,FALSE,TDRD3,81550
NA,NA,NA,NA,EIF3J,EIF3J,6.3828,312880000,FALSE,EIF3J,8669
NA,NA,NA,NA,WDR33,WDR33,6.3733,76485000,FALSE,WDR33,55339
NA,NA,NA,NA,PRRC2C,PRRC2C,6.3137,704040000,FALSE,PRRC2C,23215
NA,NA,NA,NA,G3BP2,G3BP2,5.9535,351670000,FALSE,G3BP2,9908
NA,NA,NA,NA,FAM120A,FAM120A;C9ORF129,5.9303,17298000,FALSE,FAM120A,23196
NA,NA,NA,NA,MOV10,MOV10,5.8258,53370000,FALSE,MOV10,4343
NA,NA,NA,NA,LARP4B,LARP4B,5.1999,84444000,FALSE,LARP4B,23185
NA,NA,NA,NA,UPF2,UPF2,4.5713,126250000,FALSE,UPF2,26019
NA,NA,NA,NA,ZNF598,ZNF598,4.5574,170300000,FALSE,ZNF598,90850
NA,NA,NA,NA,DHX36,DHX36,4.5572,101350000,FALSE,DHX36,170506
NA,NA,NA,NA,DKFZP781H1425,DKFZP781H1425;IKBKAP;IKBKAP VARIANT PROTEIN,4.4357,370880000,FALSE,NA,NA
NA,NA,NA,NA,EIF4B,EIF4B,4.2333,480350000,FALSE,EIF4B,1975
NA,NA,NA,NA,SUGP2,SUGP2,4.1271,47166000,FALSE,SUGP2,10147
NA,NA,NA,NA,FMR1,FMR1,4.096,17263000,FALSE,FMR1,2332
NA,NA,NA,NA,MAGOH,MAGOH;MAGOHB,4.0462,244410000,FALSE,MAGOH,4116
NA,NA,NA,NA,LARP1,LARP1,3.8607,40953000,FALSE,LARP1,23367
NA,NA,NA,NA,DYRK1A,DYRK1A;DYRK1B;MNB/DYRK,3.8504,85855000,FALSE,DYRK1A,1859
NA,NA,NA,NA,RBM8A,RBM8A,3.8204,469260000,FALSE,RBM8A,9939
NA,NA,NA,NA,ELP3,ELP3,3.7572,286640000,FALSE,ELP3,55140
NA,NA,NA,NA,CPEB4,CPEB4,3.7076,25997000,FALSE,CPEB4,80315
NA,NA,NA,NA,CDC73,CDC73,3.6577,35807000,FALSE,CDC73,79577
NA,NA,NA,NA,KIAA0324,KIAA0324;SRRM2,3.6306,39430000,FALSE,NA,NA
NA,NA,NA,NA,ELP2,ELP2,3.6023,217930000,FALSE,ELP2,55250
NA,NA,NA,NA,FIP1L1,FIP1L1,3.5211,108320000,FALSE,FIP1L1,81608
NA,NA,NA,NA,TRAF1,TRAF1,3.4711,67785000,FALSE,TRAF1,7185
NA,NA,NA,NA,ABCE1,ABCE1,3.4241,528900000,FALSE,ABCE1,6059
NA,NA,NA,NA,AAG1,AAG1;EIF4G2,3.323,120350000,FALSE,NA,NA
NA,NA,NA,NA,TUBB6,TUBB6;TUBB3,3.308,114560000,FALSE,TUBB6,84617
NA,NA,NA,NA,ANAPC5,ANAPC5,3.0937,21571000,FALSE,ANAPC5,51433
NA,NA,NA,NA,U2SURP,U2SURP,3.0771,46438000,FALSE,U2SURP,23350
NA,NA,NA,NA,FXR1,FXR1,3.0214,1054400000,FALSE,FXR1,8087
NA,NA,NA,NA,DLAT,DLAT,2.9977,1935600000,FALSE,DLAT,1737
NA,NA,NA,NA,HERC2,HERC2,2.9789,2046900000,FALSE,HERC2,8924
NA,NA,NA,NA,RBM15,RBM15,2.8801,43519000,FALSE,RBM15,64783
NA,NA,NA,NA,FUBP3,FUBP3,2.8422,63796000,FALSE,FUBP3,8939
NA,NA,NA,NA,FXR2,FXR2,2.8388,55383000,FALSE,FXR2,9513
NA,NA,NA,NA,TFG,TFG;TFG/ALK FUSION,2.7638,65113000,FALSE,TFG,10342
NA,NA,NA,NA,NO66,NO66,2.572,84265000,FALSE,NA,NA
NA,NA,NA,NA,RBM38,RBM38;RNPC1;RBM24,2.5415,24953000,FALSE,RBM38,55544
NA,NA,NA,NA,MYO1E,MYO1E,2.4939,2544000000,FALSE,MYO1E,4643
NA,NA,NA,NA,ANAPC7,ANAPC7,2.4884,5175600,FALSE,ANAPC7,51434
NA,NA,NA,NA,PRRC2A,PRRC2A,2.4525,109100000,FALSE,PRRC2A,7916
NA,NA,NA,NA,HNRNPK,HNRNPK;HNRPK,2.3899,4283500000,FALSE,HNRNPK,3190
NA,NA,NA,NA,SMARCC1,SMARCC1;SMARCC2,2.3883,48030000,FALSE,SMARCC1,6599
NA,NA,NA,NA,GSPT1,GSPT1;GSPT2,2.3696,345790000,FALSE,GSPT1,2935
NA,NA,NA,NA,DDX24,DDX24,2.3561,58625000,FALSE,DDX24,57062
NA,NA,NA,NA,NEURL4,NEURL4;HCG_42028,2.3197,88214000,FALSE,NEURL4,84461
NA,NA,NA,NA,DIDO1,DIDO1,2.2604,10936000,FALSE,DIDO1,11083
NA,NA,NA,NA,NAGK,NAGK,2.2316,250600000,FALSE,NAGK,55577
NA,NA,NA,NA,FAM91A1,FAM91A1;LINC00869,2.1777,27968000,FALSE,FAM91A1,157769
NA,NA,NA,NA,FNBP4,FNBP4;DKFZP779I1064,2.1559,25053000,FALSE,FNBP4,23360
NA,NA,NA,NA,HNRNPR,HNRNPR;HNRPR;DKFZP686A13234,2.1474,105970000,FALSE,HNRNPR,10236
NA,NA,NA,NA,MTREX,SKIV2L2,2.1116,59505000,FALSE,MTREX,23517
NA,NA,NA,NA,EXOSC10,EXOSC10,2.0763,32469000,FALSE,EXOSC10,5394
NA,NA,NA,NA,UBR5,UBR5,2.0707,115290000,FALSE,UBR5,51366
NA,NA,NA,NA,HNRNPUL2-BSCL2,HNRNPUL2-BSCL2;HNRNPUL2,2.0662,76745000,FALSE,NA,NA
NA,NA,NA,NA,SYTL1,SYTL1,2.0366,8112300,FALSE,SYTL1,84958
NA,NA,NA,NA,CCAR1,CCAR1,1.9954,47397000,FALSE,CCAR1,55749
NA,NA,NA,NA,HNRNPLL,HNRPLL;HNRNPLL,1.9953,31033000,FALSE,HNRNPLL,92906
NA,NA,NA,NA,U2AF1,U2AF1;U2AF1L4;DKFZP313J1712,1.9931,186840000,FALSE,U2AF1,7307
NA,NA,NA,NA,PYCR2,PYCR2;P5CR2,1.9781,117640000,FALSE,PYCR2,29920
NA,NA,NA,NA,YTHDC2,YTHDC2,1.9692,241190000,FALSE,YTHDC2,64848
NA,NA,NA,NA,RRP1B,RRP1B,1.9304,56627000,FALSE,RRP1B,23076
NA,NA,NA,NA,RPP30,RPP30,1.9115,32750000,FALSE,RPP30,10556
NA,NA,NA,NA,RBM25,RBM25,1.8774,198710000,FALSE,RBM25,58517
NA,NA,NA,NA,CSA2,CSA2;IK,1.869,37340000,FALSE,NA,NA
NA,NA,NA,NA,EML2,EML2,1.8634,14932000,FALSE,EML2,24139
NA,NA,NA,NA,SRSF3,SFRS3;SRSF3,1.8356,243440000,FALSE,SRSF3,6428
NA,NA,NA,NA,GTF3C5,GTF3C5,1.795,26496000,FALSE,GTF3C5,9328
NA,NA,NA,NA,MAP4K1,MAP4K1,1.7881,20877000,FALSE,MAP4K1,11184
NA,NA,NA,NA,PFKL,PFKL;DKFZP686G1648;DKFZP686L2097,1.7678,20363000,FALSE,PFKL,5211
NA,NA,NA,NA,ECH1,ECH1,1.7557,53971000,FALSE,ECH1,1891
NA,NA,NA,NA,PYCR1,PYCR1;PIG45,1.7492,628760000,FALSE,PYCR1,5831
NA,NA,NA,NA,EIF6,EIF6,1.7264,134860000,FALSE,EIF6,3692
NA,NA,NA,NA,MYO1B,MYO1B,1.7213,29792000,FALSE,MYO1B,4430
NA,NA,NA,NA,LRCH2,LRCH2,1.7149,225610000,FALSE,LRCH2,57631
NA,NA,NA,NA,PRKCD,PRKCD,1.7092,66245000,FALSE,PRKCD,5580
NA,NA,NA,NA,LSG1,LSG1,1.7047,92231000,FALSE,LSG1,55341
NA,NA,NA,NA,NUDT16L1,NUDT16L1,1.6924,13606000,FALSE,NUDT16L1,84309
NA,NA,NA,NA,XRN2,XRN2,1.6869,37119000,FALSE,XRN2,22803
NA,NA,NA,NA,VAV1,VAV1,1.6864,347830000,FALSE,VAV1,7409
NA,NA,NA,NA,RPLP2,RPLP2,1.6851,44758000,FALSE,RPLP2,6181
NA,NA,NA,NA,TOM1,TOM1,1.6809,146710000,FALSE,TOM1,10043
NA,NA,NA,NA,FCHO1,FCHO1,1.6761,46815000,FALSE,FCHO1,23149
NA,NA,NA,NA,ANKRD28,ANKRD28,1.6752,61190000,FALSE,ANKRD28,23243
NA,NA,NA,NA,MYBBP1A,MYBBP1A,1.6747,22627000,FALSE,MYBBP1A,10514
NA,NA,NA,NA,RPL8,RPL8,1.6737,1877200000,FALSE,RPL8,6132
NA,NA,NA,NA,MARK3,MARK3,1.6715,52944000,FALSE,MARK3,4140
NA,NA,NA,NA,FUBP1,FUBP1,1.6677,23333000,FALSE,FUBP1,8880
NA,NA,NA,NA,PNAS-3,PNAS-3;EXOSC3,1.6566,42602000,FALSE,NA,NA
NA,NA,NA,NA,LRCH3,LRCH3,1.6376,17135000000,FALSE,LRCH3,84859
NA,NA,NA,NA,HNRNPA0,HNRNPA0,1.6322,38722000,FALSE,HNRNPA0,10949
NA,NA,NA,NA,CPSF6,CPSF6,1.6299,172370000,FALSE,CPSF6,11052
NA,NA,NA,NA,MMS19,MMS19,1.6132,37646000,FALSE,MMS19,64210
NA,NA,NA,NA,UBXN7,UBXN7,1.6116,6704600,FALSE,UBXN7,26043
NA,NA,NA,NA,CSTF1,CSTF1,1.6089,34111000,FALSE,CSTF1,1477
NA,NA,NA,NA,RAMAC,FAM103A1,1.6048,7570000,FALSE,RAMAC,83640
NA,NA,NA,NA,XRN1,XRN1,1.6032,48258000,FALSE,XRN1,54464
NA,NA,NA,NA,ZC3HAV1,ZC3HAV1,1.6004,249660000,FALSE,ZC3HAV1,56829
NA,NA,NA,NA,DNMT1,DNMT1,1.5889,47735000,FALSE,DNMT1,1786
NA,NA,NA,NA,FLJ00330,FLJ00330;RLTPR,1.5836,16735000,FALSE,NA,NA
NA,NA,NA,NA,EXOSC4,EXOSC4,1.5718,55826000,FALSE,EXOSC4,54512
NA,NA,NA,NA,RPL15,RPL15,1.5632,139360000,FALSE,RPL15,6138
NA,NA,NA,NA,IQSEC1,IQSEC1,1.55,102730000,FALSE,IQSEC1,9922
NA,NA,NA,NA,CNOT3,CNOT3;FLJ00420,1.5492,20140000,FALSE,CNOT3,4849
NA,NA,NA,NA,GNB4,GNB4,1.543,192540000,FALSE,GNB4,59345
